tconst,wikidata_title,wikidata_directors,wikidata_writers
tt0077831,"Dirty Tiger, Crazy Frog",Karl Maka,\N
tt0077875,\N,\N,\N
tt0077940,Q116051329,Andrea Bianchi,\N
tt0078023,\N,\N,\N
tt0078026,The Olsen gang goes to war,Q1254876,Henning Bahs; Q1254876
tt0078205,Scared Straight!,Arnold Shapiro,Arnold Shapiro
tt0078244,\N,\N,\N
tt0078284,\N,\N,\N
tt0078928,California Dreaming,John D. Hancock,\N
tt0079094,Eagle's Wing,Anthony Harvey,John Briley
tt0079098,Ek Din Pratidin,Mrinal Sen,Mrinal Sen
tt0079224,The Golden Lady,José Ramón Larraz,Joshua Sinclair
tt0079571,Glowing Autumn,Masaki Kobayashi,\N
tt0079648,Nutcracker Fantasy,Takeo Nakamura,\N
tt0079815,Rockers,Theodoros Bafaloukos,Theodoros Bafaloukos
tt0080072,Q84994265,Aida Manasarova,\N
tt0080416,\N,\N,\N
tt0080451,\N,\N,\N
tt0080492,Can't Stop the Music,Nancy Walker,Bronté Woodard; Allan Carr
tt0080646,Don't Go in the House,Joseph Ellison,\N
tt0080660,Nympho Girls,Walter Boos,\N
tt0080698,Esthappan,G. Aravindan,G. Aravindan
tt0080773,The Gamekeeper,Ken Loach,Ken Loach
tt0081053,The Life and Times of Rosie the Riveter,Connie Field,\N
tt0081267,"Ogaryova Street, Number 6",Boris Grigoryev,Yulian Semyonov
tt0082370,The Woman Next Door,François Truffaut,Suzanne Schiffman; Jean Aurel; François Truffaut
tt0082422,Fruits of Passion,Shūji Terayama,Shūji Terayama; Anne Desclos
tt0082763,Modern Problems,Ken Shapiro,\N
tt0082871,Outside In,Stephen Dwoskin,\N
tt0082894,Pennies from Heaven,Herbert Ross,Dennis Potter
tt0083046,\N,\N,\N
tt0083708,Once Upon a Rainbow,Agnes Ng,\N
tt0083719,\N,\N,\N
tt0084013,Golven,Annette Apon,Annette Apon
tt0084075,Himeyuri no Tô,Tadashi Imai,\N
tt0084545,Q3923929,Ciro Ippolito,Ciro Ippolito; Massimo Franciosa
tt0084675,Shoot the Moon,Alan Parker,Bo Goldman
tt0084709,Spaghetti House,Giulio Paradisi,Agenore Incrocci; Age & Scarpelli; Peter Barnes; Nino Manfredi; Furio Scarpelli
tt0084727,Stark Raving Mad,George Hood,\N
tt0084959,Perché non facciamo l'amore?,Maurizio Lucidi,Sandro Continenza
tt0085220,Bearn o la sala de las muñecas,Jaime Chávarri,\N
tt0085496,Dark Habits,Pedro Almodóvar,Pedro Almodóvar
tt0085625,Grunt!,Andy Luotto,Giorgio Faletti; Andy Luotto
tt0085835,Leuchtturm des Chaos,Wolf-Eckart Bühler; Manfred Blank,\N
tt0086088,Paulo Roberto Cotechiño centravanti di sfondamento,Nando Cicero,Francesco Milizia; Nando Cicero
tt0086525,Valley Girl,Martha Coolidge,\N
tt0086930,\N,\N,\N
tt0087368,Q4150477,Vladimir Popkov,\N
tt0087431,La hoz y el Martínez,Álvaro Sáenz de Heredia,Álvaro Sáenz de Heredia
tt0087442,The Chieftain,Terje Kristiansen,\N
tt0087486,Isabel on the Stairs,Hannelore Unterberg,\N
tt0087493,\N,\N,\N
tt0087636,Am Yisrael Hai,Assi Dayan,Assi Dayan
tt0087751,Mrs. Soffel,Gillian Armstrong,Ron Nyswaner
tt0087795,Night Patrol,Jackie Kong,Jackie Kong
tt0088196,Streetwise,Martin Bell,\N
tt0088371,The Red Countess,András Kovács,András Kovács
tt0088717,Q22000391,Martin Veyron,\N
tt0088785,\N,\N,\N
tt0088834,\N,\N,\N
tt0088902,Q2047291,Theo van Gogh,Theo van Gogh
tt0088981,Da gung wong dai,Tsui Hark,\N
tt0089623,Mother,Park Cheol-su,Kim Soo-hyun
tt0089774,The Lost Paradise,Basilio Martín Patino,\N
tt0089839,Private Resort,George Bowers,Gordon Mitchell
tt0090001,Q4413061,Georgi Yungvald-Khilkevich,Sergey Abramov
tt0090011,It's a Drink! It's a Bomb!,\N,Q10325102
tt0090205,Q96062250,Joy Fleury,\N
tt0090351,Yerma,Barna Kabay; Imre Gyöngyössy,\N
tt0090645,\N,\N,\N
tt0090689,A Balada de Praia do Cães,José Fonseca e Costa,Q932343; Antonio Larreta
tt0091389,"Lata dwudzieste, lata trzydzieste",Janusz Rzeszewski,Michał Komar
tt0091540,Devils of Monza,Luciano Odorisio,Carlo Lizzani
tt0091729,\N,\N,\N
tt0092051,\N,\N,\N
tt0092088,\N,\N,\N
tt0092513,Adventures in Babysitting,Chris Columbus,David Simkins
tt0092574,Q4067978,Valeriy Guryanov,Eduard Volodarsky
tt0092682,Q3641459,Arduino Sacco,Arduino Sacco
tt0092906,Dolls,Stuart Gordon,Ed Naha
tt0092946,Echoes of Paradise,Phillip Noyce,\N
tt0092964,Empire State,Ron Peck,\N
tt0093002,Fakta homma,Jukka Virtanen,\N
tt0093183,The Hero's Journey,Janelle Balnicke; David Kennard,\N
tt0093291,How Poets Are Enjoying Their Lives,Dušan Klein,Ladislav Pecháček; Dušan Klein
tt0093321,Juillet en Septembre,Sébastien Japrisot,Sébastien Japrisot
tt0093336,The Cat,Dominik Graf,Uwe Erichsen
tt0093418,Like Father Like Son,Rod Daniel,\N
tt0093778,The Princess Academy,Bruce A. Block,Sandra Weintraub
tt0093804,Seven Years Itch,Johnnie To,Wong Pak Ming
tt0093810,O Querido Lilás,Artur Semedo,\N
tt0094023,Stacking,Martin Rosen,\N
tt0094818,\N,\N,\N
tt0094822,Baton Rouge,Rafael Moleón Gavilanes,Agustín Díaz Yanes
tt0095120,Evil Laugh,Dominick Brascia,\N
tt0095363,In Dangerous Company,\N,\N
tt0095423,Kadaicha,James Bogle,\N
tt0095435,\N,\N,\N
tt0095493,Last Platoon,Ignazio Dolce,Tito Carpi
tt0095582,Mangeclous,Moshé Mizrahi,Albert Cohen
tt0095811,\N,\N,\N
tt0096180,Stormy Monday,Mike Figgis,Mike Figgis
tt0096223,Tapeheads,Bill Fishman,Bill Fishman
tt0096386,Life Is a Long Quiet River,Étienne Chatiliez,Étienne Chatiliez; Florence Quentin
tt0096744,84C MoPic,Patrick Sheane Duncan,Patrick Sheane Duncan
tt0096917,Beverly Hills Bodysnatchers,Jonathan Mostow,\N
tt0096944,Blind Fear,Tom Berry,\N
tt0097020,Time of the Servants,Irena Pavlásková,Irena Pavlásková
tt0097129,\N,\N,\N
tt0097144,Codename Cougar,Yang Fengliang; Zhang Yimou,Cheng Shiqing
tt0097241,\N,\N,\N
tt0097348,The Unmatchable Match,Parkman Raphael Wong,\N
tt0097474,Halloween 5: The Revenge of Michael Myers,Dominique Othenin-Girard,John Carpenter; Dominique Othenin-Girard
tt0097477,\N,\N,\N
tt0097624,\N,\N,\N
tt0098409,Suivez cet avion,Patrice Ambard,Patrice Ambard; Alain Etève
tt0098437,The Winter War,Pekka Parikka,Antti Tuuri; Pekka Parikka
tt0098687,\N,\N,\N
tt0099498,Empire of the Dark,\N,\N
tt0099593,The Fool,Christine Edzard,\N
tt0099689,\N,\N,\N
tt0099871,Jacob's Ladder,Adrian Lyne,Bruce Joel Rubin
tt0100031,Lisa,Gary Sherman,Karen Clark
tt0100045,Lung Fung Restaurant,Poon Man-kit,\N
tt0100301,Opportunity Knocks,Donald Petrie,\N
tt0100362,\N,\N,\N
tt0100420,The King's Trial,João Mário Grilo,Colin Thiele; João Mário Grilo
tt0100707,Streets,Katt Shea,\N
tt0100820,Tugumi,Jun Ichikawa,\N
tt0100836,Q97187453,Franck Landron,\N
tt0100915,What the Moon Saw,Pino Amenta,Frank Howson
tt0101262,Aasmaan Se Gira,\N,\N
tt0101284,Akayla,Ramesh Sippy,Salim Khan
tt0101526,Children of Nature,Friðrik Þór Friðriksson,Einar Már Guðmundsson; Friðrik Þór Friðriksson
tt0101745,Doc Hollywood,Michael Caton-Jones,Jeffrey Price; Peter S. Seaman; Daniel Pyne
tt0101847,The Fabulous Voyage of the Angel,Jean Pierre Lefebvre,Jean Pierre Lefebvre
tt0101955,\N,\N,\N
tt0102278,Flying Machines Against Mr. Motor Car,Janusz Kidawa,Janusz Kidawa
tt0102540,\N,\N,\N
tt0102608,Q24957357,Vladimir Lubomudrov,Anatoly Galiev; Vladimir Lubomudrov
tt0102737,The Magnificent Scoundrels,Lee Lik-chee,\N
tt0102975,Star Trek VI: The Undiscovered Country,Nicholas Meyer,Nicholas Meyer; Denny Martin Flinn; Mark Rosenthal; Leonard Nimoy; Lawrence Konner; Gene Roddenberry
tt0102980,\N,\N,\N
tt0103055,A Fine Romance,Gene Saks,François Billetdoux; Ronald Harwood
tt0103603,\N,\N,\N
tt0103660,"Alaska, Sir!",\N,\N
tt0103923,Captain America,Albert Pyun,Stephen Tolkin; Lawrence Block
tt0104120,\N,\N,\N
tt0104247,Brats,János Rózsa,\N
tt0104336,\N,\N,\N
tt0104477,\N,\N,\N
tt0104548,Jeevan Ek Sanghursh,Rahul Rawail,\N
tt0105483,A Stranger Among Us,Sidney Lumet,Robert J. Avrech
tt0105880,Cash on Delivery,Terry Tong Kei Ming,\N
tt0105897,Zindagi Ek Juaa,Prakash Mehra,\N
tt0105901,\N,\N,\N
tt0106494,\N,\N,\N
tt0106664,The Dark Half,George A. Romero,George A. Romero
tt0106796,Eight Hundred Leagues Down the Amazon,Luis Llosa,\N
tt0106983,Future Shock,Matt Reeves,\N
tt0107220,Inside Monkey Zetterland,Jefery Levy,Steve Antin
tt0107313,\N,\N,\N
tt0107394,Q15918400,Romain Goupil,Romain Goupil
tt0107434,Q3258654,Liria Bégéja,Liria Bégéja
tt0107572,Daughter of Darkness,Kai-Ming Lai,\N
tt0107949,Rescue Me,Arthur Allan Seidelman,Michael James Snyder
tt0108468,Q11622141,Kazuyuki Shinoda,\N
tt0109271,Bigfoot: The Unforgettable Encounter,Corey Michael Eubanks,\N
tt0109336,Q132802392,\N,\N
tt0109929,Grande Petite,Sophie Fillières,Sophie Fillières
tt0109974,\N,\N,\N
tt0110113,\N,\N,\N
tt0110210,The Violin Player,Charles Van Damme,Charles Van Damme
tt0110225,Q107585247,Markku Lehmuskallio,Markku Lehmuskallio; Anastasia Lapsui
tt0110323,Leila Sakhina,Atef El Tayeb,\N
tt0110353,Lightning Jack,Simon Wincer,Paul Hogan
tt0111063,Oh! My Three Guys,Sung Kee Chiu,\N
tt0111268,\N,\N,\N
tt0111610,\N,\N,\N
tt0111626,Vildbassen,Sven Methling,Peter Bay
tt0111649,\N,\N,\N
tt0111672,Watchers 3,Jeremy Stanford,Dean Koontz
tt0111812,\N,\N,\N
tt0112417,\N,\N,\N
tt0112430,Babam Askerde,Handan İpekçi,\N
tt0113176,\N,\N,\N
tt0113314,Hollow Reed,Angela Pope,Paula Milne
tt0113357,\N,\N,\N
tt0113490,The Journey of August King,John Duigan,John Ehle
tt0113630,Outlaws: The Legend of O.B. Taggart,Rupert Hitzig,\N
tt0113632,Legion of the Night,Matt Jaissle,\N
tt0113840,\N,\N,\N
tt0113876,\N,\N,\N
tt0114211,\N,\N,\N
tt0114293,Romancing Sara,Lawrence Lanoff,\N
tt0114474,Small Faces,Gillies MacKinnon,William Mackinnon
tt0114485,All of Them Witches,Daniel Gruener,\N
tt0114616,Tarantella,Helen De Michiel,Helen De Michiel
tt0114709,Toy Story,John Lasseter,John Lasseter; Joel Cohen; Joss Whedon; Pete Docter; Joe Ranft; Alec Sokolow; Andrew Stanton
tt0114732,The Three Brothers,Didier Bourdon; Bernard Campan,Didier Bourdon; Michel Lengliney; Bernard Campan
tt0114775,A Summer in La Goulette,Férid Boughedir,Férid Boughedir; Nouri Bouzid
tt0114883,\N,\N,\N
tt0115007,School Days,Chu Yen-ping,\N
tt0115622,\N,\N,\N
tt0115630,Baseball Girls,Lois Siegel,\N
tt0116169,Edie & Pen,Matthew Irmas,Victoria Tennant
tt0116341,Forest Warrior,Aaron Norris,\N
tt0116529,Hide and Seek,Su Friedrich,\N
tt0116534,My Secret Cache,Shinobu Yaguchi,Takuji Suzuki; Shinobu Yaguchi
tt0116708,Joe's So Mean to Josephine,Peter Wellington,\N
tt0116843,White Night,Arnon Zadok,\N
tt0117161,Sleeping Man,Kōhei Oguri,\N
tt0117305,Gentle Into the Night,Antonio Baiocco,Antonio Baiocco
tt0117699,Sotto voce,Mario Levin,\N
tt0117826,Bordello of Blood,Gilbert Adler,Gilbert Adler
tt0117956,3,Christian De Sica,Giovanni Veronesi; Christian De Sica
tt0118992,The Gods Must Be Daring,Michel Deville,\N
tt0119074,\N,\N,\N
tt0119303,Home Alone 3,Raja Gosnell,John Hughes
tt0119388,Isana no umi,Kazuhiro Higaki,Kazuhiro Higaki
tt0119617,\N,\N,\N
tt0119733,Murmur of Youth,Lin Cheng-Sheng,\N
tt0119935,Preaching to the Perverted,Stuart Urban,\N
tt0120142,The 6th Man,Randall Miller,\N
tt0120692,All I Wanna Do,Sarah Kernochan,Sarah Kernochan
tt0121473,A Pair of Silly Birds,\N,\N
tt0122367,\N,\N,\N
tt0122864,\N,\N,\N
tt0123028,The Betrayal,Tokuzō Tanaka,Seiji Hoshikawa
tt0123061,\N,\N,\N
tt0123253,Journey to the Land of the Traveller,Bahman Kiarostami,Abbas Kiarostami
tt0123331,Going Astray,Khosrow Sinai,Khosrow Sinai
tt0123385,Artemisia,Agnès Merlet,Agnès Merlet
tt0123518,\N,\N,\N
tt0123558,\N,\N,\N
tt0123625,\N,\N,\N
tt0123711,\N,\N,\N
tt0123964,Life,Ted Demme,\N
tt0124104,Mr. Aiello,Paul Tana,\N
tt0124928,Q12341537,Arne Weel,Sam Ask; Svend Rindom; Fleming Lynge
tt0125032,Hotel Carton,Sirus Alvand,Sirus Alvand; Ahmad Najafi
tt0125215,\N,\N,\N
tt0125949,Niel Lynne,David Baker,\N
tt0126031,\N,\N,\N
tt0126283,The End of the War,Dragan Kresoja,\N
tt0127072,\N,\N,\N
tt0127136,Polymorph,J.R. Bookwalter,\N
tt0127176,Psychedelic Sexualis,Albert Zugsmith,\N
tt0127575,Girl in Trouble,\N,\N
tt0127874,\N,\N,\N
tt0128066,\N,\N,\N
tt0128187,\N,\N,\N
tt0128417,\N,\N,\N
tt0128611,\N,\N,\N
tt0128966,Black Mirror,Pierre-Alain Jolivet,\N
tt0129170,\N,\N,\N
tt0129273,Olsenbanden,Knut Bohwim,Henning Bahs; Q1254876
tt0129352,\N,\N,\N
tt0129993,\N,\N,\N
tt0130259,\N,\N,\N
tt0130331,Q12340236,Olaf Fønss,Richard Lund
tt0130619,\N,\N,\N
tt0130713,\N,\N,\N
tt0130730,The Lighthouse Keepers,Jean Grémillon,Jacques Feyder
tt0130735,\N,\N,\N
tt0130757,The Harpist,Hansjörg Thurn,\N
tt0130971,The Long Winter,Michel Brault,Michel Brault
tt0130996,The Satan Killer,Steve Sayre,Eddie Benton
tt0131775,\N,\N,\N
tt0131880,\N,\N,\N
tt0131978,Blood Orgy of the Leather Girls,\N,\N
tt0132051,\N,\N,\N
tt0132062,\N,\N,\N
tt0132204,Hatschipuh,Ulrich König,\N
tt0132455,\N,\N,\N
tt0132662,Star Games,Greydon Clark,\N
tt0132878,\N,\N,\N
tt0133709,The Debt,Manuel José Álvarez; Nicolás Buenaventura,\N
tt0133752,Fallen Arches,Ron Cosentino,\N
tt0133890,\N,\N,\N
tt0134662,Q140106558,\N,\N
tt0134803,Madhubala,\N,\N
tt0134929,Raw Talent,Larry Revene,\N
tt0135131,\N,\N,\N
tt0135370,\N,\N,\N
tt0135420,Fight That Ghost,Sam Newfield,\N
tt0136169,Q26715188,Günter Hendel,\N
tt0136235,\N,\N,\N
tt0136345,Congo Express,Eduard von Borsody,Ernst von Salomon
tt0136527,Bullets don't come back,Nikos Foskolos,Nikos Foskolos
tt0137512,Carnival Magic,Rudolf Walther-Fein,\N
tt0137700,\N,\N,\N
tt0137854,\N,\N,\N
tt0137955,Q18633415,Maunu Kurkvaara,\N
tt0138074,Santa and the Ice Cream Bunny,Barry Mahon,\N
tt0138477,The Great Unknown,Willi Wolff,\N
tt0138681,The Opportunists,Myles Connell,\N
tt0138689,Paging Emma,Roberto Busó-García,\N
tt0138725,Q3795351,Carlo Martinelli,\N
tt0138734,A Report,Maunu Kurkvaara,\N
tt0139398,Kaajal,Ram Maheshwari,Gulshan Nanda
tt0139571,\N,\N,\N
tt0139654,Training Day,Antoine Fuqua,David Ayer
tt0139809,The Thirteenth Floor,Josef Rusnak,Josef Rusnak
tt0140110,\N,\N,\N
tt0140308,Don't Worry About Your Mother-in-Law,Erich Engels,Hans Wolff
tt0140347,\N,\N,\N
tt0140670,Vaihdokas,Teuvo Puro,\N
tt0140811,Antti the Treebranch,Heikki Partanen; Katariina Lahti,\N
tt0140876,\N,\N,\N
tt0141236,\N,\N,\N
tt0141343,Gli inaffidabili,Jerry Calà,Jerry Calà
tt0141413,\N,\N,\N
tt0141529,\N,\N,\N
tt0141634,The Mysteries of Paris,\N,\N
tt0141874,Passion,György Fehér,György Fehér; Béla Tarr
tt0142288,\N,\N,\N
tt0143437,Looking Good,Francis Leroi,\N
tt0143520,\N,\N,\N
tt0143737,\N,\N,\N
tt0144117,The Boondock Saints,Troy Duffy,Troy Duffy
tt0144442,\N,\N,\N
tt0144608,Sinbad: Beyond the Veil of Mists,Alan Jacobs,\N
tt0144778,\N,\N,\N
tt0144933,\N,\N,\N
tt0145254,Out of Phoenix Bridge,Hong Li,\N
tt0145814,Heaven Sent,Craig Clyde,James Hennessy; Craig Clyde
tt0146237,\N,\N,\N
tt0146281,Sofo Shel Milton Levi,Nissim Dayan,Nissim Dayan
tt0146329,Two Off the Cuff,\N,\N
tt0147216,\N,\N,\N
tt0147643,\N,\N,\N
tt0148245,\N,\N,\N
tt0148445,\N,\N,\N
tt0148462,Men Cry Bullets,\N,\N
tt0148812,\N,\N,\N
tt0148891,\N,\N,\N
tt0148894,\N,\N,\N
tt0149026,\N,\N,\N
tt0149652,\N,\N,\N
tt0150892,Her Great Price,Edwin Carewe,June Mathis
tt0151405,The Lantern,Karel Lamač,Václav Wasserman; František Kožík; Bohumír Polách
tt0151805,\N,\N,\N
tt0151856,\N,\N,\N
tt0151990,Un soir à Tibériade,Hervé Bromberger,\N
tt0152074,Principe coronato cercasi per ricca ereditiera,Giovanni Grimaldi,Giovanni Grimaldi
tt0152252,The Times That Are,Pierre Perrault,\N
tt0152443,The Silver Greyhound,Bannister Merwin,Bannister Merwin
tt0153032,This Year's Love,David Kane,\N
tt0153165,\N,\N,\N
tt0153292,\N,\N,\N
tt0153297,\N,\N,\N
tt0153534,\N,\N,\N
tt0154241,Q3231065,Henri Decoin,\N
tt0155086,Rajani,Q106181151,\N
tt0155401,\N,\N,\N
tt0155685,Trouble Among Widows,Jacques Poitrenaud,Denys de La Patellière
tt0155994,\N,\N,\N
tt0156432,Raj Nartaki,Madhu,\N
tt0156702,Khwab Ki Duniya,Vijay Bhatt,\N
tt0156704,\N,\N,\N
tt0157479,The Conquest of Canaan,George Irving,\N
tt0157581,Enga Veettu Pillai,Tapi Chanakya,Sakthi T. K. Krishnasamy
tt0157607,Extravagance,Burton L. King,\N
tt0157880,\N,\N,\N
tt0158457,Afsana,Baldev Raj Chopra,I. S. Johar
tt0158462,Q16744677,Raffaello Matarazzo,\N
tt0158464,\N,\N,\N
tt0158736,Mademoiselle Strip-tease,Pierre Foucaud,\N
tt0159101,\N,\N,\N
tt0159434,\N,\N,\N
tt0159495,Jakko,Fritz Peter Buch,Fritz Peter Buch
tt0160596,With or Without You,Michael Winterbottom,John Forte
tt0160830,Sergeant X,Vladimir Strizhevsky,\N
tt0161215,"Fly Away, Young Man!",Miguel M. Delgado,Jaime Salvador
tt0161378,Carnevalesca,Amleto Palermi,Lucio D'Ambra
tt0161927,\N,\N,\N
tt0163131,\N,\N,\N
tt0163207,\N,\N,\N
tt0163623,Fata Morgana,\N,\N
tt0163629,\N,\N,\N
tt0164064,\N,\N,\N
tt0164857,Ruslan and Ludmila,\N,\N
tt0165100,Le bar du téléphone,Claude Barrois,Claude Néron
tt0165612,Alf's Baby,Maclean Rogers,\N
tt0165655,Disco Crazy,Michele Massimo Tarantini,Alessandro Capone
tt0165753,\N,\N,\N
tt0165846,Kill the Man,Tom Booker,\N
tt0166151,\N,\N,\N
tt0166233,When the Dead Start Singing,Krsto Papić,Krsto Papić; Mate Matišić
tt0166647,Hledá se táta,Frank Daniel,Frank Daniel
tt0166873,Watch Beverly,Arthur Maude,\N
tt0166948,The Adventures of the American Rabbit,Fred Wolf,\N
tt0167290,\N,\N,\N
tt0168205,Taken Alive,Philip Marcus,\N
tt0168581,"The Chosen Prince, or The Friendship of David and Jonathan",William V. Mong,\N
tt0168584,The Cigarette Girl,William Parke,\N
tt0168631,Dark Summer,Gregory Marquette,\N
tt0168722,\N,\N,\N
tt0169004,The Little Pet,Martin Frič,Hugo Haas; Martin Frič
tt0169062,"My Dog, Buddy",Ray Kellogg,\N
tt0169307,Cheyenne Trails,Robert J. Horner,\N
tt0169975,\N,\N,\N
tt0170336,Opštinsko dete,Mladomir Puriša Đorđević,\N
tt0170407,Pizza King,Ole Christian Madsen,Lars K. Andersen; Ole Christian Madsen; Q4567936
tt0170483,Q10647849,Ulf von Strauss,\N
tt0170494,Q18332139,Arne Brandhild,\N
tt0170648,\N,\N,\N
tt0171388,The Hyena of London,Gino Mangini,\N
tt0172299,Duty and Sacrifice,Ion Șahighian,\N
tt0172723,\N,\N,\N
tt0173390,Sugar Town,Kurt Voss; Allison Anders,Allison Anders
tt0174073,Q12288944,Grisha Ostrovski,Stefan Tsanev
tt0174131,Q106640616,Ivan Pyryev,Nikolai Erdman; Anatoly Marienhof
tt0174280,\N,\N,\N
tt0174993,Snow White,Drahomíra Králová; Věra Plívová-Šimková,Věra Plívová-Šimková
tt0175267,Two-Fisted Jefferson,Roy Clements,\N
tt0175721,\N,\N,\N
tt0175848,Let's Have a Murder,John E. Blakeley,\N
tt0175892,"Los martes, orquídeas",Francisco Múgica,\N
tt0175936,\N,\N,\N
tt0176485,\N,\N,\N
tt0176539,\N,\N,\N
tt0176648,\N,\N,\N
tt0177159,\N,\N,\N
tt0177845,Hotel Splendide,Terence Gross,Terence Gross
tt0178294,Captain Poison,Henri Martinent,\N
tt0178393,\N,\N,\N
tt0178506,Challenge of the Gladiator,Domenico Paolella,Domenico Paolella
tt0178850,Psique y sexo,Enrique Cahen Salaberry; Ernesto Bianco; Manuel Antín,\N
tt0178930,The Third Kiss,Luis César Amadori,Luis César Amadori
tt0178966,\N,\N,\N
tt0178970,Rape: The Great Fear,Pierre Chevalier,\N
tt0178986,\N,\N,\N
tt0179664,El baisano Jalil,Roberto Gavaldón; Joaquín Pardavé,Adolfo Fernández Bustamante
tt0179696,\N,\N,\N
tt0179886,Io con te non ci sto più,Gianni Amico,Francesco Tullio Altan
tt0180467,\N,\N,\N
tt0180669,Joy and Tears,Takis Vougiouklakis,Lakis Michaelides
tt0180725,A Guerra dos Pelados,Sylvio Back,\N
tt0180749,And the Wife Shall Revere Her Husband,Giorgos Tzavellas,Giorgos Tzavellas
tt0181335,"Cada hogar, un mundo",Carlos F. Borcosque,Carlos A. Petit
tt0181633,Kiss the Girls,Yannis Dalianidis,Yannis Dalianidis
tt0181686,Mientras haya un circo,Carlos F. Borcosque,\N
tt0181689,Minority Report,Steven Spielberg,Scott Frank; Jon Cohen
tt0181764,\N,\N,\N
tt0181998,Carnaval Atlântida,José Carlos Burle,\N
tt0183285,\N,\N,\N
tt0183301,\N,\N,\N
tt0183337,Kaplanlar,Cüneyt Arkın; Çetin İnanç,\N
tt0183384,LSD Flesh of Devil,\N,\N
tt0183787,\N,\N,\N
tt0183951,\N,\N,\N
tt0184060,\N,\N,\N
tt0184440,Enigma para Demônios,Carlos Hugo Christensen,\N
tt0185287,Don Bildigerno de Pago Milagro,Antonio Ber Ciani,\N
tt0185925,\N,\N,\N
tt0186071,Eu Matei Lúcio Flávio,Antônio Calmon,\N
tt0186103,\N,\N,\N
tt0186240,\N,\N,\N
tt0186601,\N,\N,\N
tt0186626,\N,\N,\N
tt0186725,Zatoichi's Cane Sword,Kimiyoshi Yasuda,Ryōzō Kasahara
tt0186794,Thaayillamal Naan Illai,R. Thyagarajan,\N
tt0187097,\N,\N,\N
tt0187363,OSS 77 – Operazione fior di loto,Bruno Paolinelli,\N
tt0187401,Pilot Premnath,A. C. Tirulokchandar,A. C. Tirulokchandar
tt0187477,\N,\N,\N
tt0188204,Q16643834,Alberto Du Bois,\N
tt0188309,L'éducation amoureuse de Valentin,Jean L'Hôte,Jean L'Hôte
tt0188442,Los bañeros más locos del mundo,Carlos Galettini,\N
tt0188524,Q65149974,René Jayet,\N
tt0188728,\N,\N,\N
tt0189219,Spring in a Small Town,Fei Mu,Li Tian-Ji
tt0189427,\N,\N,\N
tt0189448,Courage for Two,Dell Henderson,\N
tt0189658,Les lolos de Lola,Bernard Dubois,Bernard Dubois
