tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers,cinemeta_title,cinemeta_directors,cinemeta_writers,letterboxd_title,letterboxd_directors,letterboxd_writers
tt0021299,Ridin' Law,Harry S. Webb,\N,\N,\N,\N,Ridin' Law,Harry S. Webb,Carl Krusada (story); Carl Krusada (screenplay),Ridin' Law,Harry S. Webb,\N
tt0021412,The Spoilers,Edwin Carewe,Bartlett Cormack; Agnes Brand Leahy,The Spoilers,Edwin Carewe,\N,The Spoilers,Edwin Carewe,Rex Beach; Bartlett Cormack; Agnes Brand Leahy,The Spoilers,Edwin Carewe,Agnes Brand Leahy; Bartlett Cormack
tt0021707,The Skulls,James W. Horne,\N,Los calaveras,James W. Horne; James Parrott,H. M. Walker,The Skulls,James W. Horne,\N,The Skulls,James W. Horne,\N
tt0021746,Cimarron,Wesley Ruggles,Howard Estabrook,Cimarron,Wesley Ruggles,Howard Estabrook,Cimarron,Wesley Ruggles,Edna Ferber; Howard Estabrook; Louis Sarecky,Cimarron,Wesley Ruggles,Howard Estabrook
tt0021905,A Gentleman of Paris,Sinclair Hill,Sidney Gilliat; Sewell Collins,A Gentleman of Paris,Sinclair Hill,Sewell Collins,A Gentleman of Paris,Sinclair Hill,Sewell Collins; Sidney Gilliat; Niranjan Pal (novel),A Gentleman of Paris,Sinclair Hill,Sewell Collins; Sidney Gilliat
tt0022371,Sheer Luck,Bruce Mitchell,Bruce Mitchell,Sheer Luck,Bruce M. Mitchell,\N,Sheer Luck,Bruce M. Mitchell,Bruce M. Mitchell,Sheer Luck,Bruce Mitchell,Bruce Mitchell
tt0022509,Tukkipojan morsian,Erkki Karu,Erkki Karu,Tukkipojan morsian,Erkki Karu,\N,Tukkipojan morsian,Erkki Karu,Erkki Karu,Tukkipojan morsian,Erkki Karu,Erkki Karu
tt0022582,The Yellow Ticket,Raoul Walsh,Jules Furthman; Guy Bolton,The Yellow Ticket,Raoul Walsh,Jules Furthman,The Yellow Ticket,Raoul Walsh,Guy Bolton; Jules Furthman; Michael Morton (play),The Yellow Ticket,Raoul Walsh,Jules Furthman; Guy Bolton
tt0022771,Ladies Hairdresser,René Guissart,René Guissart,Ladies Hairdresser,René Guissart,\N,Ladies Hairdresser,René Guissart,\N,Ladies Hairdresser,René Guissart,\N
tt0023749,Air Hostess,Albert S. Rogell,Milton Raison,Air Hostess,Albert S. Rogell,\N,Air Hostess,Albert S. Rogell,Grace Perkins; Milton Raison; Keene Thompson,Air Hostess,Albert S. Rogell,Milton Raison
tt0023941,Destination Unknown,Tay Garnett,Tom Buckingham,Destination Unknown,Tay Garnett,Tom Buckingham,Destination Unknown,Tay Garnett,Tom Buckingham,Destination Unknown,Tay Garnett,Tom Buckingham
tt0023987,Enemy of the Police,George King,\N,Enemy of the Police,George King,\N,Enemy of the Police,George King,\N,Enemy of the Police,George King,\N
tt0024046,Gallant Lady,Gregory La Cava,Sam Mintz; Douglas Z. Doty; Gilbert Emery,Gallant Lady,Gregory La Cava,Sam Mintz,Gallant Lady,Gregory La Cava,Douglas Z. Doty (story); Gilbert Emery (story); Sam Mintz,Gallant Lady,Gregory La Cava,Sam Mintz
tt0024343,Mistigri,Harry Lachman,\N,Mistigri,Harry Lachman,Marcel Achard,Mistigri,Harry Lachman,\N,Mistigri,Harry Lachman,\N
tt0024370,The Night of the Great Love,Géza von Bolváry,Martha Albrand; Martha Albrand,\N,\N,\N,The Night of the Great Love,Géza von Bolváry,\N,The Night of the Great Love,Géza von Bolváry,Martha Albrand
tt0024383,Night of the Garter,Jack Raymond,Austin Melford; Marjorie Gaffney,Night of the Garter,Jack Raymond,Wilson Collison,Night of the Garter,Jack Raymond,Wilson Collison (play); Marjorie Gaffney; Avery Hopwood (play); Austin Melford,Night of the Garter,Jack Raymond,Austin Melford; Marjorie Gaffney
tt0024653,Their Night Out,Harry Hughes,Harry Hughes,Their Night Out,Harry Hughes,\N,Their Night Out,Harry Hughes,George Arthurs; Harry Hughes,Their Night Out,Harry Hughes,Harry Hughes
tt0024690,Trailing North,John P. McCarthy,Harry L. Fraser,Trailing North,John P. McCarthy,\N,Trailing North,John P. McCarthy,Harry L. Fraser (story); John Morgan (adaptation),Trailing North,John P. McCarthy,John Morgan
tt0026050,\N,\N,\N,Q3818240,\N,\N,L'albergo della felicità,Giuseppe Vittorio Sampieri,Leo Mezzadri; Giuseppe Vittorio Sampieri,IMDb ID Not found,\N,\N
tt0026073,Annie Oakley,George Stevens,John Twist; Joel Sayre; Joseph Fields; Ewart Adamson,Annie Oakley,George Stevens,Joel Sayre; John Twist,Annie Oakley,George Stevens,Joel Sayre; John Twist; Joseph Fields,Annie Oakley,George Stevens,John Twist; Joel Sayre
tt0026605,The Last Days of Pompeii,Ernest B. Schoedsack,Ruth Rose,The Last Days of Pompeii,Merian C. Cooper; Ernest B. Schoedsack,Ruth Rose; James Ashmore Creelman,The Last Days of Pompeii,Ernest B. Schoedsack; Merian C. Cooper,Ruth Rose; Boris Ingster; James Ashmore Creelman,The Last Days of Pompeii,Ernest B. Schoedsack,Ruth Rose
tt0026949,The Roof,George A. Cooper,\N,The Roof,George A. Cooper,\N,The Roof,George A. Cooper,\N,The Roof,George A. Cooper,\N
tt0027075,A Tale of Two Cities,Jack Conway,W.P. Lipscomb; S. N. Behrman,A Tale of Two Cities,Robert Z. Leonard; Jack Conway,W. P. Lipscomb; S. N. Behrman,A Tale of Two Cities,Jack Conway; Robert Z. Leonard,Charles Dickens; W.P. Lipscomb; S.N. Behrman,A Tale of Two Cities,Jack Conway,W.P. Lipscomb; S. N. Behrman
tt0027330,Ballerine,Gustav Machatý,Rudolf S. Joseph; Albrecht Joseph; Leo Bomba,Ballerine,Gustav Machatý,Albrecht Joseph,Ballerine,Gustav Machat�,\N,Ballerine,Gustav Machatý,Albrecht Joseph; Leo Bomba; Rudolf S. Joseph
tt0027393,Brand of the Outlaws,Robert N. Bradbury,Forbes Parkhill; Forbes Parkhill,Brand of the Outlaws,Robert N. Bradbury,\N,Brand of the Outlaws,Robert N. Bradbury,Forbes Parkhill (screenplay); Forbes Parkhill (story),Brand of the Outlaws,Robert N. Bradbury,Forbes Parkhill
tt0027687,The Golden Arrow,Alfred E. Green,Charles Kenyon; Michael Arlen,The Golden Arrow,Alfred Edward Green,Charles Kenyon,The Golden Arrow,Alfred E. Green,Michael Arlen (story); Charles Kenyon (screenplay),The Golden Arrow,Alfred E. Green,Charles Kenyon
tt0027710,A Little Street in Paradise,Martin Frič,Otakar Vávra; Georg Wittuhn; Hugo Haas,Q23788296,Martin Frič,Hugo Haas; Tr. Georg Wittuhn; Otakar Vávra,A Little Street in Paradise,Martin Frič,\N,A Little Street in Paradise,Martin Frič,Hugo Haas; Georg Wittuhn; Otakar Vávra
tt0027918,\N,\N,\N,\N,\N,\N,Luis Candelas,Fernando Rold�n,Antonio Asenjo; Pedro de Repide,IMDb ID Not found,\N,\N
tt0028145,Public Nuisance No. 1,Marcel Varnel,Val Guest,Public Nuisance No. 1,Marcel Varnel,Franz Arnold,Public Nuisance No. 1,Marcel Varnel,Franz Arnold (story); Roger Burford; Robert Edmunds; Val Guest,Public Nuisance No. 1,Marcel Varnel,Val Guest
tt0028158,Ramona,Henry King,Lamar Trotti,Ramona,Henry King,Lamar Trotti; Sonya Levien,Ramona,Henry King,Helen Hunt Jackson (novel); Lamar Trotti (screenplay),Ramona,Henry King,Lamar Trotti
tt0028501,White Fang,David Butler,S.G. Duncan; Gene Fowler; Hal Long,White Fang,David Butler,\N,White Fang,David Butler,Jack London; Gene Fowler; Sam Duncan,White Fang,David Butler,Gene Fowler; S.G. Duncan; Hal Long
tt0028534,Who Loves Me?,José Luis Sáenz de Heredia,Eduardo Ugarte; Luis Buñuel,Q113957163,Eduardo Ugarte; José Luis Sáenz de Heredia; Luis Buñuel,Eduardo Ugarte; Enrique Horta; Luis Buñuel,Who Loves Me?,José Luis Sáenz de Heredia,\N,Who Loves Me?,José Luis Sáenz de Heredia,Eduardo Ugarte; Luis Buñuel
tt0028873,The Firefly,Robert Z. Leonard,Albert Hackett; Frances Goodrich,The Firefly,Robert Z. Leonard; Joseph M. Newman,Albert Hackett; Ogden Nash; Frances Goodrich,The Firefly,Robert Z. Leonard,Frances Goodrich; Albert Hackett; Otto A. Harbach,The Firefly,Robert Z. Leonard,Albert Hackett; Ogden Nash; Frances Goodrich
tt0029157,"Live, Love and Learn",George Fitzmaurice,Charles Brackett; Richard Maibaum; Cyril Hume; Herman J. Mankiewicz,"Live, Love and Learn",George Fitzmaurice,Charles Brackett,"Live, Love and Learn",George Fitzmaurice,Charles Brackett (screenplay); Cyril Hume (screenplay); Richard Maibaum (screenplay); Marion Parsonnet (original story); Helen Grace Carlisle (suggested by a story by),"Live, Love and Learn",George Fitzmaurice,Charles Brackett; Herman J. Mankiewicz; Richard Maibaum; Cyril Hume
tt0029280,The Mutiny Of The Elsinore,Roy Lockwood,Beaufoy Milton,The Mutiny of the Elsinore,Roy Lockwood,Roy Lockwood,Mutiny on the Elsinore,Roy Lockwood,Jack London (novel); Roy Lockwood (adaptation); Roy Lockwood (screenplay); Beaufoy Milton (dialogue),The Mutiny Of The Elsinore,Roy Lockwood,Beaufoy Milton; Walter Summers
tt0029380,Partners in Crime,Ralph Murphy,Gladys Unger; Garnett Weston,Partners in Crime,Ralph Murphy,Gladys Buchanan Unger,Partners in Crime,Ralph Murphy,Kurt Steel (novel); Gladys Unger; Garnett Weston,Partners in Crime,Ralph Murphy,Garnett Weston; Gladys Unger
tt0029482,Rhythm in the Clouds,John H. Auer,Nathanael West; Olive Cooper; Ray Bond; George Mence,Rhythm in the Clouds,John H. Auer,\N,Rhythm in the Clouds,John H. Auer,Olive Cooper (screenplay); Nathanael West (screenplay); George Mence (story); Ray Bond (story),Rhythm in the Clouds,John H. Auer,Nathanael West; Olive Cooper
tt0029519,Said O'Reilly to McNab,William Beaudine,\N,Said O'Reilly to McNab,William Beaudine,Leslie Arliss,Said O'Reilly to McNab,William Beaudine,\N,Said O'Reilly to McNab,William Beaudine,\N
tt0029764,When's Your Birthday?,Harry Beaumont,Harry Clork,When's Your Birthday?,Harry Beaumont,Harvey Gates,When's Your Birthday?,Harry Beaumont,Harry Clork (screenplay); John Frederick Ballard (from a play by); Harvey Gates (adaptation); Malcolm Stuart Boylan (adaptation); Samuel M. Pyke (adaptation),When's Your Birthday?,Harry Beaumont,Harry Clork
tt0030142,Flirting with Fate,Frank McDonald,Daniel Jarrett; A. Dorian Otvos; Joseph Moncure March; Charlie Melson; Ethel La Blanche; Harry Clork,Flirting with Fate,Frank McDonald,Joseph Moncure March,Flirting with Fate,Frank McDonald,Daniel Jarrett (original story); A. Dorian Otvos (original story); Joseph Moncure March (screenplay); Charlie Melson (screenplay); Ethel La Blanche (screenplay); Harry Clork (screenplay),Flirting with Fate,Frank McDonald,Joseph Moncure March; Charlie Melson; Harry Clork; Ethel La Blanche
tt0030325,Die kleine und die große Liebe,Josef von Báky,\N,The Great and the Little Love,Josef von Báky,Heinrich Oberländer,Die kleine und die gro�e Liebe,Josef von B�ky,Heinrich Oberl�nder,Die kleine und die große Liebe,Josef von Báky,\N
tt0030384,Lord Jeff,Sam Wood,Bradford Ropes; Endre Bohem; Val Burton; James Kevin McGuinness,Lord Jeff,Sam Wood,James Kevin McGuinness,Lord Jeff,Sam Wood,Bradford Ropes; Endre Bohem; Val Burton,Lord Jeff,Sam Wood,James Kevin McGuinness
tt0030479,My Bill,John Farrow,Vincent Sherman; Robertson White,My Bill,John Farrow,Vincent Sherman,My Bill,John Farrow,Vincent Sherman; Robertson White; Tom Barry,My Bill,John Farrow,Robertson White; Vincent Sherman
tt0030516,\N,\N,\N,\N,\N,\N,Obras de Arte,Jos� Cottinelli Telmo,\N,IMDb ID Not found,\N,\N
tt0030579,Die Pfingstorgel,Franz Seitz,Heinz Pauck; Alois Johannes Lippl,Die Pfingstorgel,Franz Seitz Sr.,\N,Die Pfingstorgel,Franz Seitz,\N,Die Pfingstorgel,Franz Seitz,Heinz Pauck; Alois Johannes Lippl
tt0030704,Rykmentin murheenkryyni,Yrjö Norta; T.J. Särkkä,T.J. Särkkä,Q11891550,Yrjö Norta,\N,Rykmentin murheenkryyni,Yrj� Norta; T.J. S�rkk�,Toivo Kauppinen; T.J. S�rkk�,Rykmentin murheenkryyni,T.J. Särkkä; Yrjö Norta,T.J. Särkkä
tt0030841,Tenth Avenue Kid,Bernard Vorhaus,Gordon Kahn; Adele Buffington,Tenth Avenue Kid,Bernard Vorhaus,Gordon Kahn,10th Ave Kid,Bernard Vorhaus,Gordon Kahn (screenplay); Gordon Kahn (original story); Adele Buffington (original story),Tenth Avenue Kid,Bernard Vorhaus,Gordon Kahn
tt0030906,\N,\N,\N,Q3819763,Piero Ballerini,Piero Ballerini; Giuseppe Guarino,L'ultima carta,Piero Ballerini,Piero Ballerini; Giuseppe Guarino; Giuseppe Romualdi,IMDb ID Not found,\N,\N
tt0030913,The Impossible Mr. Pitt,Harry Piel,\N,The Impossible Mister Pitt,Harry Piel,Georg Mühlen-Schulte,Der unm�gliche Herr Pitt,Harry Piel,Georg M�hlen-Schulte (novel); Harald Bratt (manuscript); Reinhold Mei�ner; Georg M�hlen-Schulte; Harry Piel (manuscript),The Impossible Mr. Pitt,Harry Piel,\N
tt0031018,Across the Plains,Spencer Gordon Bennet,Robert Emmett Tansey,Across the Plains,Jack Randall; Spencer Gordon Bennet,\N,Across the Plains,Spencer Gordon Bennet,Robert Emmett Tansey (screenplay),Across the Plains,Spencer Gordon Bennet,Robert Emmett Tansey
tt0031277,It Was a Gay Ballnight,Carl Froelich,Géza von Cziffra,The Life and Loves of Tschaikovsky,Carl Froelich,Géza von Cziffra; Tr. Georg Wittuhn; Frank Thiess,It Was a Gay Ballnight,Carl Froelich,Jean Victor (story); Georg Wittuhn (story); G�za von Cziffra (screenplay); Frank Thie� (dialogue); G�za von Cziffra (novel),It Was a Gay Ballnight,Carl Froelich,Géza von Cziffra
tt0031337,Woman at the Wheel,Paul Martin,Paul Martin; Paul Hellbracht; Pál Barabás,Woman at the Wheel,Paul Martin,\N,Woman at the Wheel,Paul Martin,\N,Woman at the Wheel,Paul Martin,Paul Martin; Paul Hellbracht
tt0031440,Honeymoon in Bali,Edward H. Griffith,Virginia Van Upp,Honeymoon in Bali,Edward H. Griffith,Virginia Van Upp,Honeymoon in Bali,Edward H. Griffith,Grace Sartwell Mason; Katharine Brush; Virginia Van Upp,Honeymoon in Bali,Edward H. Griffith,Virginia Van Upp
tt0031585,Law of the North,Jacques Feyder,Maurice Constantin-Weyer; Alexandre Arnoux; Charles Spaak,Law of the North,Jacques Feyder,Jacques Feyder,Law of the North,Jacques Feyder,\N,Law of the North,Jacques Feyder,Alexandre Arnoux; Charles Spaak
tt0031633,\N,\N,\N,\N,\N,\N,Mazô,Hiroshi Inagaki,Kaitarō Hasegawa,IMDb ID Not found,\N,\N
tt0031826,The Private Lives of Elizabeth and Essex,Michael Curtiz,Æneas MacKenzie; Norman Reilly Raine,The Private Lives of Elizabeth and Essex,Michael Curtiz,Æneas MacKenzie; Norman Reilly Raine; Maxwell Anderson,The Private Lives of Elizabeth and Essex,Michael Curtiz,Norman Reilly Raine (screen play); �neas MacKenzie (screen play); Maxwell Anderson (from the stage play by),The Private Lives of Elizabeth and Essex,Michael Curtiz,Norman Reilly Raine; Æneas MacKenzie
tt0031889,Saga of Death Valley,Joseph Kane,Karen DeWolf; Karen DeWolf; Stuart Anthony,Saga of Death Valley,Joseph Kane,\N,Saga of Death Valley,Joseph Kane,Karen DeWolf (screenplay); Stuart Anthony (screenplay); Karen DeWolf (story),Saga of Death Valley,Joseph Kane,Stuart Anthony; Karen DeWolf
tt0031914,Seitsemän veljestä,Wilho Ilmari,Mika Waltari; Kalle Kaarna,Seven Brothers,Wilho Ilmari,\N,Seven Brothers,Wilho Ilmari,Aleksis Kivi (novel); Mika Waltari,Seitsemän veljestä,Wilho Ilmari,Kalle Kaarna; Mika Waltari
tt0031925,Silver on the Sage,Lesley Selander,Maurice Geraghty; Clarence E. Mulford,Silver on the Sage,Lesley Selander,Maurice Geraghty,Silver on the Sage,Lesley Selander,\N,Silver on the Sage,Lesley Selander,Maurice Geraghty
tt0032456,The Farmer's Daughter,James P. Hogan,Lewis R. Foster; Delmer Daves,The Farmer's Daughter,James P. Hogan,Lewis R. Foster,The Farmer's Daughter,James P. Hogan,\N,The Farmer's Daughter,James P. Hogan,Lewis R. Foster
tt0032699,Let George Do It!,Marcel Varnel,Austin Melford; John Dighton; Angus MacPhail; Basil Dearden,Let George Do It!,Marcel Varnel,Basil Dearden,Let George Do It!,Marcel Varnel,\N,Let George Do It!,Marcel Varnel,Basil Dearden; Austin Melford; John Dighton; Angus MacPhail
tt0033155,Those Were the Days!,Theodore Reed,Don Hartman,Those Were the Days!,Theodore Reed,\N,Those Were the Days!,Theodore Reed,\N,Those Were the Days!,Theodore Reed,Don Hartman
tt0033766,It Started with Eve,Henry Koster,Norman Krasna; Hanns Kräly; Leo Townsend,It Started with Eve,Henry Koster,Norman Krasna,It Started with Eve,Henry Koster,\N,It Started with Eve,Henry Koster,Norman Krasna; Leo Townsend
tt0034086,Reaching for the Sun,William A. Wellman,W. L. River,Reaching for the Sun,William A. Wellman,\N,Reaching for the Sun,William A. Wellman,W.L. River; Wessel Smitter (novel),Reaching for the Sun,William A. Wellman,W. L. River
tt0034164,Secret Evidence,William Nigh,Edward Bennett; Brenda Cline,Secret Evidence,William Nigh,\N,Secret Evidence,William Nigh,\N,Secret Evidence,William Nigh,Brenda Cline
tt0034249,Swineherd and Shepherd,Ivan Pyryev,Viktor Gusev,They Met in Moscow,Ivan Pyryev,Viktor Gusev,They Met in Moscow,Ivan Pyryev,Viktor Gusev,Swineherd and Shepherd,Ivan Pyryev,Viktor Gusev
tt0034379,Week-End in Havana,Walter Lang,Karl Tunberg; Darrell Ware,Week-End in Havana,Walter Lang,Karl Tunberg,Week-End in Havana,Walter Lang,Karl Tunberg; Darrell Ware,Week-End in Havana,Walter Lang,Karl Tunberg; Darrell Ware
tt0034593,China Girl,Henry Hathaway,Ben Hecht; Darryl F. Zanuck,China Girl (1942 film),Henry Hathaway,Ben Hecht,China Girl,Henry Hathaway,Ben Hecht; Darryl F. Zanuck,China Girl,Henry Hathaway,Darryl F. Zanuck; Ben Hecht
tt0034739,Flight Lieutenant,Sidney Salkow,Michael Blankfort; Richard Carroll; Betty Hopkins,Flight Lieutenant,Sidney Salkow,Michael Blankfort,Flight Lieutenant,Sidney Salkow,\N,Flight Lieutenant,Sidney Salkow,\N
tt0034853,Highways by Night,Peter Godfrey,Frank Fenton; Lynn Root; Clarence Budington Kelland,Highways by Night,Peter Godfrey,\N,Highways by Night,Peter Godfrey,Clarence Budington Kelland (story); Lynn Root (screenplay); Frank Fenton (screenplay),Highways by Night,Peter Godfrey,Frank Fenton; Lynn Root
tt0034941,Kid Glove Killer,Fred Zinnemann,John C. Higgins; John C. Higgins; Allen Rivkin,Kid Glove Killer,Fred Zinnemann,John C. Higgins,Kid Glove Killer,Fred Zinnemann,Allen Rivkin; John C. Higgins,Kid Glove Killer,Fred Zinnemann,John C. Higgins; Allen Rivkin
tt0035089,Mr. Celebrity,William Beaudine,Charles Samuels; Martin Mooney; Martin Mooney,Mr. Celebrity,William Beaudine,\N,Mr. Celebrity,William Beaudine,\N,Mr. Celebrity,William Beaudine,Martin Mooney
tt0035111,Nai Duniya,Abdul Rashid Kardar,\N,Nai Duniya,Abdur Rashid Kardar,\N,Nai Duniya,Abdul Rashid Kardar,\N,Nai Duniya,Abdul Rashid Kardar,\N
tt0035117,Il nemico,Guglielmo Giannini,Guglielmo Giannini; Guglielmo Giannini,\N,\N,\N,Il nemico,Guglielmo Giannini,Guglielmo Giannini (screenplay); Guglielmo Giannini (story),Il nemico,Guglielmo Giannini,Guglielmo Giannini
tt0035151,Once Upon a Honeymoon,Leo McCarey,Sheridan Gibney; Leo McCarey; Sheridan Gibney,Once Upon a Honeymoon,Leo McCarey,Leo McCarey; Sheridan Gibney,Once Upon a Honeymoon,Leo McCarey,Sheridan Gibney; Leo McCarey,Once Upon a Honeymoon,Leo McCarey,Sheridan Gibney
tt0035462,Tower of Terror,Lawrence Huntington,John Argyle; John Reinhardt,Tower of Terror,Lawrence Huntington,John Reinhardt,Tower of Terror,Lawrence Huntington,John Argyle; John Reinhardt (story),Tower of Terror,Lawrence Huntington,John Argyle
tt0035591,Between Heaven and Earth,Harald Braun,\N,Between Heaven and Earth,Harald Braun,\N,Between Heaven and Earth,Harald Braun,\N,Between Heaven and Earth,Harald Braun,\N
tt0035726,The Chance of a Lifetime,William Castle,Paul Yawitz,The Chance of a Lifetime,William Castle,\N,The Chance of a Lifetime,William Castle,Jack Boyle (characters); Paul Yawitz,The Chance of a Lifetime,William Castle,Paul Yawitz
tt0036017,Hostages,Frank Tuttle,Lester Cole; Frank Butler,Hostages,Frank Tuttle,Frank Butler,Hostages,Frank Tuttle,\N,Hostages,Frank Tuttle,Frank Butler; Lester Cole
tt0036177,The Life of Matsu the Untamed,Hiroshi Inagaki,Mansaku Itami,The Rickshaw Man,Hiroshi Inagaki,\N,Muhomatsu no issho,Hiroshi Inagaki,Mansaku Itami; Shunsaku Iwashita (story),The Life of Matsu the Untamed,Hiroshi Inagaki,Mansaku Itami
tt0036347,She's for Me,Reginald Le Borg,Henry Blankfort; Henry Blankfort,She's for Me,Q86685,\N,She's for Me,Reginald Le Borg,Henry Blankfort (screenplay); Henry Blankfort (story),She's for Me,Reginald Le Borg,Henry Blankfort
tt0036515,Watch on the Rhine,Herman Shumlin,Dashiell Hammett,Watch on the Rhine,Herman Shumlin; Hal Mohr,Lillian Hellman; Dashiell Hammett,Watch on the Rhine,Herman Shumlin; Hal Mohr,Dashiell Hammett; Lillian Hellman,Watch on the Rhine,Herman Shumlin,Dashiell Hammett
tt0036580,"Adam, Eve and the Devil",Alfredo B. Crevenna,Alfredo B. Crevenna; Francisco Cabrera; Edmundo Báez,"Adam, Eve and the Devil",Alfredo B. Crevenna,\N,"Adam, Eve and the Devil",Alfredo B. Crevenna,\N,"Adam, Eve and the Devil",Alfredo B. Crevenna,Francisco Cabrera; Alfredo B. Crevenna; Edmundo Báez
tt0036595,Am Ende der Welt,Gustav Ucicky,\N,Q92747906,Gustav Ucicky,Gerhard Menzel,Am Ende der Welt,Gustav Ucicky,\N,Am Ende der Welt,Gustav Ucicky,\N
tt0037011,Law of the Valley,Howard Bretherton,Joseph O'Donnell; Joseph O'Donnell,Law of the Valley,Howard Bretherton,\N,Law of the Valley,Howard Bretherton,Joseph O'Donnell (story); Joseph O'Donnell (screenplay),Law of the Valley,Howard Bretherton,Joseph O'Donnell
tt0037133,Noche decisiva,Julio de Fleischner,\N,\N,\N,\N,Noche decisiva,Julio de Fleischner,\N,Noche decisiva,Julio de Fleischner,\N
tt0037430,Via Mala,Josef von Báky,Thea von Harbou,Via Mala,Josef von Báky,Thea von Harbou,Via Mala,Josef von Báky,\N,Via Mala,Josef von Báky,Thea von Harbou
tt0037737,Getting Gertie's Garter,Allan Dwan,Karen DeWolf; Allan Dwan; Avery Hopwood; Wilson Collison,Getting Gertie's Garter,Allan Dwan,Karen DeWolf; Allan Dwan,Getting Gertie's Garter,Allan Dwan,\N,Getting Gertie's Garter,Allan Dwan,Karen DeWolf; Avery Hopwood; Allan Dwan; Wilson Collison
