tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers,cinemeta_title,cinemeta_directors,cinemeta_writers,letterboxd_title,letterboxd_directors,letterboxd_writers
tt0071273,Can You Keep It Up for a Week?,Jim Atkinson,\N,Can You Keep It Up for a Week?,\N,\N,Can You Keep It Up for a Week?,Jim Atkinson,Hazel Adair,Can You Keep It Up for a Week?,Jim Atkinson,\N
tt0071974,The Wonderful Crook,Claude Goretta,Charlotte Dubreuil; Claude Goretta,The Wonderful Crook,Claude Goretta,\N,The Wonderful Crook,Claude Goretta,Charlotte Dubreuil; Claude Goretta,The Wonderful Crook,Claude Goretta,Charlotte Dubreuil; Claude Goretta
tt0072087,Rivals of Kung Fu,Wong Fung,Wong Fung,\N,\N,\N,Rivals of Kung Fu,Wong Fung,\N,Rivals of Kung Fu,Wong Fung,Wong Fung
tt0072284,Three the Hard Way,Gordon Parks Jr.,Eric Bercovici; Jerrold L. Ludwig,Three the Hard Way,"Gordon Parks, Jr.",Eric Bercovici,Three the Hard Way,Gordon Parks Jr.,Eric Bercovici; Jerry Ludwig,Three the Hard Way,Gordon Parks Jr.,Jerrold L. Ludwig; Eric Bercovici
tt0072640,"Strip First, Then We Talk",Renzo Ragazzi; Fabio Pittorru,Fabio Pittorru; Fabio Pittorru,"Strip First, Then We Talk",Renzo Ragazzi; Fabio Pittorru,Fabio Pittorru,"Strip First, Then We Talk",Renzo Ragazzi; Fabio Pittorru,\N,"Strip First, Then We Talk",Fabio Pittorru; Renzo Ragazzi,Fabio Pittorru
tt0072978,Five Days in Falköping,Marianne Ahrne,Marianne Ahrne; Bertrand Hurault,Five Days at Falkoebing,Marianne Ahrne,Marianne Ahrne,Five Days in Falköping,Marianne Ahrne,\N,Five Days in Falköping,Marianne Ahrne,Marianne Ahrne; Bertrand Hurault
tt0074389,The Demon Lover,Donald G. Jackson; Jerry Younkins,Jerry Younkins; Donald G. Jackson,\N,\N,\N,The Demon Lover,Jerry Younkins; Donald G. Jackson,\N,The Demon Lover,Jerry Younkins; Donald G. Jackson,Jerry Younkins; Donald G. Jackson
tt0075707,Aurel Vlaicu,Mircea Drăgan,Eugenia Busuioceanu,Aurel Vlaicu,Mircea Drăgan,\N,Aurel Vlaicu,Mircea Drăgan,\N,Aurel Vlaicu,Mircea Drăgan,Eugenia Busuioceanu
tt0075773,Bluff Stop,Jonas Cornell,Jonas Cornell,Bluff Stop,Jonas Cornell,Jonas Cornell,Bluff Stop,Jonas Cornell,\N,Bluff Stop,Jonas Cornell,Jonas Cornell
tt0075985,Emily,Henry Herbert,Christopher Neame,Emily,"Henry Herbert, 17th Earl of Pembroke",\N,Emily,Henry Herbert,Christopher Neame,Emily,Henry Herbert,Christopher Neame
tt0077373,Stay as You Are,Alberto Lattuada,Alberto Lattuada; Enrico Oldoini; Enrico Oldoini; Paolo Cavara,Stay As You Are,Alberto Lattuada,Enrico Oldoini; Alberto Lattuada,Stay as You Are,Alberto Lattuada,Paolo Cavara; Enrico Oldoini; Alberto Lattuada,Stay as You Are,Alberto Lattuada,Alberto Lattuada; Enrico Oldoini
tt0079712,Perro callejero 2,Gilberto Gazcón,Gilberto Gazcón,Perro callejero II,Gilberto Gazcón,\N,Perro callejero II,Gilberto Gazcón,Gilberto Gazcón,Perro callejero 2,Gilberto Gazcón,Gilberto Gazcón
tt0080609,Denver,Carles Balagué,José María Latorre; Carles Balagué,\N,\N,\N,Denver,Carles Balagué,Carles Balagué; José María Latorre,Denver,Carles Balagué,José María Latorre; Carles Balagué
tt0082530,The Hot Touch,Roger Vadim,Jean-Yves Pitoun; Lionel Chetwynd; Lionel Chetwynd,The Hot Touch,Roger Vadim,Lionel Chetwynd,The Hot Touch,Roger Vadim,\N,The Hot Touch,Roger Vadim,Lionel Chetwynd
tt0083001,Roar,Noel Marshall,Noel Marshall,Roar,Noel Marshall,Noel Marshall,Roar,Noel Marshall,Noel Marshall; Ted Cassidy,Roar,Noel Marshall,Noel Marshall
tt0083853,Dreams Come True,Max Kalmanowicz,Steve Kinjerski,Dreams Come True,Max Kalmanowicz,\N,Dreams Come True,Max Kalmanowicz,Steve Kinjerski,Dreams Come True,Max Kalmanowicz,Steve Kinjerski
tt0084547,Przeklęta ziemia,Ryszard Czekała,Ryszard Czekała; Stanisław Srokowski,Q11828759,Ryszard Czekała,Ryszard Czekała,Przeklęta ziemia,Ryszard Czekała,\N,Przeklęta ziemia,Ryszard Czekała,Stanisław Srokowski; Ryszard Czekała
tt0084857,Things Past,Roy Logger; Bram van Erkel; Bas van der Lecq,\N,Q2801635,Bram van Erkel,Judith Herzberg,Things Past,Roy Logger; Bram van Erkel; Bas van der Lecq,\N,Things Past,Roy Logger; Bram van Erkel; Bas van der Lecq,Roy Logger; Judith Herzberg; Bas van der Lecq
tt0085234,Betrayal,David Hugh Jones,Harold Pinter,Betrayal,David Hugh Jones,Harold Pinter,Betrayal,David Hugh Jones,Harold Pinter,Betrayal,David Hugh Jones,Harold Pinter
tt0085527,The Very Late Afternoon of a Faun,Věra Chytilová,Věra Chytilová; Ester Krumbachová,The Very Late Afternoon of a Faun,Věra Chytilová,Ester Krumbachová; Věra Chytilová,Faunovo velmi pozdní odpoledne,Vera Chytilová,Jirí Brdecka; Vera Chytilová; Ester Krumbachová,The Very Late Afternoon of a Faun,Věra Chytilová,Věra Chytilová; Ester Krumbachová
tt0085922,Honeymoon,Nikola Babić,Nikola Babić,Medeni mjesec,Nikola Babic,Željko Senečić,Medeni mjesec,Nikola Babic,Nikola Babic; Zvonimir Majdak,Honeymoon,Nikola Babić,Nikola Babić
tt0086218,"Run Rebecca, Run!",Peter Maxwell,\N,"Run Rebecca, Run",Peter Maxwell,\N,"Run Rebecca, Run!",Peter Maxwell,\N,"Run Rebecca, Run!",Peter Maxwell,\N
tt0086550,Vive la sociale !,Gérard Mordillat,Gérard Mordillat; Louis-Charles Sirjacq,Vive la sociale!,Gérard Mordillat,Gérard Mordillat; Jacques Audiard; Louis-Charles Sirjacq,Vive la sociale !,Gérard Mordillat,\N,Vive la sociale !,Gérard Mordillat,Louis-Charles Sirjacq; Gérard Mordillat
tt0086962,Biberspur,Walter Beck,Walter Beck; Gudrun Deubener,\N,\N,\N,Biberspur,Walter Beck,\N,Biberspur,Walter Beck,Gudrun Deubener; Walter Beck
tt0088344,The Vengeance of the Winged Serpent,Gérard Oury,Danièle Thompson; Gérard Oury,La vengeance du serpent à plumes,Gérard Oury,Gérard Oury,La vengeance du serpent à plumes,Gérard Oury,Gérard Oury; Danièle Thompson,The Vengeance of the Winged Serpent,Gérard Oury,Danièle Thompson; Gérard Oury
tt0089103,Staircase C,Jean-Charles Tacchella,Elvire Murail; Jean-Charles Tacchella,Escalier C,Jean-Charles Tacchella,Elvire Murail; Jean-Charles Tacchella,Escalier C,Jean-Charles Tacchella,Elvire Murail; Jean-Charles Tacchella,Staircase C,Jean-Charles Tacchella,Elvire Murail; Jean-Charles Tacchella
tt0089467,Leave All Fair,John Reid,Stanley Harper; Maurice Pons; Jean Betts,Leave All Fair,John Reid,\N,Leave All Fair,John Reid,Jean Betts; Stanley Harper; Maurice Pons,Leave All Fair,John Reid,Maurice Pons; Jean Betts; Stanley Harper
tt0089945,Rustlers' Rhapsody,Hugh Wilson,Hugh Wilson,Rustlers' Rhapsody,Hugh Wilson,Hugh Wilson,Rustlers' Rhapsody,Hugh Wilson,Hugh Wilson,Rustlers' Rhapsody,Hugh Wilson,Hugh Wilson
tt0090022,Silverado,Lawrence Kasdan,Lawrence Kasdan; Mark Kasdan,Silverado,Lawrence Kasdan,Lawrence Kasdan,Silverado,Lawrence Kasdan,Lawrence Kasdan; Mark Kasdan,Silverado,Lawrence Kasdan,Mark Kasdan; Lawrence Kasdan
tt0090832,The Tribulations of a Chinese Gentleman,Wu Yigong,Hans Borgelt; Mingzhi Ai; Si Minsan,The Tribulations of a Chinese Gentleman,Wu Yigong,\N,The Tribulations of a Chinese Gentleman,Wu Yigong,\N,The Tribulations of a Chinese Gentleman,Wu Yigong,Mingzhi Ai; Hans Borgelt; Si Minsan
tt0091545,The Monster,Kianush Ayyari,Kianush Ayyari,The Monster,Kyanoush Ayari,Kyanoush Ayari,The Monster,Kianush Ayyari,\N,The Monster,Kianush Ayyari,Kianush Ayyari
tt0091707,The Outing,Tom Daley,Warren Chaney,The Outing,Warren Chaney,\N,The Outing,Tom Daley,Warren Chaney,The Outing,Tom Daley,Warren Chaney
tt0093018,\N,\N,\N,\N,\N,\N,Fermín Salvoechea: visto para sentencia,M. Carlos Fernández,\N,IMDb ID Not found,\N,\N
tt0093714,Penitentiary III,Jamaa Fanaka,Jamaa Fanaka,Penitentiary III,Jamaa Fanaka,\N,Penitentiary III,Jamaa Fanaka,Jamaa Fanaka,Penitentiary III,Jamaa Fanaka,Jamaa Fanaka
tt0094121,Teresa,Dino Risi,Graziano Diana; Bernardino Zapponi; Dino Risi; Dino Risi,Teresa,Dino Risi,Bernardino Zapponi; Graziano Diana; Dino Risi,Teresa,Dino Risi,Graziano Diana; Dino Risi; Bernardino Zapponi,Teresa,Dino Risi,Dino Risi; Bernardino Zapponi; Graziano Diana
tt0094379,The Worker's Life,Miroslav Mandić,Emir Kusturica; Haris Kulenović; Miroslav Mandić,A Worker's Life,Miroslav Mandić,\N,The Worker's Life,Miroslav Mandić,\N,The Worker's Life,Miroslav Mandić,Miroslav Mandić; Emir Kusturica; Haris Kulenović
tt0096132,Soltana,Paul Harather,Paul Harather,\N,\N,\N,Soltana,Paul Harather,\N,Soltana,Paul Harather,Paul Harather
tt0096224,A Taste of Hemlock,Geoffrey Darwin,Eric Tynan Young,\N,\N,\N,A Taste of Hemlock,Geoffrey Darwin,\N,A Taste of Hemlock,Geoffrey Darwin,Eric Tynan Young
tt0096346,Der Untergang des goldenen Webstuhls,Franz Winzentsen,\N,\N,\N,\N,Der Untergang des goldenen Webstuhls,Franz Winzentsen,\N,Der Untergang des goldenen Webstuhls,Franz Winzentsen,\N
tt0096951,Blood Red,Peter Masterson,Ron Cutler,Blood Red,Peter Masterson,\N,Blood Red,Peter Masterson,Ron Cutler,Blood Red,Peter Masterson,Ron Cutler
tt0097135,Curfew,Gary Winick,Kevin Kennedy,Curfew,Gary Winick,\N,Curfew,Gary Winick,Kevin Kennedy,Curfew,Gary Winick,Kevin Kennedy
tt0097395,Lost Souls,David Lai Tai-Wai,Barry Wong Ping-Yiu,Lost Souls,David Lai,\N,Lost Souls,David Lai,Barry Wong,Lost Souls,David Lai Tai-Wai,Barry Wong Ping-Yiu
tt0099098,The Governor's Party,Marie-France Pisier,Marie-France Pisier,Le bal du gouverneur,Marie-France Pisier,Marie-France Pisier,The Governor's Party,Marie-France Pisier,\N,The Governor's Party,Marie-France Pisier,Marie-France Pisier
tt0100198,My Seawoman,Anatoly Eyramdzhan,Anatoly Eyramdzhan,My Seawoman,Anatoly Eiramdzhan,Anatoly Eiramdzhan,My Seawoman,Anatoly Eyramdzhan,\N,My Seawoman,Anatoly Eyramdzhan,Anatoly Eyramdzhan
tt0100705,Street Asylum,Gregory Dark,John Powers; Gregory Dark,Street Asylum,Gregory Dark,\N,Street Asylum,Gregory Dark,\N,Street Asylum,Gregory Dark,John Powers; Gregory Dark
tt0100922,\N,\N,\N,Where Eagles Fly,Uri Barbash,Assi Dayan,Derech Ha'nesher,Uri Barbash,Benny Barbash; Assi Dayan,IMDb ID Not found,\N,\N
tt0101295,Alice in Wondertown,Daniel Díaz Torres,Aldo Busto Hernández; Daniel Díaz Torres; Eduardo del Llano Rodríguez; Luis Felipe Calvo Bolaños; Jesús Díaz,Alice in Wondertown,Daniel Díaz Torres,\N,Alice in Wondertown,Daniel Díaz Torres,\N,Alice in Wondertown,Daniel Díaz Torres,Eduardo del Llano Rodríguez; Aldo Busto Hernández; Luis Felipe Calvo Bolaños; Jesús Díaz; Daniel Díaz Torres
tt0102790,Nothing But Lies,Paule Muret,\N,Nothing But Lies,Paule Muret,Paule Muret; Jean-François Goyet,Nothing But Lies,Paule Muret,\N,Nothing But Lies,Paule Muret,Paule Muret
tt0103800,Betty,Claude Chabrol,Claude Chabrol,Betty,Claude Chabrol,Claude Chabrol,Betty,Claude Chabrol,\N,Betty,Claude Chabrol,Claude Chabrol
tt0105393,The Silent Thrush,Chiang Lang,\N,\N,\N,\N,The Silent Thrush,Chiang Lang,\N,The Silent Thrush,Chiang Lang,\N
tt0106204,Aankhen,David Dhawan,Anees Bazmee,Aankhen,David Dhawan,Anees Bazmee,Aankhen,David Dhawan,Anees Bazmee,Aankhen,David Dhawan,Anees Bazmee
tt0107214,India,Paul Harather,Josef Hader; Alfred Dorfer,Indien,Paul Harather,Josef Hader; Paul Harather; Alfred Dorfer,India,Paul Harather,Josef Hader; Alfred Dorfer; Paul Harather,India,Paul Harather,Josef Hader; Alfred Dorfer
tt0107374,The Last Wargame,David Spell,\N,\N,\N,\N,The Last Wargame,David Spell,\N,The Last Wargame,David Spell,\N
tt0107398,The Incorruptible,Barry Lee Ying-Lok,\N,\N,\N,\N,The Incorruptible,Barry Lee Ying-Lok,\N,The Incorruptible,Barry Lee Ying-Lok,\N
tt0108113,Shadow Cop,Albert Lai Gin-Kwok,ella bo-wah chan,Shadow Cop,\N,\N,Shadow Cop,Albert Lai Gin-Kwok,\N,Shadow Cop,Albert Lai Gin-Kwok,ella bo-wah chan
tt0108304,Taxi Dancers,Norman Thaddeus Vane,Norman Thaddeus Vane,\N,\N,\N,Taxi Dancers,Norman Thaddeus Vane,Norman Thaddeus Vane,Taxi Dancers,Norman Thaddeus Vane,Norman Thaddeus Vane
tt0109734,Enter Achilles,Clara van Gool,\N,Enter Achilles,\N,\N,Enter Achilles,Clara van Gool,\N,Enter Achilles,Clara van Gool,\N
tt0110773,Paradjanov: A Requiem,Ron Holloway,\N,\N,\N,\N,Paradjanov: A Requiem,Ron Holloway,\N,Paradjanov: A Requiem,Ron Holloway,\N
tt0110839,"Father, Son and Holy War",Anand Patwardhan,Anand Patwardhan,"Father, Son, and Holy War",Anand Patwardhan,\N,"Father, Son and Holy War",Anand Patwardhan,\N,"Father, Son and Holy War",Anand Patwardhan,Anand Patwardhan
tt0111580,Uttoran,Sandip Ray,Satyajit Ray,The Broken Journey,Sandip Ray,Satyajit Ray,Uttoran,Sandip Ray,\N,Uttoran,Sandip Ray,Satyajit Ray
tt0113471,From the Same Family,Johnny Lee Kwing-Kai,Johnny Lee Kwing-Kai,\N,\N,\N,From the Same Family,Johnny Lee Kwing-Kai,\N,From the Same Family,Johnny Lee Kwing-Kai,Johnny Lee Kwing-Kai
tt0113701,\N,\N,\N,\N,\N,\N,Love Is Blind,Denis Piel,\N,IMDb ID Not found,\N,\N
tt0114618,Target,Sandip Ray,\N,Target,Sandip Ray,\N,Target,Sandip Ray,\N,Target,Sandip Ray,\N
tt0118756,On Guard,Philippe de Broca,Jérôme Tonnerre; Jean Cosmos; Philippe de Broca,On Guard,Philippe de Broca,Jérôme Tonnerre; Philippe de Broca; Jean Cosmos,On Guard,Philippe de Broca,Philippe de Broca; Jean Cosmos; Paul Féval,On Guard,Philippe de Broca,Philippe de Broca; Jérôme Tonnerre; Jean Cosmos
tt0119422,The Journey,Harish Saluja,\N,\N,\N,\N,The Journey,Harish Saluja,\N,The Journey,Harish Saluja,\N
tt0120537,XXL,Ariel Zeitoun,Florence Quentin,XXL,Ariel Zeitoun,Florence Quentin,XXL,Ariel Zeitoun,Florence Quentin,XXL,Ariel Zeitoun,Florence Quentin
tt0121158,\N,\N,\N,\N,\N,\N,Complica,\N,\N,IMDb ID Not found,\N,\N
tt0124294,It Rains in My Village,Aleksandar Petrović,Aleksandar Petrović,It Rains in My Village,Aleksandar Petrović,Aleksandar Petrović,It Rains in My Village,Aleksandar Petrović,\N,It Rains in My Village,Aleksandar Petrović,Aleksandar Petrović
tt0125373,Lip Service,Shaun Costello,Shaun Costello,\N,\N,\N,Lip Service,Shaun Costello,\N,Lip Service,Shaun Costello,Shaun Costello
tt0127586,Het Snö,Torbjörn Axelman,Torbjörn Axelman; Sandro Key-Åberg,Het snö,Torbjörn Axelman,Sandro Key-Åberg,Het Snö,Torbjörn Axelman,\N,Het Snö,Torbjörn Axelman,Sandro Key-Åberg; Torbjörn Axelman
tt0128355,La mondana nuda,Sergio Bergonzelli,\N,\N,\N,\N,La mondana nuda,Sergio Bergonzelli,\N,La mondana nuda,Sergio Bergonzelli,\N
tt0129192,\N,\N,\N,\N,\N,\N,Zhena,Mikhail Doronin,Aleksandr Dubrovskiy,IMDb ID Not found,\N,\N
tt0131588,Keep Your Eyes Open!,Eldor Urazbaev,Aleksandr Borodyanskiy,Q4425258,Vladimir Martynov; Eldor Urazbayev,Alexander Borodyansky,Keep Your Eyes Open!,Eldor Urazbaev,\N,Keep Your Eyes Open!,Eldor Urazbaev,Aleksandr Borodyanskiy
tt0132351,In the Eyes of the Law,Willy Grunwald,Louis Levy,According to Law,Willy Grunwald,\N,Nach dem Gesetz,Willy Grunwald,Louis Levy,In the Eyes of the Law,Willy Grunwald,Louis Levy
tt0138835,"Halt, Or I'll Miss!",Jiří Chlumský,Miloň Čepelka; Jiří Šebánek; Jiří Šebánek; Miloň Čepelka,"Halt, or I'll Miss!",Jiří Chlumský,Jiří Šebánek; Miloň Čepelka,"Halt, Or I'll Miss!",Jiří Chlumský,\N,"Halt, Or I'll Miss!",Jiří Chlumský,Miloň Čepelka; Jiří Šebánek
tt0140275,The mother's curse,Vasilis Georgiadis,Nikos Foskolos,\N,\N,\N,The mother's curse,Vasilis Georgiadis,\N,The mother's curse,Vasilis Georgiadis,Nikos Foskolos
tt0141656,Nice - À propos de Jean Vigo,Manoel de Oliveira,\N,À propos de Nice,Manoel de Oliveira,\N,Nice - À propos de Jean Vigo,Manoel de Oliveira,\N,Nice - À propos de Jean Vigo,Manoel de Oliveira,\N
tt0143234,Emile Habibi: I Stayed in Haifa,Dalia Karpel,\N,Emil Habibi: I Stayed in Haifa,\N,\N,Emile Habibi: I Stayed in Haifa,Dalia Karpel,\N,Emile Habibi: I Stayed in Haifa,Dalia Karpel,\N
tt0146020,\N,\N,\N,\N,\N,\N,Port Holes,Buck Adams,Mark Weiss,IMDb ID Not found,\N,\N
tt0151119,Jealousy,G.B. Samuelson,G.B. Samuelson,Jealousy,G. B. Samuelson,\N,Jealousy,G.B. Samuelson,\N,Jealousy,G.B. Samuelson,G.B. Samuelson
tt0153074,"Tied, Trained and Transformed",Richard Rank,\N,\N,\N,\N,"Tied, Trained and Transformed",Richard Rank,\N,IMDb ID Not found,\N,\N
tt0154529,\N,\N,\N,Q19195138,Claude Autant-Lara,\N,Le gendarme est sans pitié,Claude Autant-Lara,\N,IMDb ID Not found,\N,\N
tt0155221,\N,\N,\N,Sundari,Aspi Irani,\N,Sundari,Aspi Irani,\N,IMDb ID Not found,\N,\N
tt0155608,Le Chasseur de chez Maxim's,Henri Diamant-Berger,Yves Mirande; Gustave Quinson; Gustave Quinson; Yves Mirande,The Porter from Maxim's,Henri Diamant-Berger,\N,Le Chasseur de chez Maxim's,Henri Diamant-Berger,\N,Le Chasseur de chez Maxim's,Henri Diamant-Berger,Henri Diamant-Berger; Gustave Quinson; François Jérôme; Yves Mirande
tt0155986,Port of Point-du-Jour,Jean Faurez,Jacques Celhay,Q3412731,Jean Faurez,\N,Port of Point-du-Jour,Jean Faurez,\N,Port of Point-du-Jour,Jean Faurez,Raymond Bussières
tt0156481,His First Affair,Maurice Cloche,\N,Domenica,Maurice Cloche,Jacques Deval,His First Affair,Maurice Cloche,\N,His First Affair,Maurice Cloche,\N
tt0156541,\N,\N,\N,\N,\N,\N,Folk Dances of India,Mohan Dayaram Bhavnani,\N,IMDb ID Not found,\N,\N
tt0158605,\N,\N,\N,\N,\N,\N,An Environment,Santi P. Choudhury,\N,IMDb ID Not found,\N,\N
tt0158671,In Her Defense,Sidney J. Furie,Marc Lynn; Jeffrey M. Rosenbaum,In Her Defense,Sidney J. Furie,\N,In Her Defense,Sidney J. Furie,Marc Lynn; Jeffrey M. Rosenbaum,In Her Defense,Sidney J. Furie,Marc Lynn; Jeffrey M. Rosenbaum
tt0158786,Minuit... Champs-Elysées,Roger Blanc,Roger Blanc; Jacques Celhay; Pierre Gaurier,Q24940272,Roger Blanc,\N,Minuit... Champs-Elysées,Roger Blanc,\N,Minuit... Champs-Elysées,Roger Blanc,Roger Blanc; Jacques Celhay; Pierre Gaurier
tt0160683,Candy Apple,Jean Dréville,\N,Q21009289,Jean Dréville,\N,Candy Apple,Jean Dréville,\N,Candy Apple,Jean Dréville,\N
tt0160698,"Princess, At Your Orders!",Hanns Schwarz; Max de Vaucorbeil,Billy Wilder; Robert Liebmann; Paul Frank,"Princess, At Your Orders!",Hanns Schwarz; Max de Vaucorbeil,Jean Boyer; Robert Liebmann; Billy Wilder,"Princess, At Your Orders!",Hanns Schwarz; Max de Vaucorbeil,\N,"Princess, At Your Orders!",Hanns Schwarz; Max de Vaucorbeil,Billy Wilder; Paul Frank; Jean Boyer; Robert Liebmann
tt0163541,\N,\N,\N,\N,\N,\N,Barriotonia,Kikol Grau,\N,IMDb ID Not found,\N,\N
tt0164555,Early Bird Special,Mark Jean,Hillary Seitz,\N,\N,\N,Early Bird Special,Mark Jean,\N,Early Bird Special,Mark Jean,Hillary Seitz
tt0165817,\N,\N,\N,\N,\N,\N,Horse Play,Mario Falcon,\N,IMDb ID Not found,\N,\N
tt0168146,Die Republikaner,Peter Würth; Petra Schmid; Uwe von Schumann,\N,\N,\N,\N,Die Republikaner,Peter Würth; Petra Schmid; Uwe von Schumann,\N,IMDb ID Not found,\N,\N
tt0168922,The Killings at Outpost Zeta,Robert Emenegger; Allan Sandler,Peter Dawson,\N,\N,\N,The Killings at Outpost Zeta,Robert Emenegger; Allan Sandler,\N,The Killings at Outpost Zeta,Robert Emenegger; Allan Sandler,Peter Dawson
tt0170277,A Place in the Crowd,Zbyněk Brynych; Václav Krška; Václav Gajer,Antonín Máša; Antonín Máša,\N,\N,\N,Místo v houfu,Zbynek Brynych; Václav Gajer; Václav Krska,Antonín Mása,A Place in the Crowd,Zbyněk Brynych; Václav Gajer; Václav Krška,Antonín Máša
tt0170372,Song Calls,Shaken Aimanov,Shaken Aimanov; Maro Yerzinkyan,Pesnya zovet,Shaken Ajmanov,Maro Erznkyan; Shaken Ajmanov,Song Calls,Shaken Aimanov,\N,Song Calls,Shaken Aimanov,Maro Yerzinkyan; Shaken Aimanov
tt0172524,The Stars Must Burn,Witold Lesiewicz; Andrzej Munk,Andrzej Munk; Witold Lesiewicz; Karol Małcużyński,\N,\N,\N,The Stars Must Burn,Witold Lesiewicz; Andrzej Munk,\N,The Stars Must Burn,Andrzej Munk; Witold Lesiewicz,Karol Małcużyński; Andrzej Munk; Witold Lesiewicz
tt0172850,Nad námi svítá,Jiří Krejčík,Jiří Krejčík; Jiří Marek,\N,\N,\N,Nad námi svítá,Jiří Krejčík,\N,Nad námi svítá,Jiří Krejčík,Jiří Krejčík; Jiří Marek
tt0173027,The Lost Photography,Lev Kulidzhanov,Pavel Pásek; Jan Pixa; Anatoli Aleksin; Sergey Mikhalkov,Q112065933,Lev Kulidzhanov,Sergey Mikhalkov; Anatoly Aleksin,The Lost Photography,Lev Kulidzhanov,\N,The Lost Photography,Lev Kulidzhanov,Anatoli Aleksin; Jan Pixa; Pavel Pásek; Sergey Mikhalkov
tt0173676,Black Flamingos - Sie lieben euch zu Tode,Houchang Allahyari,Harald Posch,Q131302311,Houchang Allahyari,\N,Black Flamingos - Sie lieben euch zu Tode,Houchang Allahyari,\N,Black Flamingos - Sie lieben euch zu Tode,Houchang Allahyari,Harald Posch
tt0173966,\N,\N,\N,\N,\N,\N,Korenite na izgryavashtoto slantze,Vulo Radev,Vulo Radev,IMDb ID Not found,\N,\N
tt0175149,The Grey Illness,Yakov Segel,Yakov Segel; Aleksandr Misharin; Andrey Veytsler,Q4416677,Yakov Segel,Yakov Segel; Andrey Veytsler; Aleksandr Misharin,The Grey Illness,Yakov Segel,\N,The Grey Illness,Yakov Segel,Andrey Veytsler; Aleksandr Misharin; Yakov Segel
tt0175890,"Margarita, Armando and his father",Francisco Múgica,Francisco Múgica,"Margarita, Armando y su padre",Francisco Múgica,\N,"Margarita, Armando and his father",Francisco Múgica,\N,"Margarita, Armando and his father",Francisco Múgica,Francisco Múgica
tt0177152,Something Organic,Bertrand Bonello,Bertrand Bonello,Quelque chose d'organique,Bertrand Bonello,Bertrand Bonello,Something Organic,Bertrand Bonello,\N,Something Organic,Bertrand Bonello,Bertrand Bonello
