tconst,omdb_title,omdb_directors,omdb_writers,wikidata_title,wikidata_directors,wikidata_writers
tt35227408,The Clashing Elements: Saviors of the Multiverse,Willem De Vos,Willem De Vos,\N,\N,\N
tt3524638,Focus on Infinity,Joerg Burger,Joerg Burger,Focus on Infinity,Joerg Burger,\N
tt3526162,UnMosqued,Ahmed Eid,Ahmed Eid (story); Ahmed Eid,\N,\N,\N
tt3527502,She's the Best Thing in It,Ron Nyswaner,\N,She's The Best Thing In It,Ron Nyswaner,\N
tt35290616,\N,\N,\N,\N,\N,\N
tt35299232,El Mundo Al Revés,Agostina Di Luciano; Leon Schwitter,Agostina Di Luciano; Leon Schwitter,\N,\N,\N
tt35303848,\N,\N,\N,\N,\N,\N
tt35305225,\N,\N,\N,\N,\N,\N
tt35376430,The Bloodsummer Diary,Mark Howitt,Mark Howitt,\N,\N,\N
tt35422838,\N,\N,\N,\N,\N,\N
tt3546930,Teacher's Kid,James Kicklighter,James Kicklighter,\N,\N,\N
tt3549216,The Patchwork Film II: Four Silent Films,Jason Day-Boisvert,Jason Day-Boisvert,\N,\N,\N
tt35503239,\N,\N,\N,\N,\N,\N
tt35506450,\N,\N,\N,\N,\N,\N
tt35518410,Dridam,Martin Joseph,Linto Devasia; Jomon John,Dridam,\N,\N
tt3552184,In 24Hours,Lando Jackson,Lando Jackson,\N,\N,\N
tt35522895,Eponymous,Caroline Rumley,Caroline Rumley,\N,\N,\N
tt35553541,\N,\N,\N,\N,\N,\N
tt3555848,\N,\N,\N,\N,\N,\N
tt35587505,\N,\N,\N,\N,\N,\N
tt35635316,The Hanging Judge,Gary Whitson,\N,\N,\N,\N
tt35705588,Machine de rêve,Bruno Boulianne,\N,Q132203032,Bruno Boulianne,\N
tt3580178,La silhouette del tempo vista da Piero Tosi,Milena Canonero; Francesco Zippel,Milena Canonero; Francesco Zippel,\N,\N,\N
tt35855067,Facing the Sun,Claude Whatham,\N,\N,\N,\N
tt35872445,Sex in the Soviet Union,Chad Gracia,\N,\N,\N,\N
tt35890119,The Stones Are Speaking,Olive Talley,Olive Talley,\N,\N,\N
tt3589352,Cassanova Was a Woman,Kevin Arbouet,Jezabel Montero,Q132732747,\N,\N
tt35933226,Point of Theft,I.C. Ukah,Sunny Okonkwo,\N,\N,\N
tt3595596,Carpe Diem,Jude Gerard Prest,Robert Amico,\N,\N,\N
tt3596302,300 Souls,Aline Dalbis; Emmanuel Gras,Aline Dalbis; Emmanuel Gras,300 hommes,Emmanuel Gras; Aline Dalbis,\N
tt3601480,Abandoned,Christian McKenna,Christian McKenna,\N,\N,\N
tt36056679,Pou einai?,Nikos Aslanidis,Nikos Aslanidis,\N,\N,\N
tt3607036,Salsa Giants,Pablo Croce,Ari M. Cruz; Gregory Elias,\N,\N,\N
tt3607360,The Competition,Simon Weaving,Simon Weaving,The Competition,\N,\N
tt36110399,\N,\N,\N,\N,\N,\N
tt36271852,\N,\N,\N,\N,\N,\N
tt3633160,Forest Brothers,Peter Grimm,Peter Grimm,\N,\N,\N
tt3633168,Ashwa: The Black Horse,Shyam Ranjankar,\N,\N,\N,\N
tt36364921,American Leviathan,Jason Rink,\N,\N,\N,\N
tt3638772,Halloween One Good Scare,David Hastings,David Hastings (adaptation),\N,\N,\N
tt36434880,Sve Simine tambure,Kruno Tomasevic,Kruno Tomasevic,\N,\N,\N
tt36470284,Walking on Ice,Dru Solberg,\N,\N,\N,\N
tt36542428,Neela Mudi (Blue Hair),Sarath Kumar,Sarath Kumar; Sreenath T V,\N,\N,\N
tt36591568,It's Dorothy!,Jeffrey McHale,Jeffrey McHale,\N,\N,\N
tt36631978,\N,\N,\N,\N,\N,\N
tt3663952,\N,\N,\N,\N,\N,\N
tt36695572,Wild,Omar Deroca,\N,\N,\N,\N
tt3670708,Born in the U.S.A.,Marcia Jarmel; Ken Schneider,Marcia Jarmel,\N,\N,\N
tt3671736,La nature d'Antoine,Frederika Sonza,Frederika Sonza,\N,\N,\N
tt36750194,\N,\N,\N,\N,\N,\N
tt36842138,An Earl E. Christmas,Durden Godfrey,\N,\N,\N,\N
tt36857113,"Yves le Blevec, le Reve Ultim",\N,\N,\N,\N,\N
tt36916983,Situationship,Jade Winters,Jade Winters,\N,\N,\N
tt36954159,World Enforcement Team,Nicholas Sturghill,Nicholas Sturghill,\N,\N,\N
tt36997435,Andhi Mohabbat,Sibtain Fazli,Sibtain Fazli,\N,\N,\N
tt37028329,\N,\N,\N,\N,\N,\N
tt37034607,\N,\N,\N,\N,\N,\N
tt37057427,\N,\N,\N,\N,\N,\N
tt3715518,\N,\N,\N,\N,\N,\N
tt3717196,Rio Grande,Samantha Candice,Samantha Candice,\N,\N,\N
tt3739558,The Price,Kim Hughes,Kim Hughes,The Price,\N,\N
tt37433954,¿Cuánto vale tu cuerpo 2?,Antonio Herrera,\N,\N,\N,\N
tt3743974,Dot 2 Dot,Amos Why,Amos Why,Dot 2 Dot,Amos Wong,\N
tt3744098,Naku Penta Naku Taka,Vayalar Madhavan,Jayamohan,Naku Penda Naku Taka,Vayalar Madhavan,Jeyamohan
tt37455950,Phoenix Fire,Kevin Salfen,Kevin Salfen,\N,\N,\N
tt3747084,31 Dream Street,\N,Michael John Bell (earlier script); Jessica O'Toole; Amy Rardin; Kirsten Smith,\N,\N,\N
tt37517061,Yo Bro the Movie,\N,\N,\N,\N,\N
tt3755324,Niku no Eiko,Osamu Wakayama,\N,\N,\N,\N
tt37616735,Your Love Is Like the Sea: Per una generazione di americani,Gianni Amico,\N,\N,\N,\N
tt37644997,Shaqa w Million Moftah,\N,\N,\N,\N,\N
tt37674623,\N,\N,\N,\N,\N,\N
tt3772414,Unlimited Tamaashaa,Sridhar Kallidai,Sridhar Kallidai; Ashfaaq Khan; Ayub Sheikh Khan,\N,\N,\N
tt3775840,Billy Morgan's Revolution in Cuba,Andrew Watson,Andrew Watson,\N,\N,\N
tt3776216,Buenas Noches,Michael Lee-Chin,Michael Lee-Chin,\N,\N,\N
tt3779320,\N,\N,\N,\N,\N,\N
tt37831531,\N,\N,\N,\N,\N,\N
tt3784568,The Saharan Teacher,Nicolás Muñoz Avia,\N,\N,\N,\N
tt37876227,Le sang et la rose,Cardy Cardelin Babakila,Cardy Cardelin Babakila,\N,\N,\N
tt3793788,The Escort,Will Slocombe,Michael Doneger; Brandon Cohen,The Escort,Will Slocombe,\N
tt37962136,The People Upstairs,Ha Jung-woo,Seung-yeon Seon,The People Upstairs,Ha Jung-woo,Ha Jung-woo
tt37986584,Awiigbo,Saheed Bolaji,\N,\N,\N,\N
tt38068737,\N,\N,\N,\N,\N,\N
tt3815424,3000 Nights,Mai Masri,Mai Masri,3000 Nights,Mai Almasri,Mai Almasri
tt3815704,Ograblenie po-kazakh$ki,Kairzhan Orynbekov,Fuad Ibragimbekov,\N,\N,\N
tt3816352,\N,\N,\N,\N,\N,\N
tt38265117,\N,\N,\N,\N,\N,\N
tt38504789,\N,\N,\N,\N,\N,\N
tt38516972,\N,\N,\N,\N,\N,\N
tt38518474,When will you get divorced?,Oleksii Komarovskyi,\N,When will you get divorced?,Oleksii Komarovskyi,\N
tt3854840,\N,\N,\N,\N,\N,\N
tt3856092,No Greater Love,Don Ross,Valente Hernandez; Bill Myers,\N,\N,\N
tt3856142,Clippings,Mihalis Ginos; Spyros Papathomopoulos,Mihalis Ginos; Spyros Papathomopoulos,\N,\N,\N
tt38593367,A Fighting Legacy,Adam Wagner,\N,\N,\N,\N
tt38641692,\N,\N,\N,2034,Joseph Gordon-Levitt,Joseph Gordon-Levitt; Kieran Fitzgerald
tt38716253,E Re'ah Fahu,Ahmed Nimal,Mohamed Aboobakuru,E Re'ah Fahu,Ahmed Nimal,\N
tt38774805,David Delfín. Muestra tu herida,\N,Ángela Gallardo; Rafael Muñoz; César Vallejo,\N,\N,\N
tt38776984,\N,\N,\N,\N,\N,\N
tt38787149,Girl in a Towel,Evan Snyder,\N,\N,\N,\N
tt38870354,\N,\N,\N,\N,\N,\N
tt38907227,Keluarga Suami Adalah Hama,Anggy Umbara,Ardianto Agung; Dewi Fita; Aditya Santana,\N,\N,\N
tt3892880,Police in Pollywood,Sunita Dhir,Parveen Kumar,Police in Pollywood,\N,\N
tt38942752,\N,\N,\N,\N,\N,\N
tt3894558,Joker's Poltergeist,Christopher S. Lind,Ken Del Vecchio; Dylan Bank,\N,\N,\N
tt3906064,\N,\N,\N,\N,\N,\N
tt39092575,Muhurtha Naal,P. Madhavan,\N,Muhurtha Naal,P. Madhavan,\N
tt39112666,The Gaze,Mobarez Javanmard,\N,\N,\N,\N
tt39130951,Yaarra Antha Paiyan Naanthan Antha Paiyan,Paul Raj,\N,Yaarra Andha Paiyan Naan Dhan Andha Paiyan,\N,\N
tt3915054,Gekijouban Yuuto kun ga iku,\N,\N,\N,\N,\N
tt39169234,\N,\N,\N,\N,\N,\N
tt3918184,Blackout,Tim Munson,Hilliard Guess; Tim Munson,\N,\N,\N
tt39207636,\N,\N,\N,\N,\N,\N
tt39242750,Iran 100m,Arsalan Asif,\N,\N,\N,\N
tt39300469,Não Quero Te Perder,Marcelo Zambelli,\N,\N,\N,\N
tt39302002,World Champion Masters Volume 1,Rock Parsons,\N,\N,\N,\N
tt39302478,Les fantômes de la guerre de Corée,Serge Tignères,\N,\N,\N,\N
tt39310285,Les 100 Pas,Nora Wagner,\N,\N,\N,\N
tt39377454,Jidenna,Ikechi Chima Obasi,\N,\N,\N,\N
tt39378618,\N,\N,\N,\N,\N,\N
tt39389870,New Home,Mike Macera,\N,\N,\N,\N
tt39395846,\N,\N,\N,\N,\N,\N
tt39510102,Mad Dance Office,\N,\N,\N,\N,\N
tt3952246,ST: Aka to Shiro no Sôsa File the Movie,Tôya Satô,\N,Eiga ST Aka to Shirō no Sōsa File,Toya Sato,\N
tt3961904,Olga Lounová: Optický klam DVD,Martin Linhart; Olga Lounová,\N,\N,\N,\N
tt39638575,\N,\N,\N,\N,\N,\N
tt39655938,The Dads,Luchina Fisher,\N,\N,\N,\N
tt3975174,The Weight of Salt,Margaret Bong,\N,\N,\N,\N
tt39762573,El cóndor y la niebla,Maximiliano González,\N,\N,\N,\N
tt3982854,Song of My Mother,Erol Mintas,Erol Mintas,Song of My Mother,Erol Mintaş,\N
tt39830442,Al Mohtarefon,Youssef Charafeddine,\N,Q114755596,Youssef Sharaf El Din,\N
tt3985328,"Allan, a Man at the Age of Christ",Arko Okk,Arko Okk,\N,\N,\N
tt40018110,Koiyamahiko,Masahiro Makino,Yoshitake Hisa; Eiji Yoshikawa,\N,\N,\N
tt4028220,l'Odissea,Xavier Puigmarti,Manuel Forcano; Xavier Puigmarti,\N,\N,\N
tt40288256,\N,\N,\N,\N,\N,\N
tt4029780,"Albert Karvonen: Philosophies on Life, Nature and Wildlife Filmmaking",Ava Karvonen,Ava Karvonen,\N,\N,\N
tt40311023,\N,\N,\N,\N,\N,\N
tt4034236,The Century Club,Joshua Rivera,Joshua Rivera,\N,\N,\N
tt40350946,\N,\N,\N,\N,\N,\N
tt40389737,\N,\N,\N,\N,\N,\N
tt4046392,Last Stop,Julie Shles,Sharon Elovic; Julie Shles,Last Stop,Julie Shles,\N
tt40522035,\N,\N,\N,\N,\N,\N
tt40647489,Backwoods Blood Feud,J. Horton,J. Horton,\N,\N,\N
tt4077386,Sultan Sulayman,Kubanych Kurmanbekov,Emil Esenaliev; Kubanych Kurmanbekov; Ermek Talaibekov,\N,\N,\N
tt40828231,\N,\N,\N,\N,\N,\N
tt4086046,Kuzu to busu to gesu,Yôsuke Okuda,Yôsuke Okuda,\N,\N,\N
tt4092288,Hunt,Alex Roberts; Luke Hanson,Luke Hanson; Alex Roberts,\N,\N,\N
tt4104022,People Places Things,Jim Strouse,Jim Strouse,People Places Things,James C. Strouse,James C. Strouse
tt41156421,\N,\N,\N,\N,\N,\N
tt4118740,9 KK Road,Simon Kuruvilla,Kaloor Dennis; C.K. Sasi,9 KK Road,\N,\N
tt41535186,\N,\N,\N,\N,\N,\N
tt41615889,\N,\N,\N,\N,\N,\N
tt41973690,\N,\N,\N,\N,\N,\N
tt4207014,Amante de lo ajeno,Luis Koellar,Sabina Berman; Luis Koellar; Alejandra Toussaint,\N,\N,\N
tt4218632,\N,\N,\N,\N,\N,\N
tt42222130,\N,\N,\N,\N,\N,\N
tt42421202,Kundan Satti,P.K. Aghasthi,\N,Kundan Satti,\N,\N
tt42483708,\N,\N,\N,\N,\N,\N
tt42664199,\N,\N,\N,\N,\N,\N
tt42705316,Rab to vaddi maa,\N,MikaMajitha,\N,\N,\N
tt4273924,\N,\N,\N,\N,\N,\N
tt4289812,Kabbani,Bashar Shbib,Bashar Shbib,\N,\N,\N
tt4292420,Ville-Marie,Guy Édoin,Jean-Simon DesRochers; Guy Édoin,Ville-Marie,Guy Édoin,Jean-Simon DesRochers
tt4299302,The House,\N,\N,\N,\N,\N
tt43209729,\N,\N,\N,\N,\N,\N
tt4326814,Il ragazzo della Folgore,Claudio Costa,Lorenzo Ruffini (idea),\N,\N,\N
tt4331290,La sonate des spectres,Ivan Heidsieck,Ivan Heidsieck,\N,\N,\N
tt43437600,\N,\N,\N,\N,\N,\N
tt43573625,\N,\N,\N,\N,\N,\N
tt43589731,\N,\N,\N,\N,\N,\N
tt43594313,\N,\N,\N,\N,\N,\N
tt43620160,\N,\N,\N,\N,\N,\N
tt43622180,\N,\N,\N,\N,\N,\N
tt43636886,\N,\N,\N,\N,\N,\N
tt4366200,Surrendered,Brett Divine,\N,\N,\N,\N
tt4368388,The Vandals,Harry Knapp,Andrew Wallace Chamings,\N,\N,\N
tt4369136,Hide in the Light,Mikey McGregor,Mikey McGregor,\N,\N,\N
tt4381280,Broken Hearts for Sale,Shinji Aoyama; Hajime Hashimoto; Yukiko Mishima,Shinpei Yamazaki; Yukiko Mishima; Yûya Yamaguchi,\N,\N,\N
tt4419472,Trophy Husband,Nat Bennett; Sam Rosen,Nat Bennett; Sam Rosen,\N,\N,\N
tt4424560,The International Space Orchestra,Nelly Ben Hayoun,\N,\N,\N,\N
tt4433060,\N,\N,\N,\N,\N,\N
tt4457716,Todo Incluido,Roberto Angel Salcedo,Roberto Angel Salcedo,\N,\N,\N
tt4457798,The Mongers,David K. Montoya,Eron S. Ilich (story); Rebecca C. Lofgren-Ilich (story); David K. Montoya (Sceenplay/Story),\N,\N,\N
tt4466494,Everyday Heroes,Anne-Dauphine Julliand,\N,Everyday Heroes,Anne-Dauphine Julliand,\N
tt4468308,Furîda Kâro no ihin,Tadasuke Kotani,Tadasuke Kotani,\N,\N,\N
tt4474924,Pinches Actores,Guillaume Dufour; Jerome Dufour,Guillaume Dufour; Jerome Dufour,\N,\N,\N
tt4477428,Chemical Influence,Adrian Paul,Nathaniel Nose; Diana M. Pysher (story); Diana M. Pysher,\N,\N,\N
tt4529180,Don't Open the Box,Andy Dodd,Andy Dodd,\N,\N,\N
tt4541900,Friends of Rome,Gaba Michael Igereh Ado; Gaba Michael Igereh Ado,Gaba Michael Igereh Ado; Gaba Michael Igereh Ado,\N,\N,\N
tt4570910,Onna no ichinen,\N,\N,\N,\N,\N
tt4587834,City of Vultures,Marcus Carothers,Marcus Carothers,\N,\N,\N
tt4588982,Small Town Man,Andrew Napier,\N,\N,\N,\N
tt4603206,\N,\N,\N,\N,\N,\N
tt4607708,A magyar bulletin,Gábor Ferenczi,\N,\N,\N,\N
tt4610604,Passing Through,\N,\N,\N,\N,\N
tt4635920,Jacoozzi Jones: The Reindeer Whisperer,\N,Robert Fleischmann (story); John Kraski (story); Robert Steinman (screenplay),\N,\N,\N
tt4641882,Todd McFarlane's Spawn 3: The Ultimate Battle,Chuck Patton; Brad Rader; Mike Vosburg,\N,\N,\N,\N
tt4662730,Every Good Boy Does Fine,Antti-Jussi Annila,Jonathan Dees,\N,\N,\N
tt4665926,Cut Out the Eyes,Tong Xu,\N,\N,\N,\N
tt4683448,Kaale Gore,\N,\N,\N,\N,\N
tt4737564,Chihuly Fire and Light,Peter West,\N,\N,\N,\N
tt4745762,American Bystander,Gabriel Dohrn,Gabriel Dohrn,\N,\N,\N
tt4761870,Ghostumentary,Bill Doty,Angela DeRisio; Bill Doty; Sean Small,\N,\N,\N
tt4777534,Cheeseheads: The Documentary,John Mitchell,John Mitchell,\N,\N,\N
tt4788320,Original Copy,Georg Heinzen; Florian Heinzen-Ziob,Georg Heinzen; Florian Heinzen-Ziob,Original Copy,Georg Heinzen; Florian Heinzen-Ziob,\N
tt4791252,"Sino Ka, Madame X?",Ding M. De Jesus,Ding M. De Jesus,\N,\N,\N
tt4800408,\N,\N,\N,\N,\N,\N
tt4816366,Marty in Transit,Montetré,Montetré,\N,\N,\N
tt4817832,\N,\N,\N,\N,\N,\N
tt4830834,The Duchess of Doubt,George D. Baker,George D. Baker; John B. Clymer; Charles Logue,The Duchess of Doubt,George D. Baker,\N
tt4837126,Love Everlasting,Rob Diamond,Robert Conder; Rob Diamond; Landon Henneman,Love Everlasting,\N,\N
tt4847546,Blood Feast,Marcel Walz,Philip Lilienschwarz; Marcel Walz,Blood Feast,Marcel Walz,\N
tt4850638,The David Essex Story,Alan G. Parker,\N,\N,\N,\N
tt4862468,A Chinese Odyssey: Part Three,Jeffrey Lau,Jeffrey Lau,A Chinese Odyssey Part Three,Jeffrey Lau,\N
tt4866392,Bigfoot,Matt Sommerfield,Jerad Beckler; Matt Sommerfield,\N,\N,\N
tt4873338,Newist,Genco Gulan,Genco Gulan,\N,\N,\N
tt4884046,Little Private Henry,\N,Brian Hillman; Marco Shalma,\N,\N,\N
tt4958742,Behind the Curtain of Night,Dalibor Stach,Dalibor Stach,Behind the Curtain of Night,Dalibor Stach,Dalibor Stach
tt4965254,Descent Into Darkness,Rafaël Cherkaski,Quentin Boeton; Simon-Pierre Boireau; Rafaël Cherkaski,\N,\N,\N
tt4981904,Soyuq: Coldness,Bahman Ark; Bahram Ark,Bahman Ark; Bahram Ark; Ali Moslemi,\N,\N,\N
tt4981940,Sengoku jidai: Dai nihen,Kôroku Numata,\N,\N,\N,\N
tt5029776,Rabbit School: Guardians of the Golden Egg,Ute von Münchow-Pohl,Katja Grübel; Dagmar Rehbinder; Fritz Koch-Gotha,Rabbit School,Ute von Münchow-Pohl,\N
tt5069058,Candyflip,Shanawaz Nellikunnil,Ananyabrata Chakravorty; Shanawaz Nellikunnil; Valeriya Polyanychko,CandyFlip,\N,\N
tt5072466,Naked Beauty,Mario Schneider,Mario Schneider,Naked Beauty,Mario Schneider,Mario Schneider
tt5097638,American Nightmare/American Dream,Diana M Devlin; Grace Zinnel,\N,\N,\N,\N
tt5116378,\N,\N,\N,\N,\N,\N
tt5120944,Jesus Calderon: Maton,Leonardo L. Garcia,\N,\N,\N,\N
tt5146068,All These Sleepless Nights,Michal Marczak,Michal Marczak; Katarzyna Szczerba,All These Sleepless Nights,Michał Marczak,Michał Marczak
tt5166224,The Pleasure Is Mine,Elisa Miller,Elisa Miller; Gabriela Vidal; Gabriela Vidal,\N,\N,\N
tt5175822,Umi suzume,Ken'ichi Ohmori,Ken'ichi Ohmori,\N,\N,\N
tt5219622,Robin Muir,\N,\N,\N,\N,\N
tt5223126,Nobody Home,Michal Bentovim,\N,\N,\N,\N
tt5224814,Cartas de Amor são Ridículas,\N,Alvarina Souza e Silva,\N,\N,\N
tt5270732,Submission,Jason Kilroe,Eric Bruce,\N,\N,\N
tt5287920,Elephant in the Dark,Nemat Haghighi; Abbas Rafei,Nemat Haghighi; Ghassem Hasheminejad (novel); Abbas Rafei,Q20110829,Nemat Haghighi,\N
tt5306690,\N,\N,\N,\N,\N,\N
tt5334984,\N,\N,\N,\N,\N,\N
tt5352034,Çagrilan,Hüseyin Eleman,Hüseyin Eleman; Yerkan Kahraman,Callings,\N,\N
tt5455498,Nika,Slobodan Maksimovic,Slobodan Maksimovic; Matjaz Pikalo,\N,\N,\N
tt5464144,Tertium non datur,Serhiy Sotnychenko,\N,\N,\N,\N
tt5497236,The Jonathan Fleming Project,\N,\N,\N,\N,\N
tt5527536,Dangerous Intersection,Virgil E. Hammond III,Virgil E. Hammond III,\N,\N,\N
tt5547576,Av,Melih Gülgen,Safa Önal,Av,Melih Gülgen,\N
tt5586480,Hababam Git Hababam Gel,Aram Gülyüz,Suavi Sualp,\N,\N,\N
tt5592108,\N,\N,\N,\N,\N,\N
tt5597246,The Cause and the Shadow,Tiago Afonso,\N,\N,\N,\N
tt5609524,Signs of Humanity,Willie Baronet; Tim Chumley,\N,Signs of Humanity,Tim Chumley; Willie Baronet,\N
tt5611320,Shadow Unit,\N,Robert Hickman; Steven Swadling,\N,\N,\N
tt5619968,Armenian Echoes Part Two,Hagop Goudsouzian,\N,\N,\N,\N
tt5645172,CSNY: Fifty by Four,Elio Espana,Elio Espana,\N,\N,\N
tt5666450,Cast Party,Jon Pretnar,\N,\N,\N,\N
tt5701120,Falling In/Out of Love,Dominic Bachy,Matthieu Chevallier,Q30737672,Dominic Bachy,\N
tt5729538,Palanteeroo,Simon Stimberg,\N,\N,\N,\N
tt5776398,Historias románticas (un poco) cabronas,Alejandro González Ygoa,Alejandro González Ygoa,\N,\N,\N
tt5783112,The Hunt,Lee Woo-cheol,Cheon Jin-woo,The Hunt,\N,\N
tt5799362,Chouquette,Patrick Godeau,Natalie Carter; Emilie Frèche; Patrick Godeau,Chouquette,\N,\N
tt5812528,Hidden Admiration,Rod Putnam; Brian Wellman,Rod Putnam; Brian Wellman,Hidden Admiration,Rod Putnam; Brian Wellman,\N
tt5857628,\N,\N,\N,\N,\N,\N
tt5861520,Narcissus: An Ancient Roman Pantomime,Austin Tooley,Santino DeAngelo,Narcissus: An Ancient Roman Pantomime,Austin Tooley,\N
tt5886526,Hadaka no kifujin,Kaoru Umezawa,\N,\N,\N,\N
tt5903082,Urban Rez,Larry T. Pourier,Lisa D. Olken,Urban Rez,\N,\N
tt5906778,\N,\N,\N,\N,\N,\N
tt5907820,The Wolf's Skin,\N,Claire Rose Bernard,\N,\N,\N
tt5910248,Mistaken,Alfred Robbins,Alfred Robbins,Mistaken,\N,\N
tt5941022,\N,\N,\N,\N,\N,\N
tt5955162,Secret from the Past,Rasit Görgülü,Rasit Görgülü,Secrets from the Past,Raşit Görgülü,\N
tt5970588,I Swam Enguri,Anuna Bukia,\N,\N,\N,\N
tt5975082,The Greed,Simon Rumley,Jeff Hoffman,\N,\N,\N
tt5985902,Il branco 3 - 12 ragazzi per me,Andy Casanova,Axel Ramirez,\N,\N,\N
tt6006666,My Suburban Stories,Yunus Ozan Korkut,\N,My Suburban Stories,\N,\N
tt6018536,Michael Faust,G.P. Galle Jr.,G.P. Galle Jr.,\N,\N,\N
tt6044908,Seika sôdan: Kanzen naru hinin,Shinya Yamamoto,Ryôsuke Hara,\N,\N,\N
tt6055754,"The Sun, the Sun Blinded Me",Anna Sasnal; Wilhelm Sasnal,Anna Sasnal; Wilhelm Sasnal,\N,\N,\N
tt6082562,Mikôka: No Jôji,Shinya Yamamoto,\N,\N,\N,\N
tt6089642,Jongo Fever,Katia Lund; Lili Fialho; Kátia Lund,Lili Fialho; Eduardo Gripa; Kátia Lund,\N,\N,\N
tt6097252,Following Jimi,Areeb Hashmi,\N,\N,\N,\N
tt6110470,Expérience Intègre,Gurwann Tran Van Gie,\N,\N,\N,\N
tt6146716,Shehar Di Kudi,Jagdev Bhambri,Aziz Kashmiri,\N,\N,\N
tt6222646,Hetket,Sami Pöyry,Sami Pöyry; Jari Manninen; Saara Elina,\N,\N,\N
tt6259946,2 Cool 2 Be 4gotten,Petersen Vargas,Jason Paul Laxamana,2 Cool 2 Be 4gotten,Petersen Vargas,Petersen Vargas; Jason Paul Laxamana
tt6269308,The Bellwether,Christopher Morrison,Christopher Morrison,\N,\N,\N
tt6281004,Office for Monument Construction,Karolina Bregula,Karolina Bregula,\N,\N,\N
tt6284474,Chowka,Tarun Sudhir,Udhay Pottipadu; Tarun Sudhir,Chowka,Tharun Sudhir,Tharun Sudhir
tt6325480,\N,\N,\N,\N,\N,\N
tt6374254,The Meme Machine: What Happens When the Internet Chooses You,Mat Hames,\N,\N,\N,\N
tt6387506,Viulisti,Paavo Westerberg,Emmi Pesonen; Paavo Westerberg,The Violin Player,Paavo Westerberg,\N
tt6430360,The Table,Jong-kwan Kim,Jong-kwan Kim,The Table,Kim Jong-kwan,\N
tt6439720,\N,\N,\N,\N,\N,\N
tt6448598,My Friends,\N,\N,\N,\N,\N
tt6449604,Promachan Sao-Phansayong,\N,\N,\N,\N,\N
tt6449830,"Historias De Vino, Singani Y Alcoba",Rodrigo Ayala Bluske,\N,\N,\N,\N
tt6451318,\N,\N,\N,\N,\N,\N
tt6513042,Tina,Jan Mohammed,\N,\N,\N,\N
tt6533312,Surfar é Coisa de Rico,Guga Sander,\N,\N,\N,\N
tt6543510,\N,\N,\N,\N,\N,\N
tt6551244,Suryavamsam,Vikraman,Vikraman,Suryavamsham,Vikraman,Vikraman
tt6567380,Pagadi Aattam,Ram K. Chandran,Ram K. Chandran,Pagadi Aattam,Ram K. Chandran,\N
tt6593532,Anina provizija,Igor Smid,Marcel Buh,Q57279844,\N,\N
tt6602928,Únos,Mariana Cengel-Solcanská,Mariana Cengel-Solcanská,Únos,Mariana Čengel Solčanská,Mariana Čengel Solčanská
tt6748958,Voyangkor Saat Din,Nur Hossain Bolai,Nur Hossain Bolai (story); Imrul Shahed (dialogue); Nur Hossain Bolai (screenplay),\N,\N,\N
tt6750446,Pullakuttikaran,Parthiban Radhakrishnan,Parthiban Radhakrishnan,Pullakuttikaran,R. Parthiepan,\N
tt6769964,If Only,Zilan Wang,Wen Yi,\N,\N,\N
tt6779742,The Battle for Gold,\N,\N,\N,\N,\N
tt6790422,The Genius and the Opera Singer,Vanessa Stockley,\N,\N,\N,\N
tt6857956,Killing for the Prosecution,Masato Harada,Shusuke Shizukui; Masato Harada,Kensatsu gawa no zainin,Masato Harada,Masato Harada
tt6885296,Chastnoe pionerskoe 3,Aleksandr Karpilovskiy,Aleksandr Karpilovskiy; Alla Maksimenko; Oleg Sirotkin,Chastnoe pionerskoe 3,Aleksandr Karpilovsky,\N
tt6891412,\N,\N,\N,\N,\N,\N
tt6913400,Thicker Than Blood,Anthony Williams,Jess Carson; Anthony Williams,\N,\N,\N
tt6915088,Vennela 11/2,Vennela Kishore,\N,\N,\N,\N
tt6953792,So Long,Caitlin Farrugia; Michael Jones,Caitlin Farrugia; Michael Jones,So Long,\N,\N
tt6967702,Sabahoo Kidb,Muhammad al-Najjar,Ahmed Abdalla; Noha El Amroussi,What a Lie,Mohammed El Naggar,\N
tt6974426,Be with Me,Bhrugesh Amin,Bhrugesh Amin; Misri Tahera,\N,\N,\N
tt7027678,Dhokebaj,R. Shivraj,\N,\N,\N,\N
tt7038700,The First Four,César Gamiño,César Gamiño; Susie Lohse,\N,\N,\N
tt7124242,Nan,\N,\N,\N,\N,\N
tt7128054,Yakuzamono,Reinosuke Aku,\N,\N,\N,\N
tt7131480,\N,\N,\N,\N,\N,\N
tt7135000,Ah Nerede Vah Nerede,Sirri Gültekin,Sirri Gültekin,Ah Nerede Vah Nerede,Sırrı Gültekin,\N
tt7201518,Beatbox and Winds: Nicos Diminakis,Gina Georgiadou,\N,\N,\N,\N
tt7218578,The Transfer,Austin Ha,Megan Brewer; Abby Christenson,\N,\N,\N
tt7220728,\N,\N,\N,\N,\N,\N
tt7240014,Kalippaattakkaaran: Toy Maker,Sajas Rahman; Shinos Rahman,Sajas Rahman,\N,\N,\N
tt7257954,Love Sticks,Daniel Kemsley,Daniel Kemsley; Tobias M. Harris,\N,\N,\N
tt7261280,Still Trying,Rose Ftz,Rose Ftz,\N,\N,\N
tt7410810,We Are Desert Bus,Russ Pitts,Russ Pitts,\N,\N,\N
