tconst,letterboxd_title,letterboxd_directors,letterboxd_writers
tt0066963,Dad's Army,Norman Cohen,Jimmy Perry; David Croft
tt0067012,Sleeping Beauty,Walter Beck,Margot Beichler; Gudrun Deubener; Walter Beck
tt0067093,Fiddler on the Roof,Norman Jewison,Arnold Perl; Joseph Stein
tt0067274,Jo,Jean Girault,Jacques Vilfrid; Claude Magnier; Jean Girault
tt0067365,The Lonely Violent Beach,Ernesto Gastaldi,Ernesto Gastaldi
tt0067369,Der lüsterne Türke,Michael Miller,Michael Miller
tt0067477,Naughty!,Stanley A. Long,Stanley A. Long; Suzanne Mercer
tt0067506,La novicia rebelde,Luis Lucia,José Luis Colina; Manuel Tamayo Castro; Luis Lucia
tt0067634,The Pursuit of Happiness,Robert Mulligan,Jon Boothe; George L. Sherman
tt0067796,IMDb ID Not found,\N,\N
tt0067800,Straw Dogs,Sam Peckinpah,Sam Peckinpah; David Zelag Goodman
tt0067922,O Vale do Canaã,Jece Valadão,Ney Modenesi; Carlos Alberto de Souza Barros; Jece Valadão
tt0068502,Dr. Jekyll & Sister Hyde,Roy Ward Baker,Brian Clemens
tt0068711,The Honkers,Steve Ihnat,Steve Ihnat; Stephen Lodge
tt0068944,One Billion for a Blonde,Pedro Lazaga Sabater,Santiago Moncada; Pedro Lazaga Sabater
tt0068980,Muschimaus mag's grad heraus,Hubert Frank,Hubert Frank
tt0069670,IMDb ID Not found,\N,\N
tt0069691,Alpha,Ola Balogun,Ola Balogun
tt0069775,"Beautiful, Rich, Slight Physical Defect, Seeks Soulmate",Nando Cicero,Nando Cicero; Giancarlo Fusco; Sandro Continenza
tt0069995,Don't Look Now,Nicolas Roeg,Chris Bryant; Allan Scott
tt0070051,Heroes Two,Chang Cheh,Chang Cheh; Ni Kuang
tt0070183,Hit!,Sidney J. Furie,Alan Trustman; David M. Wolf
tt0070271,The Magic Jacket,Mihály Szemes,Marianne Szemes; Mihály Szemes
tt0070437,Bequest to the Nation,James Cellan Jones,Terence Rattigan
tt0070601,IMDb ID Not found,\N,\N
tt0070647,Schloß Hubertus,Harald Reinl,Werner P. Zibaso
tt0071308,Evil of Dracula,Michio Yamamoto,Ei Ogawa; Masaru Takesue
tt0071733,"Lacombe, Lucien",Louis Malle,Louis Malle; Patrick Modiano
tt0071762,The Little Prince,Stanley Donen,Alan Jay Lerner
tt0072270,The Devil in Miss Jonas,Erwin C. Dietrich,Christine Lembach; Erwin C. Dietrich
tt0072446,The Promised Land,Andrzej Wajda,Andrzej Wajda
tt0072616,Aggro Seizeman,Brian Stuart-Young; James Mannas,Brian Stuart-Young; James Mannas
tt0072676,Identification,László Lugossy,Luca Karall; István Kardos
tt0073021,Lady Inger of Ostrat,Sverre Udnæs,Åse Vikene
tt0073519,Blood River,Gianfranco Baldanello,Gianfranco Baldanello; Mario Damiani; José Antonio Verdugo
tt0073594,Four of the Apocalypse,Lucio Fulci,Ennio De Concini
tt0074146,Holy Year,Jean Girault,Jacques Vilfrid; Louis-Émile Galey
tt0074166,La aventura explosiva,Orestes Trucco,Salvador Valverde Calvo
tt0074210,Black Fist,Richard Kaye; Timothy Galfas,Andrew Maisner; Richard Kaye; Tim Kelly
tt0074231,The Good and the Bad,Claude Lelouch,Pierre Uytterhoeven; Claude Lelouch
tt0074271,Heat of the Flame,Rafael Romero Marchent,Santiago Moncada
tt0074420,Doctor Judym,Włodzimierz Haupe,Włodzimierz Haupe; Andrzej Szczypiorski
tt0074700,Italy is Rotten,Steno,Luciano Vincenzoni; Sergio Donati; Steno
tt0074883,Maîtresse,Barbet Schroeder,Barbet Schroeder; Paul Voujargol
tt0075018,The Opening of Misty Beethoven,Radley Metzger,Radley Metzger
tt0075019,Operation: Daybreak,Lewis Gilbert,Ronald Harwood
tt0075210,The Sleeping Lion,Mahmoud Kushan,Jamshid Sedaghat Nejad; Esmail Koushan
tt0075243,Son nom de Venise dans Calcutta désert,Marguerite Duras,Marguerite Duras
tt0076029,Fire Sale,Alan Arkin,Robert Klane
tt0076339,Luto Riguroso,José Ramón Larraz,José Ramón Larraz
tt0076415,Guardian of the Wilderness,David O'Malley,Casey Conlon; David O'Malley
tt0076552,The Fight in the Taiga,Ivan Lukinsky; Vladimir Zlatoustovsky,Nikolai Figurovsky
tt0076660,Death Duel,Chor Yuen,Chor Yuen
tt0076687,Sertório,António Faria,\N
tt0076688,Servant and Mistress,Bruno Gantillon,Dominique Fabre; Frantz-André Burguet
tt0076873,"The Virgo, the Taurus and the Capricorn",Luciano Martino,Cesare Frugoni; Luciano Martino; Francesco Milizia
tt0077581,The Woman Across the Way,Hans Noever,Hans Noever
tt0077831,"Dirty Tiger, Crazy Frog",Karl Maka,Karl Maka; Eric Tsang Chi-Wai
tt0077875,IMDb ID Not found,\N,\N
tt0077940,Naked Sicilian Wife,Andrea Bianchi,Adriano Lazzaro
tt0078023,The sun of death,Dinos Dimopoulos,\N
tt0078026,The Olsen Gang Goes to War,Erik Balling,Erik Balling; Henning Bahs
tt0078205,Scared Straight!,Arnold Shapiro,Arnold Shapiro
tt0078244,Shaolin Invincible Guys,Raymond Lui,Raymond Lui
tt0078284,Smokey and the Good Time Outlaws,Alexander Grasshoff,Frank Q. Dobbs; Robert Walsh
tt0078928,California Dreaming,John D. Hancock,Ned Wynn
tt0079094,Eagle's Wing,Anthony Harvey,John Briley
tt0079098,Ek Din Pratidin,Mrinal Sen,Mrinal Sen
tt0079224,The Golden Lady,José Ramón Larraz,Joshua Sinclair
tt0079571,Glowing Autumn,Masaki Kobayashi,Shun Inagaki
tt0079648,Nutcracker Fantasy,Takeo Nakamura,Shintaro Tsuji
tt0079815,Rockers,Ted Bafaloukos,Ted Bafaloukos
tt0080072,The Morning Round,Aida Manasarova,Anatoli Grebnev
tt0080416,IMDb ID Not found,\N,\N
tt0080451,Blue Ecstasy,Kemal Horulu,Jack Parro
tt0080492,Can't Stop the Music,Nancy Walker,Allan Carr; Bronté Woodard
tt0080646,Don't Go in the House,Joseph Ellison,Joe Masefield; Ellen Hammill; Joseph Ellison
tt0080660,Three Swedes on the Reeperbahn,Walter Boos,George Elmer
tt0080698,Esthappan,Govindan Aravindan,Govindan Aravindan; Isaac Thomas Kottukappally; Kavalam Narayana Panicker
tt0080773,The Gamekeeper,Ken Loach,Barry Hines; Ken Loach
tt0081053,The Life and Times of Rosie the Riveter,Connie Field,\N
tt0081267,"Ogaryova Street, Number 6",Boris Grigorev,Yulian Semyonov
tt0082370,The Woman Next Door,François Truffaut,Jean Aurel; Suzanne Schiffman; François Truffaut
tt0082422,Fruits of Passion,Shūji Terayama,Dominique Aury; Shūji Terayama; Rio Kishida
tt0082763,Modern Problems,Ken Shapiro,Arthur Sellers; Tom Sherohman; Ken Shapiro
tt0082871,Outside In,Stephen Dwoskin,Stephen Dwoskin
tt0082894,Pennies from Heaven,Herbert Ross,Dennis Potter
tt0083046,La segunda guerra de los niños,Javier Aguirre,Javier Aguirre
tt0083708,Once Upon a Rainbow,Agnes Ng,Hoh Hong-Kiu; Wong Kar-Wai; Kenneth Yee; Lo Man-Sang
tt0083719,Hooray for Divorce!,Juan Bosch,Juan Bosch
tt0084013,Waves,Annette Apon,Annette Apon
tt0084075,Eternal Monument,Tadashi Imai,Yoko Mizuki
tt0084545,Pronto... Lucia,Ciro Ippolito,Ciro Ippolito; Massimo Franciosa
tt0084675,Shoot the Moon,Alan Parker,Bo Goldman
tt0084709,Spaghetti House,Giulio Paradisi,Agenore Incrocci; Giulio Paradisi; Furio Scarpelli; Nino Manfredi
tt0084727,Stark Raving Mad,George Hood,Don Gronquist
tt0084959,Perché non facciamo l'amore,Maurizio Lucidi,Sandro Continenza; Francisco Lara Polop
tt0085220,Bearn,Jaime Chávarri,Lola Salvador
tt0085496,Dark Habits,Pedro Almodóvar,Pedro Almodóvar
tt0085625,Grunt!,Andy Luotto,Giorgio Faletti; Andy Luotto
tt0085835,Pharos of Chaos,Wolf-Eckart Bühler; Manfred Blank,Hella Kothmann
tt0086088,Lady Football,Nando Cicero,Nando Cicero; Francesco Milizia
tt0086525,Valley Girl,Martha Coolidge,Wayne Crawford; Andrew Lane
tt0086930,Bad Girls Dormitory,Tim Kincaid,Tim Kincaid
tt0087368,Cargo With No Markings,Vladimir Popkov,Volodymyr Mazur
tt0087431,La hoz y el Martínez,Álvaro Sáenz de Heredia,Álvaro Sáenz de Heredia
tt0087442,The Chieftain,Terje Kristiansen,Terje Kristiansen
tt0087486,Isabel on the Stairs,Hannelore Unterberg,Hannelore Unterberg; Waltraud Lewin
tt0087493,Jack 'n Jill 2,Chuck Vincent,Chuck Vincent; Rick Marx
tt0087636,Israel Forever,Assi Dayan,Assi Dayan
tt0087751,Mrs. Soffel,Gillian Armstrong,Ron Nyswaner
tt0087795,Night Patrol,Jackie Kong,Murray Langston; Jackie Kong; William A. Levey; Bill Osco
tt0088196,Streetwise,Martin Bell,\N
tt0088371,The Red Countess,András Kovács,Mihályné Károlyi
tt0088717,L'amour propre ne le reste jamais très longtemps,Martin Veyron,Martin Veyron
tt0088785,Beinahe Trinidad,Oliver Storz,\N
tt0088834,IMDb ID Not found,\N,\N
tt0088902,Charley,Theo van Gogh,Theo van Gogh
tt0088981,Working Class,Tsui Hark,Chan Gam-Kuen
tt0089623,Woman Requiem,Park Cheol-su,\N
tt0089774,The Lost Paradise,Basilio Martín Patino,Basilio Martín Patino
tt0089839,Private Resort,George Bowers,Gordon Mitchell
tt0090001,Wonder Season,Georgi Yungvald-Khilkevich,Sergei Abramov
tt0090011,It's a Drink! It's a Bomb!,David Chung,Tsang Kan-Cheong
tt0090205,Sadness and Beauty,Joy Fleury,Pierre Grillet; Joy Fleury
tt0090351,Yerma,Imre Gyöngyössy; Barna Kabay,Katalin Petényi; Imre Gyöngyössy; Barna Kabay
tt0090645,Anjaam,T Hariharan,\N
tt0090689,Ballad of Dog Beach,José Fonseca e Costa,Antonio Larreta; José Cardoso Pires; Shawn Slovo; Pedro Bandeira-Freire; José Fonseca e Costa
tt0091389,"The Twenties, the Thirties",Janusz Rzeszewski,Ryszard Marek Groński; Michał Komar
tt0091540,The Devils of Monza,Luciano Odorisio,Piero Chiara; Luciano Odorisio; Gino Capone; Carlo Lizzani
tt0091729,Pasos Largos (El último bandido andaluz),Rafael Moreno Alba,Rafael Moreno Alba
tt0092051,Escape from Coral Cove,Terence Chang,Terence Chang
tt0092088,Three Daughters,Candida Royalle,Candida Royalle
tt0092513,Adventures in Babysitting,Chris Columbus,David Simkins
tt0092574,Appeal,Valeriy Guryanov,Eduard Volodarskiy
tt0092682,IMDb ID Not found,\N,\N
tt0092906,Dolls,Stuart Gordon,Ed Naha
tt0092946,Shadows of the Peacock,Phillip Noyce,Jan Sharp
tt0092964,Empire State,Ron Peck,Mark Ayres; Ron Peck
tt0093002,Fakta homma,Jukka Virtanen,Eija Vilpas; Riitta Havukainen; Taneli Mäkelä
tt0093183,The Hero's Journey: The World of Joseph Campbell,Janelle Balnicke,\N
tt0093291,How Poets Are Enjoying Their Lives,Dušan Klein,Dušan Klein; Ladislav Pecháček
tt0093321,Juillet en septembre,Sébastien Japrisot,\N
tt0093336,The Cat,Dominik Graf,Uwe Erichsen; Christoph Fromm
tt0093418,Like Father Like Son,Rod Daniel,Lorne Cameron; Steve Bloom; David Hoselton
tt0093778,The Princess Academy,Bruce A. Block,Sandra Weintraub
tt0093804,Seven Years Itch,Johnnie To,Raymond Wong Pak-Ming
tt0093810,The Dear Lilás,Artur Semedo,Herman José; Artur Semedo; João Lopes
tt0094023,Stacking,Martin Rosen,Victoria Jenkins
tt0094818,Bush Shrink,Ivan Hall,Richard Schiller; Bruce Keating
tt0094822,Baton Rouge,Rafael Moleón,Agustín Díaz Yanes; Rafael Moleón
tt0095120,Evil Laugh,Dominick Brascia,Dominick Brascia; Steven Baio
tt0095363,In Dangerous Company,Ruben Preuss,Mitch Brown
tt0095423,Kadaicha,James Bogle,Ian Coughlan
tt0095435,IMDb ID Not found,\N,\N
tt0095493,Last Platoon,Ignazio Dolce,Tito Carpi
tt0095582,Nailcruncher,Moshé Mizrahi,Moshé Mizrahi
tt0095811,Pacto de sangre,Malena Roncayolo,Diana Lichy
tt0096180,Stormy Monday,Mike Figgis,Mike Figgis
tt0096223,Tapeheads,Bill Fishman,Peter McCarthy; Bill Fishman
tt0096386,Life Is a Long Quiet River,Étienne Chatiliez,Étienne Chatiliez; Florence Quentin
tt0096744,84 Charlie Mopic,Patrick Sheane Duncan,Patrick Sheane Duncan
tt0096917,Beverly Hills Bodysnatchers,Jonathan Mostow,\N
tt0096944,Blind Fear,Tom Berry,Sergio Altieri
tt0097020,Time of the Servants,Irena Pavlásková,Irena Pavlásková
tt0097129,Crossing the Line,Gary Graver,Rick Marcus
tt0097144,Codename Cougar,Zhang Yimou; Yang Fengliang,Cheng Shiqing
tt0097241,IMDb ID Not found,\N,\N
tt0097348,The Unmatchable Match,Parkman Wong Pak-Man,James Fung Shui-Hung; Andy Liu Chi-Keung; Parkman Wong Pak-Man
tt0097474,Halloween 5: The Revenge of Michael Myers,Dominique Othenin-Girard,Dominique Othenin-Girard; Michael Jacobs; Shem Bitterman
tt0097477,"Hanna Monster, Darling",Christian Berger,Christian Berger
tt0097624,Into the Night,Lo Kin,Lo Kin
tt0098409,Suivez cet avion,Patrice Ambard,\N
tt0098437,The Winter War,Pekka Parikka,Pekka Parikka; Antti Tuuri
tt0098687,All Night Long,Peter Mak Tai-Kit,Chi Ga-Goh; Muk Baak-Ji; Peter Mak Tai-Kit
tt0099498,Empire of the Dark,Steve Barkett,Steve Barkett
tt0099593,The Fool,Christine Edzard,Christine Edzard; Olivier Stockman
tt0099689,Gosses de Rio,Thierry Michel,\N
tt0099871,Jacob's Ladder,Adrian Lyne,Bruce Joel Rubin
tt0100031,Lisa,Gary Sherman,Gary Sherman; Karen Clark
tt0100045,Lung Fung Restaurant,Poon Man-Kit,Clarence Yip Wai-Chung; Hau Chi-Keung
tt0100301,Opportunity Knocks,Donald Petrie,Nat Bernstein; Mitchel Katlin
tt0100362,Die Philosophie der Ameise: Die Geschichte der letzten Menschheit hat begonnen,Michael Satzinger,\N
tt0100420,The King's Trial,João Mário Grilo,Colin Thiele; Daniel Arasse; João Mário Grilo
tt0100707,Streets,Katt Shea,Andy Ruben; Katt Shea
tt0100820,Tsugumi,Jun Ichikawa,Jun Ichikawa
tt0100836,Sandra,Franck Landron,\N
tt0100915,What the Moon Saw,Pino Amenta,Frank Howson
tt0101262,Aasmaan Se Gira,Pankaj Parashar,Pankaj Parashar
tt0101284,Akayla,Ramesh Sippy,Salim Khan
tt0101526,Children of Nature,Fridrik Thor Fridriksson,Fridrik Thor Fridriksson; Einar Már Guðmundsson
tt0101745,Doc Hollywood,Michael Caton-Jones,Daniel Pyne; Peter S. Seaman; Laurian Leggett; Jeffrey Price
tt0101847,The Fabulous Voyage of the Angel,Jean Pierre Lefebvre,Jean Pierre Lefebvre; Normand Desjardins
tt0101955,The Giving,Eames Demetrios,Eames Demetrios
tt0102278,Flying Machines Versus Mr. Samochodzik,Janusz Kidawa,Janusz Kidawa
tt0102540,IMDb ID Not found,\N,\N
tt0102608,"Hotel ""Eden""",Vladimir Lyubomudrov,Anatoli Galiyev; Vladimir Lyubomudrov
tt0102737,The Magnificent Scoundrels,Lee Lik-Chi,Lee Lik-Chi; Edward Leung Yiu-Ming
tt0102975,Star Trek VI: The Undiscovered Country,Nicholas Meyer,Denny Martin Flinn; Nicholas Meyer
tt0102980,IMDb ID Not found,\N,\N
tt0103055,A Fine Romance,Gene Saks,Ronald Harwood
tt0103603,Call Girl '92,Andy Chin Wing-Keung,Andy Chin Wing-Keung; Joyee Cheung Lai-Ling
tt0103660,"Alaska, Sir!",Vyacheslav Rebrov,Alexander Remnev
tt0103923,Captain America,Albert Pyun,Stephen Tolkin
tt0104120,Don Gio,Michal Caban; Šimon Caban,Michal Caban; Šimon Caban
tt0104247,Brats,János Rózsa,István Kardos
tt0104336,Giant Steps,Richard Rose,Greg Dummett; Paul Quarrington
tt0104477,IMDb ID Not found,\N,\N
tt0104548,Jeevan Ek Sanghursh,Rahul Rawail,\N
tt0105483,A Stranger Among Us,Sidney Lumet,Robert J. Avrech
tt0105880,Cash on Delivery,Terry Tong Gei-Ming,Terry Tong Gei-Ming; James Yuen Sai-Sang; Cheung Kin
tt0105897,Zindagi Ek Juaa,Prakash Mehra,Prakash Mehra; Rahi Masoom Raza; Satish Bhatnagar
tt0105901,Zoológico,Fernando Venturini,\N
tt0106494,IMDb ID Not found,\N,\N
tt0106664,The Dark Half,George A. Romero,George A. Romero
tt0106796,Eight Hundred Leagues Down the Amazon,Luis Llosa,Jackson Barr; Laura Schiff
tt0106983,Future Shock,Eric Parkinson; Matt Reeves; Oley Sassone,Eric Parkinson; Vivian Schilling; Matt Reeves; Oley Sassone; David DuBos
tt0107220,Inside Monkey Zetterland,Jefery Levy,Steve Antin
tt0107313,I want to go to America,Sergey Nikonenko,Yaroslav Filippov
tt0107394,A Letter to L...,Romain Goupil,Romain Goupil
tt0107434,Far from the Barbarians,Liria Bégéja,Philippe Barassat; Liria Bégéja; Olivier Douyère
tt0107572,Daughter of Darkness,Ivan Lai Kai-Ming,Book Gwai; Ivan Lai Kai-Ming
tt0107949,Rescue Me,Arthur Allan Seidelman,Mike Snyder
tt0108468,Usureyuku kioku no nakade,Kazuyuki Shinoda,Kazuyuki Shinoda
tt0109271,Bigfoot: The Unforgettable Encounter,Corey Michael Eubanks,Corey Michael Eubanks
tt0109336,A Brilliant Disguise,Nick Vallelonga,Nick Vallelonga
tt0109929,Grande petite,Sophie Fillières,Sophie Fillières
tt0109974,Halb Wien,Leopold Lummerstorfer; Hannelore Tiefenthaler; Victor Jaschke; Kenan Kiliç,\N
tt0110113,Im Schneeland,Stephan Settele,Stephan Settele
tt0110210,The Violin Player,Charles Van Damme,\N
tt0110225,Lost Paradise,Anastasia Lapsui; Markku Lehmuskallio,Anastasia Lapsui; Markku Lehmuskallio
tt0110323,A Hot Night,Atef El-Tayeb,Bashir El Deek; Rafik El Saban; Mohamed Ashraf Al Qorashi
tt0110353,Lightning Jack,Simon Wincer,Paul Hogan
tt0111063,Oh! My Three Guys....,Derek Chiu,Raymond To Kwok-Wai
tt0111268,IMDb ID Not found,\N,\N
tt0111610,IMDb ID Not found,\N,\N
tt0111626,The Rascal,Sven Methling,Peter Bay; Jørgen Kastrup
tt0111649,IMDb ID Not found,\N,\N
tt0111672,Watchers III,Jeremy Stanford,Michael Palmer
tt0111812,Z-man's Kinder,Heidi Specogna,\N
tt0112417,IMDb ID Not found,\N,\N
tt0112430,Babam Askerde,Handan İpekçi,Handan İpekçi
tt0113176,IMDb ID Not found,\N,\N
tt0113314,Hollow Reed,Angela Pope,Paula Milne
tt0113357,Human Prey,James Adam Tucker,James Adam Tucker
tt0113490,The Journey of August King,John Duigan,John Ehle
tt0113630,Outlaws: The Legend of O.B. Taggart,Rupert Hitzig,Mickey Rooney
tt0113632,Legion of the Night,Matt Jaissle,Matt Jaissle
tt0113840,"Mother Dao, the Turtlelike",Vincent Monnikendam,Vincent Monnikendam
tt0113876,IMDb ID Not found,\N,\N
tt0114211,IMDb ID Not found,\N,\N
tt0114293,Romancing Sara,Lawrence Lanoff,Lawrence Lanoff
tt0114474,Small Faces,Gillies MacKinnon,Gillies MacKinnon; Billy MacKinnon
tt0114485,All of Them Witches,Daniel Gruener,Daniel Gruener
tt0114616,Tarantella,Helen De Michiel,Helen De Michiel; Richard Hoblock
tt0114709,Toy Story,John Lasseter,Alec Sokolow; Joel Cohen; Andrew Stanton; Joss Whedon
tt0114732,The Three Brothers,Bernard Campan; Didier Bourdon,Bernard Campan; Michel Lengliney; Didier Bourdon
tt0114775,A Summer in La Goulette,Férid Boughedir,Hamouda Ben Halima; Férid Boughedir; Nouri Bouzid
tt0114883,IMDb ID Not found,\N,\N
tt0115007,School Days,Chin Ao-Hsun,\N
tt0115622,Scarred Memory,Ray Leung Ka-Hei,Au Kin-Cheong; Ray Leung Ka-Hei; Wong Sa-Fai; Hsu Jen-Tu
tt0115630,Baseball Girls,Lois Siegel,Lois Siegel
tt0116169,Edie & Pen,Matthew Irmas,Victoria Tennant
tt0116341,Forest Warrior,Aaron Norris,Galen Thompson; Ron Swanson
tt0116529,Hide and Seek,Su Friedrich,Su Friedrich; Cathy Nan Quinlan
tt0116534,My Secret Cache,Shinobu Yaguchi,Takuji Suzuki; Shinobu Yaguchi
tt0116708,Joe's So Mean to Josephine,Peter Wellington,Peter Wellington
tt0116843,White Night,Arnon Zadok,Arnon Zadok; Yosh Halevi; Yoav Halevy
tt0117161,Sleeping Man,Kōhei Oguri,Kiyoshi Kenmochi; Kōhei Oguri
tt0117305,Passage to Paradise,Antonio Baiocco,Fabrizio Bettelli; Antonio Baiocco
tt0117699,Sotto Voce,Mario Levin,Mario Levin; Roberto Scheuer
tt0117826,Bordello of Blood,Gilbert Adler,Gilbert Adler; A L Katz
tt0117956,3,Christian De Sica,Giovanni Veronesi; Christian De Sica
tt0118992,The Gods Must Be Daring,Michel Deville,Michel Deville; Rosalinde Deville
tt0119074,IMDb ID Not found,\N,\N
tt0119303,Home Alone 3,Raja Gosnell,John Hughes
tt0119388,IMDb ID Not found,\N,\N
tt0119617,La Vie de Marianne,Benoît Jacquot,Pierre de Marivaux; Benoît Jacquot
tt0119733,Murmur of Youth,Lin Cheng-sheng,Lin Cheng-sheng; So-ching Ko
tt0119935,Preaching to the Perverted,Stuart Urban,Stuart Urban
tt0120142,The 6th Man,Randall Miller,Cynthia Carle; Don Rhymer; Christopher Reed
tt0120692,Strike!,Sarah Kernochan,Sarah Kernochan
tt0121473,Poor Chasers,Pai Ching-jui,Chang Yung-hsiang
tt0122367,IMDb ID Not found,\N,\N
tt0122864,IMDb ID Not found,\N,\N
tt0123028,The Betrayal,Tokuzō Tanaka,Tsutomu Nakamura; Seiji Hoshikawa
tt0123061,IMDb ID Not found,\N,\N
tt0123253,IMDb ID Not found,\N,\N
tt0123331,Going Astray,Khosrow Sinai,\N
tt0123385,Artemisia,Agnès Merlet,Agnès Merlet; Patrick Amos; Christine Miller
tt0123518,Blonde Fire,Bob Chinn,Jeffrey Fairbanks
tt0123558,IMDb ID Not found,\N,\N
tt0123625,Campus Girls,Richard D'Antoni,Lawrence Mayer
tt0123711,Come with Me My Love,Doris Wishman,Doris Wishman
tt0123964,Life,Ted Demme,Robert Ramsey; Matthew Stone
tt0124104,Mr. Aiello,Paul Tana,Tony Nardi; Paul Tana; Bruno Ramirez
tt0124928,Wienerbarnet,Arne Weel,Svend Rindom; Fleming Lynge
tt0125032,Cardboard Hotel,Sirus Alvand,\N
tt0125215,I'm No Virgin,\N,\N
tt0125949,Best Enemies,David Baker,Paul Davies; David Baker
tt0126031,IMDb ID Not found,\N,\N
tt0126283,The End of War,Dragan Kresoja,Gordan Mihić
tt0127072,Paprika,Joe D'Amato,\N
tt0127136,Polymorph,J.R. Bookwalter,James L. Edwards
tt0127176,Psychedelic Sexualis,Albert Zugsmith,Albert Zugsmith
tt0127575,Girl in Trouble,Brandon Chase,Anthony Naylor; Brandon Chase
tt0127874,IMDb ID Not found,\N,\N
tt0128066,IMDb ID Not found,\N,\N
tt0128187,IMDb ID Not found,\N,\N
tt0128611,Stiff Competition,Paul Vatelli,Colin De Jacques; Paul Vatelli; Steve H. Mehoff
tt0128966,Black Mirror,Pierre-Alain Jolivet,Jean-Claude Carrière; Jean Genet; Pierre-Alain Jolivet; Arthur Samuels
