tconst,tmdb_title,tmdb_directors,tmdb_writers
tt0064610,Ludwig on the Lookout for a Wife,Franz Seitz Junior,Franz Seitz Junior
tt0064689,Monterey Pop,D. A. Pennebaker,\N
tt0064893,Ring of Bright Water,Jack Couffer,Bill Travers; Jack Couffer
tt0065062,Ein Tag ist schöner als der andere,Kurt Hoffmann,\N
tt0065130,Turistas y bribones,Fernando Merino,Jaime Jesús Balcázar; José María Palacio
tt0065870,\N,\N,\N
tt0066056,The Man from O.R.G.Y.,James Hill,Ted Mark
tt0066811,The Barefoot Executive,Robert Butler,Joseph L. McEveety; Bernie Kahn; Lila Garrett; Stewart C. Billett
tt0066909,The Man from the Other Side,Yuri Yegorov,Emil Braginskiy; Vasiliy Solovyov; Yuri Yegorov; Volodja Semitjov
tt0066963,Dad's Army,Norman Cohen,David Croft; Jimmy Perry
tt0067093,Fiddler on the Roof,Norman Jewison,Joseph Stein
tt0067274,Jo,Jean Girault,Claude Magnier
tt0067365,The Lonely Violent Beach,Ernesto Gastaldi,Alberto Cardone; Ernesto Gastaldi; Vittorio Salerno
tt0067369,Der lüsterne Türke,Michael Miller,Michael Miller
tt0067477,Naughty!,Stanley A. Long,Stanley A. Long; Suzanne Mercer
tt0067506,La novicia rebelde,Luis Lucia,Manuel Tamayo Castro; José Luis Colina
tt0067634,The Pursuit of Happiness,Robert Mulligan,Jon Boothe; George L. Sherman
tt0067796,\N,\N,\N
tt0067800,Straw Dogs,Sam Peckinpah,David Zelag Goodman; Sam Peckinpah
tt0067922,O Vale do Canaã,Jece Valadão,Carlos Alberto de Souza Barros; Ney Modenesi; Jece Valadão
tt0068502,Dr. Jekyll & Sister Hyde,Roy Ward Baker,Brian Clemens
tt0068711,The Honkers,Steve Ihnat,Steve Ihnat; Stephen Lodge
tt0068944,One Billion for a Blonde,Pedro Lazaga Sabater,Pedro Lazaga Sabater; Santiago Moncada
tt0068980,Muschimaus mag's grad heraus,Hubert Frank,Hubert Frank
tt0069670,\N,\N,\N
tt0069691,Alpha,Ola Balogun,Ola Balogun
tt0069775,"Beautiful, Rich, Slight Physical Defect, Seeks Soulmate",Nando Cicero,Nando Cicero; Nando Cicero; Sandro Continenza; Giancarlo Fusco
tt0069995,Don't Look Now,Nicolas Roeg,Chris Bryant; Allan Scott
tt0070051,Heroes Two,Chang Cheh,Chang Cheh; Ni Kuang
tt0070183,Hit!,Sidney J. Furie,Alan Trustman; David M. Wolf
tt0070271,The Magic Jacket,Mihály Szemes,Mihály Szemes; Marianne Szemes
tt0070437,Bequest to the Nation,James Cellan Jones,Terence Rattigan
tt0070601,\N,\N,\N
tt0070647,Schloß Hubertus,Harald Reinl,Werner P. Zibaso
tt0071308,Evil of Dracula,Michio Yamamoto,Masaru Takesue; Ei Ogawa
tt0071733,"Lacombe, Lucien",Louis Malle,Louis Malle; Patrick Modiano
tt0071762,The Little Prince,Stanley Donen,Alan Jay Lerner
tt0072270,The Devil in Miss Jonas,Erwin C. Dietrich,Erwin C. Dietrich
tt0072446,The Promised Land,Andrzej Wajda,Andrzej Wajda
tt0072616,Aggro Seizeman,James Mannas; Brian Stuart-Young,F. Hamley Case; Brian Stuart-Young; James Mannas
tt0072676,Identification,László Lugossy,István Kardos; Luca Karall
tt0073021,Lady Inger of Ostrat,Sverre Udnæs,Åse Vikene
tt0073519,Blood River,Gianfranco Baldanello,Gianfranco Baldanello; Mario Damiani; José Antonio Verdugo
tt0073594,Four of the Apocalypse,Lucio Fulci,Ennio De Concini; Bret Harte
tt0074146,Holy Year,Jean Girault,Louis-Émile Galey; Jacques Vilfrid
tt0074166,La aventura explosiva,Orestes Trucco,Salvador Valverde Calvo
tt0074210,Black Fist,Timothy Galfas; Richard Kaye,Richard Kaye; Andrew Maisner; Tim Kelly
tt0074231,The Good and the Bad,Claude Lelouch,Pierre Uytterhoeven; Claude Lelouch
tt0074271,Heat of the Flame,Rafael Romero Marchent,Santiago Moncada
tt0074420,Doctor Judym,Włodzimierz Haupe,Andrzej Szczypiorski; Włodzimierz Haupe
tt0074700,Italy is Rotten,Steno,Luciano Vincenzoni; Luciano Vincenzoni; Steno; Sergio Donati; Sergio Donati; Steno
tt0074883,Maîtresse,Barbet Schroeder,Barbet Schroeder; Paul Voujargol
tt0075018,The Opening of Misty Beethoven,Radley Metzger,Radley Metzger
tt0075019,Operation: Daybreak,Lewis Gilbert,Ronald Harwood
tt0075210,The Sleeping Lion,Mahmoud Kushan,Esmail Koushan; Jamshid Sedaghat Nejad
tt0075243,Son nom de Venise dans Calcutta désert,Marguerite Duras,Marguerite Duras
tt0076029,Fire Sale,Alan Arkin,Robert Klane
tt0076339,Luto Riguroso,José Ramón Larraz,José Ramón Larraz
tt0076415,Guardian of the Wilderness,David O'Malley,David O'Malley; Casey Conlon
tt0076552,The Fight in the Taiga,Ivan Lukinsky; Vladimir Zlatoustovsky,Nikolai Figurovsky
tt0076660,Death Duel,Chor Yuen,Chor Yuen; Gu Long
tt0076687,Sertório,António Faria,Pierre Corneille
tt0076688,Servant and Mistress,Bruno Gantillon,Frantz-André Burguet; Dominique Fabre
tt0076873,"The Virgo, the Taurus and the Capricorn",Luciano Martino,Luciano Martino; Francesco Milizia; Cesare Frugoni; Luciano Martino; Francesco Milizia
tt0077581,The Woman Across the Way,Hans Noever,Hans Noever
tt0077831,"Dirty Tiger, Crazy Frog",Karl Maka,Eric Tsang Chi-Wai; Karl Maka
tt0077875,\N,\N,\N
tt0077940,Naked Sicilian Wife,Andrea Bianchi,Adriano Lazzaro
tt0078023,The sun of death,Dinos Dimopoulos,\N
tt0078026,The Olsen Gang Goes to War,Erik Balling,Erik Balling; Henning Bahs
tt0078205,Scared Straight!,Arnold Shapiro,Arnold Shapiro
tt0078244,Shaolin Invincible Guys,Raymond Lui,Raymond Lui
tt0078284,Smokey and the Good Time Outlaws,Alexander Grasshoff,Frank Q. Dobbs; Robert Walsh; Jesse Turner
tt0078928,California Dreaming,John D. Hancock,Ned Wynn
tt0079094,Eagle's Wing,Anthony Harvey,John Briley; Michael Syson
tt0079098,Ek Din Pratidin,Mrinal Sen,Mrinal Sen
tt0079224,The Golden Lady,José Ramón Larraz,Joshua Sinclair
tt0079571,Glowing Autumn,Masaki Kobayashi,Shun Inagaki
tt0079648,Nutcracker Fantasy,Takeo Nakamura,Shintaro Tsuji
tt0079815,Rockers,Ted Bafaloukos,Ted Bafaloukos
tt0080072,The Morning Round,Aida Manasarova,Anatoli Grebnev
tt0080416,\N,\N,\N
tt0080451,Blue Ecstasy,Kemal Horulu,Jack Parro
tt0080492,Can't Stop the Music,Nancy Walker,Bronté Woodard; Allan Carr
tt0080646,Don't Go in the House,Joseph Ellison,Joe Masefield; Joseph Ellison; Ellen Hammill; Joe Masefield
tt0080660,Three Swedes on the Reeperbahn,Walter Boos,George Elmer
tt0080698,Esthappan,Govindan Aravindan,Isaac Thomas Kottukappally; Govindan Aravindan; Kavalam Narayana Panicker; Kavalam Narayana Panicker
tt0080773,The Gamekeeper,Ken Loach,Ken Loach; Barry Hines
tt0081053,The Life and Times of Rosie the Riveter,Connie Field,\N
tt0081267,"Ogaryova Street, Number 6",Boris Grigorev,Yulian Semyonov
tt0082370,The Woman Next Door,François Truffaut,Suzanne Schiffman; Jean Aurel; François Truffaut
tt0082422,Fruits of Passion,Shūji Terayama,Dominique Aury; Shūji Terayama; Rio Kishida
tt0082763,Modern Problems,Ken Shapiro,Tom Sherohman; Arthur Sellers; Ken Shapiro
tt0082871,Outside In,Stephen Dwoskin,Stephen Dwoskin
tt0082894,Pennies from Heaven,Herbert Ross,Dennis Potter
tt0083046,La segunda guerra de los niños,Javier Aguirre,Javier Aguirre
tt0083708,Once Upon a Rainbow,Agnes Ng,Wong Kar-Wai; Kenneth Yee; Hoh Hong-Kiu; Lo Man-Sang
tt0083719,Hooray for Divorce!,Juan Bosch,Juan Bosch
tt0084013,Waves,Annette Apon,Annette Apon
tt0084075,Eternal Monument,Tadashi Imai,Yōko Mizuki
tt0084545,Pronto... Lucia,Ciro Ippolito,Ciro Ippolito; Massimo Franciosa
tt0084675,Shoot the Moon,Alan Parker,Bo Goldman
tt0084709,Spaghetti House,Giulio Paradisi,Agenore Incrocci; Furio Scarpelli; Agenore Incrocci; Furio Scarpelli
tt0084727,Stark Raving Mad,George Hood,Don Gronquist
tt0084959,Perché non facciamo l'amore,Maurizio Lucidi,Sandro Continenza; Francisco Lara Polop
tt0085220,Bearn,Jaime Chávarri,Lola Salvador
tt0085496,Dark Habits,Pedro Almodóvar,Pedro Almodóvar
tt0085625,Grunt!,Andy Luotto,Giorgio Faletti; Giorgio Faletti; Andy Luotto; Andy Luotto
tt0085835,Pharos of Chaos,Manfred Blank; Wolf-Eckart Bühler,Hella Kothmann
tt0086088,Lady Football,Nando Cicero,Nando Cicero; Luciano Martino; Francesco Milizia; Nando Cicero
tt0086525,Valley Girl,Martha Coolidge,Wayne Crawford; Andrew Lane
tt0086930,Bad Girls Dormitory,Tim Kincaid,Tim Kincaid
tt0087368,Cargo With No Markings,Vladimir Popkov,Volodymyr Mazur
tt0087431,La hoz y el Martínez,Álvaro Sáenz de Heredia,Álvaro Sáenz de Heredia
tt0087442,The Chieftain,Terje Kristiansen,Terje Kristiansen
tt0087486,Isabel on the Stairs,Hannelore Unterberg,Waltraud Lewin; Hannelore Unterberg
tt0087493,Jack 'n Jill 2,Chuck Vincent,Chuck Vincent; Rick Marx
tt0087636,Israel Forever,Assi Dayan,Assi Dayan
tt0087751,Mrs. Soffel,Gillian Armstrong,Ron Nyswaner
tt0087795,Night Patrol,Jackie Kong,Bill Osco; William A. Levey; Jackie Kong; Murray Langston
tt0088196,Streetwise,Martin Bell,Cheryl McCall
tt0088371,The Red Countess,András Kovács,Mihályné Károlyi
tt0088717,L'amour propre ne le reste jamais très longtemps,Martin Veyron,Martin Veyron
tt0088785,Beinahe Trinidad,Oliver Storz,\N
tt0088834,\N,\N,\N
tt0088902,Charley,Theo van Gogh,Theo van Gogh
tt0088981,Working Class,Tsui Hark,Chan Gam-Kuen
tt0089623,Woman Requiem,Park Cheol-su,\N
tt0089774,The Lost Paradise,Basilio Martín Patino,Basilio Martín Patino
tt0089839,Private Resort,George Bowers,Gordon Mitchell; Gordon Mitchell; Ken Segall; Alan Wenkus
tt0090001,Wonder Season,Georgi Yungvald-Khilkevich,Sergei Abramov
tt0090011,It's a Drink! It's a Bomb!,David Chung,Tsang Kan-Cheong
tt0090205,Sadness and Beauty,Joy Fleury,Pierre Grillet; Joy Fleury
tt0090351,Yerma,Imre Gyöngyössy; Barna Kabay,Federico García Lorca; Imre Gyöngyössy; Barna Kabay; Katalin Petényi
tt0090645,Anjaam,T Hariharan,\N
tt0090689,Ballad of Dog Beach,José Fonseca e Costa,Pedro Bandeira-Freire; José Cardoso Pires; José Fonseca e Costa; Antonio Larreta
tt0091389,"The Twenties, the Thirties",Janusz Rzeszewski,Ryszard Marek Groński; Michał Komar
tt0091540,The Devils of Monza,Luciano Odorisio,Gino Capone; Luciano Odorisio; Piero Chiara; Carlo Lizzani
tt0091729,Pasos Largos (El último bandido andaluz),Rafael Moreno Alba,Rafael Moreno Alba
tt0092051,Escape from Coral Cove,Terence Chang,Terence Chang
tt0092088,Three Daughters,Candida Royalle,Candida Royalle
tt0092513,Adventures in Babysitting,Chris Columbus,David Simkins
tt0092574,Appeal,Valeriy Guryanov,Eduard Volodarskiy
tt0092682,"Bocca bianca, bocca nera",Arduino Sacco; Renato Polselli,\N
tt0092906,Dolls,Stuart Gordon,Ed Naha
tt0092946,Shadows of the Peacock,Phillip Noyce,Jan Sharp
tt0092964,Empire State,Ron Peck,Mark Ayres; Ron Peck
tt0093002,Fakta homma,Jukka Virtanen,Riitta Havukainen; Taneli Mäkelä; Eija Vilpas
tt0093183,The Hero's Journey: The World of Joseph Campbell,Janelle Balnicke,\N
tt0093291,How Poets Are Enjoying Their Lives,Dušan Klein,Ladislav Pecháček; Dušan Klein; Ladislav Pecháček; Dušan Klein
tt0093321,Juillet en septembre,Sébastien Japrisot,\N
tt0093336,The Cat,Dominik Graf,Christoph Fromm; Uwe Erichsen
tt0093418,Like Father Like Son,Rod Daniel,Steve Bloom; David Hoselton; Lorne Cameron; Lorne Cameron
tt0093778,The Princess Academy,Bruce A. Block,Sandra Weintraub
tt0093804,Seven Years Itch,Johnnie To,Raymond Wong Pak-Ming
tt0093810,The Dear Lilás,Artur Semedo,João Lopes; Artur Semedo; Herman José
tt0094023,Stacking,Martin Rosen,Victoria Jenkins
tt0094818,Bush Shrink,Ivan Hall,Bruce Keating; Richard Schiller
tt0094822,Baton Rouge,Rafael Moleón,Agustín Díaz Yanes; Rafael Moleón
tt0095120,Evil Laugh,Dominick Brascia,Dominick Brascia; Steven Baio
tt0095363,In Dangerous Company,Ruben Preuss,Mitch Brown
tt0095423,Kadaicha,James Bogle,Ian Coughlan
tt0095435,\N,\N,\N
tt0095493,Last Platoon,Ignazio Dolce,Tito Carpi
tt0095582,Nailcruncher,Moshé Mizrahi,Moshé Mizrahi
tt0095811,Pacto de sangre,Malena Roncayolo,Diana Lichy
tt0096180,Stormy Monday,Mike Figgis,Mike Figgis
tt0096223,Tapeheads,Bill Fishman,Bill Fishman; Peter McCarthy; Jim Herzfeld; Ryan Rowe; Bill Fishman; Peter McCarthy
tt0096386,Life Is a Long Quiet River,Étienne Chatiliez,Florence Quentin; Étienne Chatiliez
tt0096744,84 Charlie Mopic,Patrick Sheane Duncan,Patrick Sheane Duncan
tt0096917,Beverly Hills Bodysnatchers,Jonathan Mostow,Jonathan Mostow; P.K. Simonds
tt0096944,Blind Fear,Tom Berry,Sergio Altieri
tt0097020,Time of the Servants,Irena Pavlásková,Irena Pavlásková; Irena Pavlásková
tt0097129,Crossing the Line,Gary Graver,Rick Marcus; James Ryan
tt0097144,Codename Cougar,Yang Fengliang; Zhang Yimou,Cheng Shiqing
tt0097241,\N,\N,\N
tt0097348,The Unmatchable Match,Parkman Wong Pak-Man,Andy Liu Chi-Keung; Parkman Wong Pak-Man; James Fung Shui-Hung
tt0097474,Halloween 5: The Revenge of Michael Myers,Dominique Othenin-Girard,Shem Bitterman; Dominique Othenin-Girard; Michael Jacobs
tt0097477,"Hanna Monster, Darling",Christian Berger,Christian Berger
tt0097624,Into the Night,Lo Kin,Lo Kin
tt0098409,Suivez cet avion,Patrice Ambard,\N
tt0098437,The Winter War,Pekka Parikka,Antti Tuuri; Pekka Parikka
tt0098687,All Night Long,Peter Mak Tai-Kit,Chi Ga-Goh; Peter Mak Tai-Kit; Muk Baak-Ji
tt0099498,Empire of the Dark,Steve Barkett,Steve Barkett
tt0099593,The Fool,Christine Edzard,Olivier Stockman; Christine Edzard
tt0099689,Gosses de Rio,Thierry Michel,\N
tt0099871,Jacob's Ladder,Adrian Lyne,Bruce Joel Rubin
tt0100031,Lisa,Gary Sherman,Gary Sherman; Karen Clark
tt0100045,Lung Fung Restaurant,Poon Man-Kit,Hau Chi-Keung; Clarence Yip Wai-Chung
tt0100301,Opportunity Knocks,Donald Petrie,Nat Bernstein; Mitchel Katlin
tt0100362,Die Philosophie der Ameise: Die Geschichte der letzten Menschheit hat begonnen,Michael Satzinger,\N
tt0100420,The King's Trial,João Mário Grilo,João Mário Grilo; Daniel Arasse; Colin Thiele
tt0100707,Streets,Katt Shea,Katt Shea; Andy Ruben
tt0100820,Tsugumi,Jun Ichikawa,Jun Ichikawa
tt0100836,Sandra,Franck Landron,\N
tt0101284,Akayla,Ramesh Sippy,Salim Khan
tt0101526,Children of Nature,Fridrik Thor Fridriksson,Einar Már Guðmundsson; Fridrik Thor Fridriksson
tt0101745,Doc Hollywood,Michael Caton-Jones,Daniel Pyne; Jeffrey Price; Peter S. Seaman
tt0101847,The Fabulous Voyage of the Angel,Jean Pierre Lefebvre,Jean Pierre Lefebvre; Normand Desjardins
tt0101955,The Giving,Eames Demetrios,Eames Demetrios
tt0102278,Flying Machines Versus Mr. Samochodzik,Janusz Kidawa,Janusz Kidawa
tt0102540,\N,\N,\N
tt0102608,"Hotel ""Eden""",Vladimir Lyubomudrov,Vladimir Lyubomudrov; Anatoli Galiyev
tt0102737,The Magnificent Scoundrels,Lee Lik-Chi,Lee Lik-Chi; Wellington Fung Wing; Tsang Kwok-Chi; Edward Leung Yiu-Ming
tt0102975,Star Trek VI: The Undiscovered Country,Nicholas Meyer,Nicholas Meyer; Denny Martin Flinn; Leonard Nimoy; Lawrence Konner; Mark Rosenthal
tt0102980,\N,\N,\N
tt0103055,A Fine Romance,Gene Saks,Ronald Harwood
tt0103603,Call Girl '92,Andy Chin Wing-Keung,Joyee Cheung Lai-Ling; Andy Chin Wing-Keung
tt0103660,"Alaska, Sir!",Vyacheslav Rebrov,Alexander Remnev
tt0103923,Captain America,Albert Pyun,Stephen Tolkin; Stephen Tolkin; Lawrence J. Block
tt0104247,Brats,János Rózsa,István Kardos
tt0104336,Giant Steps,Richard Rose,Paul Quarrington; Greg Dummett
tt0104477,\N,\N,\N
tt0104548,Jeevan Ek Sanghursh,Rahul Rawail,\N
tt0105483,A Stranger Among Us,Sidney Lumet,Robert J. Avrech
tt0105880,Cash on Delivery,Terry Tong Gei-Ming,Cheung Kin; James Yuen Sai-Sang; Terry Tong Gei-Ming
tt0105897,Zindagi Ek Juaa,Prakash Mehra,Satish Bhatnagar; Prakash Mehra
tt0105901,Zoológico,Fernando Venturini,\N
tt0106494,\N,\N,\N
tt0106664,The Dark Half,George A. Romero,George A. Romero
tt0106796,Eight Hundred Leagues Down the Amazon,Luis Llosa,Jackson Barr; Laura Schiff
tt0106983,Future Shock,Eric Parkinson; Oley Sassone; Matt Reeves,Oley Sassone; David DuBos; Eric Parkinson; Vivian Schilling; Matt Reeves; David DuBos
tt0107220,Inside Monkey Zetterland,Jefery Levy,Steve Antin
tt0107313,I want to go to America,Sergey Nikonenko,Yaroslav Filippov
tt0107394,A Letter to L...,Romain Goupil,Romain Goupil
tt0107434,Far from the Barbarians,Liria Bégéja,Liria Bégéja; Olivier Douyère; Philippe Barassat
tt0107572,Daughter of Darkness,Ivan Lai Kai-Ming,Book Gwai; Ivan Lai Kai-Ming
tt0107949,Rescue Me,Arthur Allan Seidelman,Mike Snyder
tt0108468,Usureyuku kioku no nakade,Kazuyuki Shinoda,Kazuyuki Shinoda
tt0109271,Bigfoot: The Unforgettable Encounter,Corey Michael Eubanks,Corey Michael Eubanks
tt0109336,A Brilliant Disguise,Nick Vallelonga,Nick Vallelonga
tt0109929,Grande petite,Sophie Fillières,\N
tt0109974,Halb Wien,Victor Jaschke; Kenan Kiliç; Leopold Lummerstorfer; Hannelore Tiefenthaler,\N
tt0110113,Im Schneeland,Stephan Settele,Stephan Settele
tt0110210,The Violin Player,Charles Van Damme,\N
tt0110225,Lost Paradise,Markku Lehmuskallio; Anastasia Lapsui,Anastasia Lapsui; Markku Lehmuskallio
tt0110323,A Hot Night,Atef El-Tayeb,Rafik El Saban; Bashir El Deek
tt0110353,Lightning Jack,Simon Wincer,Paul Hogan
tt0111063,Oh! My Three Guys....,Derek Chiu,Raymond To Kwok-Wai
tt0111268,\N,\N,\N
tt0111610,\N,\N,\N
tt0111626,The Rascal,Sven Methling,Jørgen Kastrup; Peter Bay
tt0111649,\N,\N,\N
tt0111672,Watchers III,Jeremy Stanford,Michael Palmer
tt0111812,Z-man's Kinder,Heidi Specogna,\N
tt0112417,\N,\N,\N
tt0112430,Babam Askerde,Handan İpekçi,Handan İpekçi
tt0113176,\N,\N,\N
tt0113314,Hollow Reed,Angela Pope,Paula Milne
tt0113357,Human Prey,James Adam Tucker,James Adam Tucker
tt0113490,The Journey of August King,John Duigan,John Ehle
tt0113630,Outlaws: The Legend of O.B. Taggart,Rupert Hitzig,Mickey Rooney
tt0113840,"Mother Dao, the Turtlelike",Vincent Monnikendam,Vincent Monnikendam
tt0113876,\N,\N,\N
tt0114211,\N,\N,\N
tt0114293,Romancing Sara,Lawrence Lanoff,Lawrence Lanoff
tt0114474,Small Faces,Gillies MacKinnon,Billy MacKinnon; Gillies MacKinnon
tt0114485,All of Them Witches,Daniel Gruener,Gabriel González Meléndez; Daniel Gruener
tt0114616,Tarantella,Helen De Michiel,Helen De Michiel; Richard Hoblock
tt0114709,Toy Story,John Lasseter,Alec Sokolow; Joel Cohen; Joss Whedon; Andrew Stanton
tt0114732,The Three Brothers,Bernard Campan; Didier Bourdon,Didier Bourdon; Bernard Campan; Michel Lengliney
tt0114775,A Summer in La Goulette,Férid Boughedir,Férid Boughedir
tt0114883,\N,\N,\N
tt0115007,School Days,Chin Ao-Hsun,\N
tt0115622,Scarred Memory,Ray Leung Ka-Hei,Wong Sa-Fai; Hsu Jen-Tu; Au Kin-Cheong; Steve Cheng Wai-Man; Ray Leung Ka-Hei
tt0115630,Baseball Girls,Lois Siegel,Lois Siegel
tt0116169,Edie & Pen,Matthew Irmas,Victoria Tennant
tt0116341,Forest Warrior,Aaron Norris,Galen Thompson; Ron Swanson
tt0116529,Hide and Seek,Su Friedrich,Su Friedrich; Cathy Nan Quinlan
tt0116534,My Secret Cache,Shinobu Yaguchi,Shinobu Yaguchi; Takuji Suzuki
tt0116708,Joe's So Mean to Josephine,Peter Wellington,Peter Wellington
tt0116843,White Night,Arnon Zadok,Shlomo Kfir; Arnon Zadok; Yoav Halevy; Yosh Halevi
tt0117161,Sleeping Man,Kōhei Oguri,Kōhei Oguri; Kiyoshi Kenmochi
tt0117305,Passage to Paradise,Antonio Baiocco,Fabrizio Bettelli; Fabrizio Bettelli; Antonio Baiocco; Antonio Baiocco
tt0117699,Sotto Voce,Mario Levin,Roberto Scheuer; Mario Levin
tt0117826,Bordello of Blood,Gilbert Adler,Gilbert Adler; A L Katz; Bob Gale; Robert Zemeckis
tt0117956,3,Christian De Sica,Giovanni Veronesi; Christian De Sica; Christian De Sica; Christian De Sica; Giovanni Veronesi; Giovanni Veronesi
tt0118992,The Gods Must Be Daring,Michel Deville,Michel Deville; Rosalinde Deville
tt0119074,\N,\N,\N
tt0119303,Home Alone 3,Raja Gosnell,John Hughes
tt0119388,\N,\N,\N
tt0119617,La Vie de Marianne,Benoît Jacquot,Pierre de Marivaux; Benoît Jacquot
tt0119733,Murmur of Youth,Lin Cheng-sheng,So-ching Ko; Lin Cheng-sheng
tt0119935,Preaching to the Perverted,Stuart Urban,Stuart Urban
tt0120142,The 6th Man,Randall Miller,Christopher Reed; Cynthia Carle; Don Rhymer
tt0120692,Strike!,Sarah Kernochan,Sarah Kernochan
tt0121473,Poor Chasers,Pai Ching-jui,Chang Yung-hsiang
tt0122367,\N,\N,\N
tt0122864,Addicted to Love,Paul Thomas,Chad Randolph; Marc Cushman
tt0123028,The Betrayal,Tokuzō Tanaka,Seiji Hoshikawa; Tsutomu Nakamura
tt0123061,\N,\N,\N
tt0123253,Journey to the Land of the Traveler,Bahman Kiarostami,\N
tt0123331,Going Astray,Khosrow Sinai,\N
tt0123385,Artemisia,Agnès Merlet,Agnès Merlet; Christine Miller; Agnès Merlet; Patrick Amos; Christine Miller
tt0123518,Blonde Fire,Bob Chinn,Jeffrey Fairbanks
tt0123558,\N,\N,\N
tt0123625,Campus Girls,Richard D'Antoni,Lawrence Mayer
tt0123711,Come with Me My Love,Doris Wishman,Doris Wishman; Bran Toulose
tt0123964,Life,Ted Demme,Robert Ramsey; Matthew Stone
