tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers,cinemeta_title,cinemeta_directors,cinemeta_writers,letterboxd_title,letterboxd_directors,letterboxd_writers
tt0028873,the firefly,robert z leonard,albert hackett; frances goodrich,the firefly,joseph m newman; robert z leonard,albert hackett; frances goodrich; ogden nash,the firefly,robert z leonard,albert hackett; frances goodrich; otto a harbach,the firefly,robert z leonard,albert hackett; frances goodrich; ogden nash
tt0029157,"live, love and learn",george fitzmaurice,charles brackett; cyril hume; herman j mankiewicz; richard maibaum,"live, love and learn",george fitzmaurice,charles brackett,"live, love and learn",george fitzmaurice,charles brackett screenplay; cyril hume screenplay; helen grace carlisle suggested by a story by; marion parsonnet original story; richard maibaum screenplay,"live, love and learn",george fitzmaurice,charles brackett; cyril hume; herman j mankiewicz; richard maibaum
tt0029280,the mutiny of the elsinore,roy lockwood,beaufoy milton,the mutiny of the elsinore,roy lockwood,roy lockwood,mutiny on the elsinore,roy lockwood,beaufoy milton dialogue; jack london novel; roy lockwood adaptation; roy lockwood screenplay,the mutiny of the elsinore,roy lockwood,beaufoy milton; walter summers
tt0029380,partners in crime,ralph murphy,garnett weston; gladys unger,partners in crime,ralph murphy,gladys buchanan unger,partners in crime,ralph murphy,garnett weston; gladys unger; kurt steel novel,partners in crime,ralph murphy,garnett weston; gladys unger
tt0029482,rhythm in the clouds,john h auer,george mence; nathanael west; olive cooper; ray bond,rhythm in the clouds,john h auer,\N,rhythm in the clouds,john h auer,george mence story; nathanael west screenplay; olive cooper screenplay; ray bond story,rhythm in the clouds,john h auer,nathanael west; olive cooper
tt0029519,said o'reilly to mcnab,william beaudine,\N,said o'reilly to mcnab,william beaudine,leslie arliss,said o'reilly to mcnab,william beaudine,\N,said o'reilly to mcnab,william beaudine,\N
tt0029764,when's your birthday?,harry beaumont,harry clork,when's your birthday?,harry beaumont,harvey gates,when's your birthday?,harry beaumont,harry clork screenplay; harvey gates adaptation; john frederick ballard from a play by; malcolm stuart boylan adaptation; samuel m pyke adaptation,when's your birthday?,harry beaumont,harry clork
tt0030142,flirting with fate,frank mcdonald,a dorian otvos; charlie melson; daniel jarrett; ethel la blanche; harry clork; joseph moncure march,flirting with fate,frank mcdonald,joseph moncure march,flirting with fate,frank mcdonald,a dorian otvos original story; charlie melson screenplay; daniel jarrett original story; ethel la blanche screenplay; harry clork screenplay; joseph moncure march screenplay,flirting with fate,frank mcdonald,charlie melson; ethel la blanche; harry clork; joseph moncure march
tt0030325,die kleine und die groe liebe,josef von baky,\N,the great and the little love,josef von baky,heinrich oberlander,die kleine und die groe liebe,josef von bky,heinrich oberlnder,die kleine und die groe liebe,josef von baky,\N
tt0030384,lord jeff,sam wood,bradford ropes; endre bohem; james kevin mcguinness; val burton,lord jeff,sam wood,james kevin mcguinness,lord jeff,sam wood,bradford ropes; endre bohem; val burton,lord jeff,sam wood,james kevin mcguinness
tt0030479,my bill,john farrow,robertson white; vincent sherman,my bill,john farrow,vincent sherman,my bill,john farrow,robertson white; tom barry; vincent sherman,my bill,john farrow,robertson white; vincent sherman
tt0030516,\N,\N,\N,\N,\N,\N,obras de arte,jos cottinelli telmo,\N,\N,\N,\N
tt0030579,die pfingstorgel,franz seitz,alois johannes lippl; heinz pauck,die pfingstorgel,franz seitz sr,\N,die pfingstorgel,franz seitz,\N,die pfingstorgel,franz seitz,alois johannes lippl; heinz pauck
tt0030704,rykmentin murheenkryyni,tj sarkka; yrjo norta,tj sarkka,\N,yrjo norta,\N,rykmentin murheenkryyni,tj srkk; yrj norta,tj srkk; toivo kauppinen,rykmentin murheenkryyni,tj sarkka; yrjo norta,tj sarkka
tt0030841,tenth avenue kid,bernard vorhaus,adele buffington; gordon kahn,tenth avenue kid,bernard vorhaus,gordon kahn,10th ave kid,bernard vorhaus,adele buffington original story; gordon kahn original story; gordon kahn screenplay,tenth avenue kid,bernard vorhaus,gordon kahn
tt0030906,\N,\N,\N,\N,piero ballerini,giuseppe guarino; piero ballerini,l'ultima carta,piero ballerini,giuseppe guarino; giuseppe romualdi; piero ballerini,\N,\N,\N
tt0030913,the impossible mr. pitt,harry piel,\N,the impossible mister pitt,harry piel,georg muhlenschulte,der unmgliche herr pitt,harry piel,georg mhlenschulte; georg mhlenschulte novel; harald bratt manuscript; harry piel manuscript; reinhold meiner,the impossible mr. pitt,harry piel,\N
tt0031018,across the plains,spencer gordon bennet,robert emmett tansey,across the plains,jack randall; spencer gordon bennet,\N,across the plains,spencer gordon bennet,robert emmett tansey screenplay,across the plains,spencer gordon bennet,robert emmett tansey
tt0031277,it was a gay ballnight,carl froelich,geza von cziffra,the life and loves of tschaikovsky,carl froelich,frank thiess; geza von cziffra; tr georg wittuhn,it was a gay ballnight,carl froelich,frank thie dialogue; georg wittuhn story; gza von cziffra novel; gza von cziffra screenplay; jean victor story,it was a gay ballnight,carl froelich,geza von cziffra
tt0031337,woman at the wheel,paul martin,pal barabas; paul hellbracht; paul martin,woman at the wheel,paul martin,\N,woman at the wheel,paul martin,\N,woman at the wheel,paul martin,paul hellbracht; paul martin
tt0031440,honeymoon in bali,edward h griffith,virginia van upp,honeymoon in bali,edward h griffith,virginia van upp,honeymoon in bali,edward h griffith,grace sartwell mason; katharine brush; virginia van upp,honeymoon in bali,edward h griffith,virginia van upp
tt0031585,law of the north,jacques feyder,alexandre arnoux; charles spaak; maurice constantinweyer,law of the north,jacques feyder,jacques feyder,law of the north,jacques feyder,\N,law of the north,jacques feyder,alexandre arnoux; charles spaak
tt0031633,\N,\N,\N,\N,\N,\N,mazo,hiroshi inagaki,kaitaro hasegawa,\N,\N,\N
tt0031826,the private lives of elizabeth and essex,michael curtiz,neas mackenzie; norman reilly raine,the private lives of elizabeth and essex,michael curtiz,maxwell anderson; neas mackenzie; norman reilly raine,the private lives of elizabeth and essex,michael curtiz,maxwell anderson from the stage play by; neas mackenzie screen play; norman reilly raine screen play,the private lives of elizabeth and essex,michael curtiz,neas mackenzie; norman reilly raine
tt0031889,saga of death valley,joseph kane,karen dewolf; stuart anthony,saga of death valley,joseph kane,\N,saga of death valley,joseph kane,karen dewolf screenplay; karen dewolf story; stuart anthony screenplay,saga of death valley,joseph kane,karen dewolf; stuart anthony
tt0031914,seitseman veljesta,wilho ilmari,kalle kaarna; mika waltari,seven brothers,wilho ilmari,\N,seven brothers,wilho ilmari,aleksis kivi novel; mika waltari,seitseman veljesta,wilho ilmari,kalle kaarna; mika waltari
tt0031925,silver on the sage,lesley selander,clarence e mulford; maurice geraghty,silver on the sage,lesley selander,maurice geraghty,silver on the sage,lesley selander,\N,silver on the sage,lesley selander,maurice geraghty
tt0032456,the farmer's daughter,james p hogan,delmer daves; lewis r foster,the farmer's daughter,james p hogan,lewis r foster,the farmer's daughter,james p hogan,\N,the farmer's daughter,james p hogan,lewis r foster
tt0032699,let george do it!,marcel varnel,angus macphail; austin melford; basil dearden; john dighton,let george do it!,marcel varnel,basil dearden,let george do it!,marcel varnel,\N,let george do it!,marcel varnel,angus macphail; austin melford; basil dearden; john dighton
tt0033155,those were the days!,theodore reed,don hartman,those were the days!,theodore reed,\N,those were the days!,theodore reed,\N,those were the days!,theodore reed,don hartman
tt0033766,it started with eve,henry koster,hanns kraly; leo townsend; norman krasna,it started with eve,henry koster,norman krasna,it started with eve,henry koster,\N,it started with eve,henry koster,leo townsend; norman krasna
tt0034086,reaching for the sun,william a wellman,w l river,reaching for the sun,william a wellman,\N,reaching for the sun,william a wellman,wessel smitter novel; wl river,reaching for the sun,william a wellman,w l river
tt0034164,secret evidence,william nigh,brenda cline; edward bennett,secret evidence,william nigh,\N,secret evidence,william nigh,\N,secret evidence,william nigh,brenda cline
tt0034249,swineherd and shepherd,ivan pyryev,viktor gusev,they met in moscow,ivan pyryev,viktor gusev,they met in moscow,ivan pyryev,viktor gusev,swineherd and shepherd,ivan pyryev,viktor gusev
tt0034379,week-end in havana,walter lang,darrell ware; karl tunberg,week-end in havana,walter lang,karl tunberg,week-end in havana,walter lang,darrell ware; karl tunberg,week-end in havana,walter lang,darrell ware; karl tunberg
tt0034593,china girl,henry hathaway,ben hecht; darryl f zanuck,china girl (1942 film),henry hathaway,ben hecht,china girl,henry hathaway,ben hecht; darryl f zanuck,china girl,henry hathaway,ben hecht; darryl f zanuck
tt0034739,flight lieutenant,sidney salkow,betty hopkins; michael blankfort; richard carroll,flight lieutenant,sidney salkow,michael blankfort,flight lieutenant,sidney salkow,\N,flight lieutenant,sidney salkow,\N
tt0034853,highways by night,peter godfrey,clarence budington kelland; frank fenton; lynn root,highways by night,peter godfrey,\N,highways by night,peter godfrey,clarence budington kelland story; frank fenton screenplay; lynn root screenplay,highways by night,peter godfrey,frank fenton; lynn root
tt0034941,kid glove killer,fred zinnemann,allen rivkin; john c higgins,kid glove killer,fred zinnemann,john c higgins,kid glove killer,fred zinnemann,allen rivkin; john c higgins,kid glove killer,fred zinnemann,allen rivkin; john c higgins
tt0035089,mr. celebrity,william beaudine,charles samuels; martin mooney,mr. celebrity,william beaudine,\N,mr. celebrity,william beaudine,\N,mr. celebrity,william beaudine,martin mooney
tt0035111,nai duniya,abdul rashid kardar,\N,nai duniya,abdur rashid kardar,\N,nai duniya,abdul rashid kardar,\N,nai duniya,abdul rashid kardar,\N
tt0035117,il nemico,guglielmo giannini,guglielmo giannini,\N,\N,\N,il nemico,guglielmo giannini,guglielmo giannini screenplay; guglielmo giannini story,il nemico,guglielmo giannini,guglielmo giannini
tt0035151,once upon a honeymoon,leo mccarey,leo mccarey; sheridan gibney,once upon a honeymoon,leo mccarey,leo mccarey; sheridan gibney,once upon a honeymoon,leo mccarey,leo mccarey; sheridan gibney,once upon a honeymoon,leo mccarey,sheridan gibney
tt0035462,tower of terror,lawrence huntington,john argyle; john reinhardt,tower of terror,lawrence huntington,john reinhardt,tower of terror,lawrence huntington,john argyle; john reinhardt story,tower of terror,lawrence huntington,john argyle
tt0035591,between heaven and earth,harald braun,\N,between heaven and earth,harald braun,\N,between heaven and earth,harald braun,\N,between heaven and earth,harald braun,\N
tt0035726,the chance of a lifetime,william castle,paul yawitz,the chance of a lifetime,william castle,\N,the chance of a lifetime,william castle,jack boyle characters; paul yawitz,the chance of a lifetime,william castle,paul yawitz
tt0036017,hostages,frank tuttle,frank butler; lester cole,hostages,frank tuttle,frank butler,hostages,frank tuttle,\N,hostages,frank tuttle,frank butler; lester cole
tt0036177,the life of matsu the untamed,hiroshi inagaki,mansaku itami,the rickshaw man,hiroshi inagaki,\N,muhomatsu no issho,hiroshi inagaki,mansaku itami; shunsaku iwashita story,the life of matsu the untamed,hiroshi inagaki,mansaku itami
tt0036347,she's for me,reginald le borg,henry blankfort,she's for me,\N,\N,she's for me,reginald le borg,henry blankfort screenplay; henry blankfort story,she's for me,reginald le borg,henry blankfort
tt0036515,watch on the rhine,herman shumlin,dashiell hammett,watch on the rhine,hal mohr; herman shumlin,dashiell hammett; lillian hellman,watch on the rhine,hal mohr; herman shumlin,dashiell hammett; lillian hellman,watch on the rhine,herman shumlin,dashiell hammett
tt0036580,"adam, eve and the devil",alfredo b crevenna,alfredo b crevenna; edmundo baez; francisco cabrera,"adam, eve and the devil",alfredo b crevenna,\N,"adam, eve and the devil",alfredo b crevenna,\N,"adam, eve and the devil",alfredo b crevenna,alfredo b crevenna; edmundo baez; francisco cabrera
tt0036595,am ende der welt,gustav ucicky,\N,\N,gustav ucicky,gerhard menzel,am ende der welt,gustav ucicky,\N,am ende der welt,gustav ucicky,\N
tt0037011,law of the valley,howard bretherton,joseph odonnell,law of the valley,howard bretherton,\N,law of the valley,howard bretherton,joseph odonnell screenplay; joseph odonnell story,law of the valley,howard bretherton,joseph odonnell
tt0037133,noche decisiva,julio de fleischner,\N,\N,\N,\N,noche decisiva,julio de fleischner,\N,noche decisiva,julio de fleischner,\N
tt0037430,via mala,josef von baky,thea von harbou,via mala,josef von baky,thea von harbou,via mala,josef von baky,\N,via mala,josef von baky,thea von harbou
tt0037737,getting gertie's garter,allan dwan,allan dwan; avery hopwood; karen dewolf; wilson collison,getting gertie's garter,allan dwan,allan dwan; karen dewolf,getting gertie's garter,allan dwan,\N,getting gertie's garter,allan dwan,allan dwan; avery hopwood; karen dewolf; wilson collison
tt0038728,martin roumagnac,georges lacombe,georges lacombe; pierre very,martin roumagnac,georges lacombe,pierre very,the room upstairs,georges lacombe,georges lacombe adaptation; pierre vry adaptation; pierre vry dialogue; pierreren wolf novel,martin roumagnac,georges lacombe,georges lacombe; pierre very
tt0038819,\N,\N,\N,ouvert pour cause d'inventaire,alain resnais,\N,ouvert pour cause d'inventaire,alain resnais,\N,\N,\N,\N
tt0038853,gates of the night,marcel carne,jacques prevert,gates of the night,marcel carne,jacques prevert,gates of the night,marcel carn,jacques prvert ballet le rendezvous; jacques prvert scenario and dialogue,gates of the night,marcel carne,jacques prevert
tt0038873,the razor's edge,edmund goulding,lamar trotti,the razor's edge,edmund goulding,lamar trotti,the razor's edge,edmund goulding,darryl f zanuck; lamar trotti; w somerset maugham,the razor's edge,edmund goulding,lamar trotti
tt0038902,tell the truth,helmut weiss,ernst marischka,tell the truth,helmut weiss,ernst marischka,sag' die wahrheit,helmut weiss,ernst marischka; janos vaszary,tell the truth,helmut weiss,ernst marischka
tt0039024,this man is mine,marcel varnel,reginald beckwith,this man is mine,marcel varnel,reginald beckwith,this man is mine,marcel varnel,\N,this man is mine,marcel varnel,doreen montgomery; nicholas phipps; reginald beckwith
tt0039310,the last vacation,roger leenhardt,roger leenhardt,the last vacation,roger leenhardt,\N,the last vacation,roger leenhardt,\N,the last vacation,roger leenhardt,roger breuil; roger leenhardt
