tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers,cinemeta_title,cinemeta_directors,cinemeta_writers,letterboxd_title,letterboxd_directors,letterboxd_writers
tt0090832,the tribulations of a chinese gentleman,wu yigong,hans borgelt; mingzhi ai; si minsan,the tribulations of a chinese gentleman,wu yigong,\N,the tribulations of a chinese gentleman,wu yigong,\N,the tribulations of a chinese gentleman,wu yigong,hans borgelt; mingzhi ai; si minsan
tt0091545,the monster,kianush ayyari,kianush ayyari,the monster,kyanoush ayari,kyanoush ayari,the monster,kianush ayyari,\N,the monster,kianush ayyari,kianush ayyari
tt0091707,the outing,tom daley,warren chaney,the outing,warren chaney,\N,the outing,tom daley,warren chaney,the outing,tom daley,warren chaney
tt0093018,\N,\N,\N,\N,\N,\N,fermin salvoechea: visto para sentencia,m carlos fernandez,\N,\N,\N,\N
tt0093714,penitentiary iii,jamaa fanaka,jamaa fanaka,penitentiary iii,jamaa fanaka,\N,penitentiary iii,jamaa fanaka,jamaa fanaka,penitentiary iii,jamaa fanaka,jamaa fanaka
tt0094121,teresa,dino risi,bernardino zapponi; dino risi; graziano diana,teresa,dino risi,bernardino zapponi; dino risi; graziano diana,teresa,dino risi,bernardino zapponi; dino risi; graziano diana,teresa,dino risi,bernardino zapponi; dino risi; graziano diana
tt0094379,the worker's life,miroslav mandic,emir kusturica; haris kulenovic; miroslav mandic,a worker's life,miroslav mandic,\N,the worker's life,miroslav mandic,\N,the worker's life,miroslav mandic,emir kusturica; haris kulenovic; miroslav mandic
tt0096132,soltana,paul harather,paul harather,\N,\N,\N,soltana,paul harather,\N,soltana,paul harather,paul harather
tt0096224,a taste of hemlock,geoffrey darwin,eric tynan young,\N,\N,\N,a taste of hemlock,geoffrey darwin,\N,a taste of hemlock,geoffrey darwin,eric tynan young
tt0096346,der untergang des goldenen webstuhls,franz winzentsen,\N,\N,\N,\N,der untergang des goldenen webstuhls,franz winzentsen,\N,der untergang des goldenen webstuhls,franz winzentsen,\N
tt0096951,blood red,peter masterson,ron cutler,blood red,peter masterson,\N,blood red,peter masterson,ron cutler,blood red,peter masterson,ron cutler
tt0097135,curfew,gary winick,kevin kennedy,curfew,gary winick,\N,curfew,gary winick,kevin kennedy,curfew,gary winick,kevin kennedy
tt0097395,lost souls,david lai taiwai,barry wong pingyiu,lost souls,david lai,\N,lost souls,david lai,barry wong,lost souls,david lai taiwai,barry wong pingyiu
tt0099098,the governor's party,mariefrance pisier,mariefrance pisier,le bal du gouverneur,mariefrance pisier,mariefrance pisier,the governor's party,mariefrance pisier,\N,the governor's party,mariefrance pisier,mariefrance pisier
tt0100198,my seawoman,anatoly eyramdzhan,anatoly eyramdzhan,my seawoman,anatoly eiramdzhan,anatoly eiramdzhan,my seawoman,anatoly eyramdzhan,\N,my seawoman,anatoly eyramdzhan,anatoly eyramdzhan
tt0100705,street asylum,gregory dark,gregory dark; john powers,street asylum,gregory dark,\N,street asylum,gregory dark,\N,street asylum,gregory dark,gregory dark; john powers
tt0100922,\N,\N,\N,where eagles fly,uri barbash,assi dayan,derech ha'nesher,uri barbash,assi dayan; benny barbash,\N,\N,\N
tt0101295,alice in wondertown,daniel diaz torres,aldo busto hernandez; daniel diaz torres; eduardo del llano rodriguez; jesus diaz; luis felipe calvo bolanos,alice in wondertown,daniel diaz torres,\N,alice in wondertown,daniel diaz torres,\N,alice in wondertown,daniel diaz torres,aldo busto hernandez; daniel diaz torres; eduardo del llano rodriguez; jesus diaz; luis felipe calvo bolanos
tt0102790,nothing but lies,paule muret,\N,nothing but lies,paule muret,jeanfrancois goyet; paule muret,nothing but lies,paule muret,\N,nothing but lies,paule muret,paule muret
tt0103800,betty,claude chabrol,claude chabrol,betty,claude chabrol,claude chabrol,betty,claude chabrol,\N,betty,claude chabrol,claude chabrol
tt0105393,the silent thrush,chiang lang,\N,\N,\N,\N,the silent thrush,chiang lang,\N,the silent thrush,chiang lang,\N
tt0106204,aankhen,david dhawan,anees bazmee,aankhen,david dhawan,anees bazmee,aankhen,david dhawan,anees bazmee,aankhen,david dhawan,anees bazmee
tt0107214,india,paul harather,alfred dorfer; josef hader,indien,paul harather,alfred dorfer; josef hader; paul harather,india,paul harather,alfred dorfer; josef hader; paul harather,india,paul harather,alfred dorfer; josef hader
tt0107374,the last wargame,david spell,\N,\N,\N,\N,the last wargame,david spell,\N,the last wargame,david spell,\N
tt0107398,the incorruptible,barry lee yinglok,\N,\N,\N,\N,the incorruptible,barry lee yinglok,\N,the incorruptible,barry lee yinglok,\N
tt0108113,shadow cop,albert lai ginkwok,ella bowah chan,shadow cop,\N,\N,shadow cop,albert lai ginkwok,\N,shadow cop,albert lai ginkwok,ella bowah chan
tt0108304,taxi dancers,norman thaddeus vane,norman thaddeus vane,\N,\N,\N,taxi dancers,norman thaddeus vane,norman thaddeus vane,taxi dancers,norman thaddeus vane,norman thaddeus vane
tt0109734,enter achilles,clara van gool,\N,enter achilles,\N,\N,enter achilles,clara van gool,\N,enter achilles,clara van gool,\N
tt0110773,paradjanov: a requiem,ron holloway,\N,\N,\N,\N,paradjanov: a requiem,ron holloway,\N,paradjanov: a requiem,ron holloway,\N
tt0110839,"father, son and holy war",anand patwardhan,anand patwardhan,"father, son, and holy war",anand patwardhan,\N,"father, son and holy war",anand patwardhan,\N,"father, son and holy war",anand patwardhan,anand patwardhan
tt0111580,uttoran,sandip ray,satyajit ray,the broken journey,sandip ray,satyajit ray,uttoran,sandip ray,\N,uttoran,sandip ray,satyajit ray
tt0113471,from the same family,johnny lee kwingkai,johnny lee kwingkai,\N,\N,\N,from the same family,johnny lee kwingkai,\N,from the same family,johnny lee kwingkai,johnny lee kwingkai
tt0113701,\N,\N,\N,\N,\N,\N,love is blind,denis piel,\N,\N,\N,\N
tt0114618,target,sandip ray,\N,target,sandip ray,\N,target,sandip ray,\N,target,sandip ray,\N
tt0118756,on guard,philippe de broca,jean cosmos; jerome tonnerre; philippe de broca,on guard,philippe de broca,jean cosmos; jerome tonnerre; philippe de broca,on guard,philippe de broca,jean cosmos; paul feval; philippe de broca,on guard,philippe de broca,jean cosmos; jerome tonnerre; philippe de broca
tt0119422,the journey,harish saluja,\N,\N,\N,\N,the journey,harish saluja,\N,the journey,harish saluja,\N
tt0120537,xxl,ariel zeitoun,florence quentin,xxl,ariel zeitoun,florence quentin,xxl,ariel zeitoun,florence quentin,xxl,ariel zeitoun,florence quentin
tt0121158,\N,\N,\N,\N,\N,\N,complica,\N,\N,\N,\N,\N
tt0124294,it rains in my village,aleksandar petrovic,aleksandar petrovic,it rains in my village,aleksandar petrovic,aleksandar petrovic,it rains in my village,aleksandar petrovic,\N,it rains in my village,aleksandar petrovic,aleksandar petrovic
tt0125373,lip service,shaun costello,shaun costello,\N,\N,\N,lip service,shaun costello,\N,lip service,shaun costello,shaun costello
tt0127586,het sno,torbjorn axelman,sandro keyaberg; torbjorn axelman,het sno,torbjorn axelman,sandro keyaberg,het sno,torbjorn axelman,\N,het sno,torbjorn axelman,sandro keyaberg; torbjorn axelman
tt0128355,la mondana nuda,sergio bergonzelli,\N,\N,\N,\N,la mondana nuda,sergio bergonzelli,\N,la mondana nuda,sergio bergonzelli,\N
tt0129192,\N,\N,\N,\N,\N,\N,zhena,mikhail doronin,aleksandr dubrovskiy,\N,\N,\N
tt0131588,keep your eyes open!,eldor urazbaev,aleksandr borodyanskiy,\N,eldor urazbayev; vladimir martynov,alexander borodyansky,keep your eyes open!,eldor urazbaev,\N,keep your eyes open!,eldor urazbaev,aleksandr borodyanskiy
tt0132351,in the eyes of the law,willy grunwald,louis levy,according to law,willy grunwald,\N,nach dem gesetz,willy grunwald,louis levy,in the eyes of the law,willy grunwald,louis levy
tt0138835,"halt, or i'll miss!",jiri chlumsky,jiri sebanek; milon cepelka,"halt, or i'll miss!",jiri chlumsky,jiri sebanek; milon cepelka,"halt, or i'll miss!",jiri chlumsky,\N,"halt, or i'll miss!",jiri chlumsky,jiri sebanek; milon cepelka
tt0140275,the mother's curse,vasilis georgiadis,nikos foskolos,\N,\N,\N,the mother's curse,vasilis georgiadis,\N,the mother's curse,vasilis georgiadis,nikos foskolos
tt0141656,nice - a propos de jean vigo,manoel de oliveira,\N,a propos de nice,manoel de oliveira,\N,nice - a propos de jean vigo,manoel de oliveira,\N,nice - a propos de jean vigo,manoel de oliveira,\N
tt0143234,emile habibi: i stayed in haifa,dalia karpel,\N,emil habibi: i stayed in haifa,\N,\N,emile habibi: i stayed in haifa,dalia karpel,\N,emile habibi: i stayed in haifa,dalia karpel,\N
tt0146020,\N,\N,\N,\N,\N,\N,port holes,buck adams,mark weiss,\N,\N,\N
tt0151119,jealousy,gb samuelson,gb samuelson,jealousy,g b samuelson,\N,jealousy,gb samuelson,\N,jealousy,gb samuelson,gb samuelson
tt0153074,"tied, trained and transformed",richard rank,\N,\N,\N,\N,"tied, trained and transformed",richard rank,\N,\N,\N,\N
tt0154529,\N,\N,\N,\N,claude autantlara,\N,le gendarme est sans pitie,claude autantlara,\N,\N,\N,\N
tt0155221,\N,\N,\N,sundari,aspi irani,\N,sundari,aspi irani,\N,\N,\N,\N
tt0155608,le chasseur de chez maxim's,henri diamantberger,gustave quinson; yves mirande,the porter from maxim's,henri diamantberger,\N,le chasseur de chez maxim's,henri diamantberger,\N,le chasseur de chez maxim's,henri diamantberger,francois jerome; gustave quinson; henri diamantberger; yves mirande
tt0155986,port of point-du-jour,jean faurez,jacques celhay,\N,jean faurez,\N,port of point-du-jour,jean faurez,\N,port of point-du-jour,jean faurez,raymond bussieres
tt0156481,his first affair,maurice cloche,\N,domenica,maurice cloche,jacques deval,his first affair,maurice cloche,\N,his first affair,maurice cloche,\N
tt0156541,\N,\N,\N,\N,\N,\N,folk dances of india,mohan dayaram bhavnani,\N,\N,\N,\N
tt0158605,\N,\N,\N,\N,\N,\N,an environment,santi p choudhury,\N,\N,\N,\N
tt0158671,in her defense,sidney j furie,jeffrey m rosenbaum; marc lynn,in her defense,sidney j furie,\N,in her defense,sidney j furie,jeffrey m rosenbaum; marc lynn,in her defense,sidney j furie,jeffrey m rosenbaum; marc lynn
tt0158786,minuit... champs-elysees,roger blanc,jacques celhay; pierre gaurier; roger blanc,\N,roger blanc,\N,minuit... champs-elysees,roger blanc,\N,minuit... champs-elysees,roger blanc,jacques celhay; pierre gaurier; roger blanc
tt0160683,candy apple,jean dreville,\N,\N,jean dreville,\N,candy apple,jean dreville,\N,candy apple,jean dreville,\N
tt0160698,"princess, at your orders!",hanns schwarz; max de vaucorbeil,billy wilder; paul frank; robert liebmann,"princess, at your orders!",hanns schwarz; max de vaucorbeil,billy wilder; jean boyer; robert liebmann,"princess, at your orders!",hanns schwarz; max de vaucorbeil,\N,"princess, at your orders!",hanns schwarz; max de vaucorbeil,billy wilder; jean boyer; paul frank; robert liebmann
tt0163541,\N,\N,\N,\N,\N,\N,barriotonia,kikol grau,\N,\N,\N,\N
tt0164555,early bird special,mark jean,hillary seitz,\N,\N,\N,early bird special,mark jean,\N,early bird special,mark jean,hillary seitz
tt0165817,\N,\N,\N,\N,\N,\N,horse play,mario falcon,\N,\N,\N,\N
tt0168146,die republikaner,peter wurth; petra schmid; uwe von schumann,\N,\N,\N,\N,die republikaner,peter wurth; petra schmid; uwe von schumann,\N,\N,\N,\N
tt0168922,the killings at outpost zeta,allan sandler; robert emenegger,peter dawson,\N,\N,\N,the killings at outpost zeta,allan sandler; robert emenegger,\N,the killings at outpost zeta,allan sandler; robert emenegger,peter dawson
tt0170277,a place in the crowd,vaclav gajer; vaclav krska; zbynek brynych,antonin masa,\N,\N,\N,misto v houfu,vaclav gajer; vaclav krska; zbynek brynych,antonin masa,a place in the crowd,vaclav gajer; vaclav krska; zbynek brynych,antonin masa
tt0170372,song calls,shaken aimanov,maro yerzinkyan; shaken aimanov,pesnya zovet,shaken ajmanov,maro erznkyan; shaken ajmanov,song calls,shaken aimanov,\N,song calls,shaken aimanov,maro yerzinkyan; shaken aimanov
tt0172524,the stars must burn,andrzej munk; witold lesiewicz,andrzej munk; karol macuzynski; witold lesiewicz,\N,\N,\N,the stars must burn,andrzej munk; witold lesiewicz,\N,the stars must burn,andrzej munk; witold lesiewicz,andrzej munk; karol macuzynski; witold lesiewicz
tt0172850,nad nami svita,jiri krejcik,jiri krejcik; jiri marek,\N,\N,\N,nad nami svita,jiri krejcik,\N,nad nami svita,jiri krejcik,jiri krejcik; jiri marek
tt0173027,the lost photography,lev kulidzhanov,anatoli aleksin; jan pixa; pavel pasek; sergey mikhalkov,\N,lev kulidzhanov,anatoly aleksin; sergey mikhalkov,the lost photography,lev kulidzhanov,\N,the lost photography,lev kulidzhanov,anatoli aleksin; jan pixa; pavel pasek; sergey mikhalkov
tt0173676,black flamingos - sie lieben euch zu tode,houchang allahyari,harald posch,\N,houchang allahyari,\N,black flamingos - sie lieben euch zu tode,houchang allahyari,\N,black flamingos - sie lieben euch zu tode,houchang allahyari,harald posch
tt0173966,\N,\N,\N,\N,\N,\N,korenite na izgryavashtoto slantze,vulo radev,vulo radev,\N,\N,\N
tt0175149,the grey illness,yakov segel,aleksandr misharin; andrey veytsler; yakov segel,\N,yakov segel,aleksandr misharin; andrey veytsler; yakov segel,the grey illness,yakov segel,\N,the grey illness,yakov segel,aleksandr misharin; andrey veytsler; yakov segel
tt0175890,"margarita, armando and his father",francisco mugica,francisco mugica,"margarita, armando y su padre",francisco mugica,\N,"margarita, armando and his father",francisco mugica,\N,"margarita, armando and his father",francisco mugica,francisco mugica
tt0177152,something organic,bertrand bonello,bertrand bonello,quelque chose d'organique,bertrand bonello,bertrand bonello,something organic,bertrand bonello,\N,something organic,bertrand bonello,bertrand bonello
tt0178867,riachuelo,luis moglia barth,jose bustamante y ballivian; luis moglia barth,riachuelo,luis moglia barth,\N,brook,luis moglia barth,jose bustamante balliban; luis moglia barth,riachuelo,luis moglia barth,jose bustamante y ballivian; luis moglia barth
tt0180047,perjura,raphael j sevilla,\N,perjura,raphael j sevilla,\N,perjura,raphael j sevilla,\N,perjura,raphael j sevilla,\N
tt0180316,women talking dirty,coky giedroyc,isla dewar,women talking dirty,coky giedroyc,\N,women talking dirty,coky giedroyc,isla dewar,women talking dirty,coky giedroyc,isla dewar
tt0180748,in china they eat dogs,lasse spang olsen,anders thomas jensen,in china they eat dogs,lasse spang olsen,anders thomas jensen,in china they eat dogs,lasse spang olsen,anders thomas jensen,in china they eat dogs,lasse spang olsen,anders thomas jensen
tt0181641,koyde bir kz sevdim,turker inanoglu,mcetinkaya,koyde bir kz sevdim,turker inanoglu,\N,koyde bir kz sevdim,turker inanoglu,\N,koyde bir kz sevdim,turker inanoglu,mcetinkaya
tt0182358,la parte piu appetitosa del maschio,lorenzo magnolia,giovanni simonelli,\N,\N,\N,la parte piu appetitosa del maschio,lorenzo magnolia,\N,la parte piu appetitosa del maschio,lorenzo magnolia,giovanni simonelli
tt0182793,brakn yasasnlar,melih gulgen,melih gulgen,birakin yasasinlar,\N,\N,brakn yasasnlar,melih gulgen,\N,brakn yasasnlar,melih gulgen,melih gulgen
